Topic,Term,Value
20,party,0.222
2,import,-0.166
32,course,0.217
3,leader,-0.151
6,trade,0.162
1,lobby,0.107
3,tax,-0.301
38,theresa,-0.209
9,event,-0.176
0,britannique,0.233
26,com,0.235
4,residency,0.242
15,person,-0.201
22,majority,0.165
24,analysis,-0.165
8,parliament,0.23
7,dignity,-0.21
23,good,-0.154
10,residency,-0.193
6,trading,0.192
12,condition,0.204
26,https,0.181
36,delay,-0.067
11,person,0.239
0,pronostic,0.122
22,web,-0.346
20,contradiction,0.242
15,time,-0.132
17,page,0.235
12,community,0.204
10,civilization,0.172
3,guarantor,-0.151
27,member,-0.201
22,archive,-0.148
5,trading,-0.174
35,com,-0.16
20,hand,0.222
28,person,0.27
38,votary,0.383
36,com,0.056
15,march,0.229
18,name,-0.145
23,food,-0.152
24,centre,-0.165
33,sign,0.34
11,england,0.159
2,britain,-0.135
17,share,0.162
18,lobby,-0.233
25,import,0.187
28,shame,0.198
21,regime,0.177
10,trade,0.187
35,churchill,0.391
37,curse,-0.149
30,follower,0.284
18,list,-0.145
9,impact,-0.176
32,inputsof,0.246
21,pound,0.177
18,channel,-0.233
30,property,0.324
13,part,0.144
0,d_jou,0.122
1,abus,0.183
14,civilization,0.253
21,consumer,0.177
35,arch,0.237
2,brexit,-0.417
19,share,0.176
0,union,0.115
29,brexiteer,0.261
14,part,-0.223
15,brexit,-0.13
9,commons,-0.176
22,http,-0.229
34,web,0.176
13,https_www,0.235
14,day,-0.159
30,country,0.107
3,part,0.175
9,brexit,0.27
28,honor,0.198
5,nation,0.204
0,gouvernement,0.223
1,agreement,0.193
37,apathy,-0.149
38,rightsright,0.101
25,fuel,0.215
11,time,0.161
31,share_petition,-0.242
24,access,-0.165
20,dogma,0.222
16,proof,0.255
38,curse,0.383
9,house,-0.176
8,confirm,0.072
2,brexiteer,-0.184
31,utm_source,-0.242
36,share,0.063
33,bill,-0.123
37,source_location,-0.255
27,facebook_com,0.149
4,part,0.21
33,sponsor,-0.26
20,line,0.222
35,make,0.237
10,world,0.286
19,post,0.131
11,flight,0.169
14,someone,-0.14
16,sow,0.51
32,reasonsexporter,0.246
39,word,0.342
28,theresa,0.255
29,tariff,0.23
14,derision,-0.14
23,person,-0.158
32,tariff,-0.245
21,mean,0.177
28,tradition,0.198
0,avec,0.122
31,rightsright,0.203
26,majority,-0.301
5,brexit,0.187
19,tariff,-0.195
20,decision,0.271
12,safeness,0.204
15,civilization,0.146
29,saywhatsoeverin,0.163
8,person,0.11
17,step,-0.141
23,vehicle,-0.152
34,fill,0.173
7,slavery,-0.21
5,deal,0.149
18,dispatch,-0.233
31,recruiter,-0.242
35,brexit,0.167
27,lesson,-0.21
13,residency,-0.119
11,attack,0.151
11,arm,0.184
29,https_www,-0.165
31,utm_medium,-0.242
5,right,-0.172
4,country,0.447
2,sector,-0.303
23,majority,0.232
1,court,0.285
35,theresa,-0.159
29,inputsof,0.163
37,hydrophobia,-0.149
6,brexit,-0.278
24,business,-0.188
24,economic,-0.165
17,facebook_com,0.189
33,talk,-0.123
38,source_location,-0.104
26,project,0.181
19,protest,0.122
14,arm,0.187
21,pricesin,0.177
2,tax,-0.154
36,market,0.337
32,manufacturing,0.246
26,fill,0.181
3,security,-0.301
16,bloke,0.255
4,trading,-0.193
15,brexiteer,0.185
31,copylink,-0.242
1,dispatch,0.107
22,business,0.149
12,golf,0.204
37,theresa,-0.511
34,union,-0.196
28,island,0.198
30,rule,0.256
25,business,-0.174
25,food,0.215
6,support,0.139
8,petition,0.825
17,person,0.151
33,parliament,-0.459
6,aid,0.139
10,facebook_com,-0.163
6,travel,0.16
34,dpbs,-0.235
16,idea,0.255
0,tre,0.223
21,majority,0.182
8,euro,0.06
21,membership,-0.197
25,vehicle,0.215
34,exit,-0.22
13,britain,-0.209
39,government,0.389
12,residente,0.204
7,wifeor,-0.21
28,recruiter,0.175
30,prophet,0.284
17,civilization,-0.283
22,trade,0.207
12,sport,0.204
35,winston,0.154
1,remedy,0.362
26,anybody,0.181
20,mind,0.222
16,silk,0.255
24,importer,-0.165
36,theresa,-0.133
15,part,-0.22
1,judge,0.183
5,membership,0.172
39,street,0.342
28,generation,0.198
13,page,0.17
29,product,0.163
16,vogue,0.255
12,flight,0.408
37,article,0.19
9,judgement,-0.176
35,inspiration,0.237
32,standardsand,0.246
38,hydrophobia,0.383
13,facebook_com,0.332
4,security,0.135
10,membership,0.161
4,travel,0.156
14,march,-0.297
10,tariff,0.153
30,effect,0.214
12,right,0.218
25,motor,0.215
3,london,-0.169
21,euif,0.177
37,delay,-0.255
18,quote,-0.145
36,estate,0.778
39,page,-0.158
23,motor,-0.152
39,public,0.342
17,ancient,-0.141
2,security,-0.154
11,father,0.151
33,petition,-0.108
33,link,0.38
20,thing,0.222
14,slogan,-0.14
24,theresa,-0.254
27,holiday,-0.21
7,faith,-0.245
16,shoot,0.255
9,policy,-0.176
7,refinement,-0.21
24,article,-0.27
17,https_www,0.154
22,lunatic,-0.148
15,england,-0.191
17,brexit,-0.161
38,mohammedanism,0.383
23,theresa,0.171
13,rule,-0.158
14,brexiteer,-0.181
23,partner,-0.152
2,export,-0.14
1,article,0.61
36,membership,-0.103
38,man,0.265
39,post,-0.103
0,conomie,0.233
24,right,0.204
10,part,0.268
7,mohammedan,-0.21
35,tariff,0.204
30,insecurity,0.284
0,croissance,0.335
37,rightsright,0.271
19,https_www,-0.295
28,change,0.303
13,group,0.168
6,euro,0.278
29,http,-0.205
34,yat,-0.235
24,change,-0.199
23,right,-0.173
35,instigator,0.237
17,facebook,0.218
14,tariff,-0.15
26,dutch,0.181
16,purse,0.255
9,key,-0.176
2,addition,-0.139
19,globalist,0.122
39,thank,0.143
30,system,0.284
4,majority,0.153
26,web,-0.272
8,nation,0.06
26,surveymonkey,0.181
11,london,0.254
3,deal,-0.178
11,brexiteer,0.193
37,mohammedanism,-0.149
18,blair,-0.233
36,end,0.389
21,tariff,0.229
13,facebook,0.259
36,source_location,-0.067
9,briefing,-0.328
32,britain,-0.238
5,briefing,0.281
16,vicar,0.255
39,delivery,0.143
33,confirm,0.105
5,britain,0.148
10,investor,-0.193
22,britain,-0.283
33,click,0.38
20,racist,0.222
0,pr_vision,0.335
7,islam,-0.21
7,power,-0.227
7,man,-0.449
8,link,0.222
39,share,0.524
22,brexiteer,-0.172
30,majority,0.151
29,majority,0.173
31,person,0.197
12,course,0.223
5,trade,0.226
25,drink,0.215
28,britishand,0.198
13,membership,-0.162
18,group,-0.24
8,sponsor,0.206
19,page,0.243
21,page,0.211
38,apathy,0.383
19,facebook_com,-0.347
31,power,-0.225
25,web,-0.174
32,saywhatsoeverin,0.246
1,group,0.112
9,theirsand,-0.176
11,march,0.287
27,blog,-0.21
29,standardsand,0.163
34,https,0.173
5,euro,0.204
4,brexit,-0.197
31,devolution,-0.242
27,https_www,0.359
27,site,-0.21
19,order,0.122
25,partner,0.215
16,photo,0.288
4,member,0.212
36,rightsright,0.066
27,history,-0.21
6,troopsnaval,0.139
27,day,-0.187
20,issue,0.254
33,way,-0.123
18,decision,-0.156
22,tariff,-0.264
18,meeting,-0.233
15,page,0.18
26,lot,0.181
25,service,0.215
12,number,0.217
3,brexit,0.237
31,article,0.278
34,project,0.173
3,country,0.265
10,brexit,-0.239
23,article,0.202
8,click,0.222
32,dpbs,-0.155
30,method,0.284
19,civilization,-0.165
38,delay,-0.104
6,blank,0.139
2,trading,-0.283
29,web,-0.198
39,rush,0.143
1,right,0.341
27,hope,-0.21
7,fact,-0.21
34,sthash,-0.235
8,sign,0.258
37,estate,-0.193
15,world,0.195
4,investor,0.242
34,theviralogs,-0.235
6,nation,0.278
3,europe,-0.155
32,product,0.246
