Topic,Term,Value
1,rssdata_net,0.097
6,world,-0.082
3,vote,0.3
5,http_www,0.124
6,brexit_news,-0.077
2,rssdata_net,-0.498
9,news,0.102
4,independent_co,0.093
6,http_www,0.103
5,brexit_news,-0.114
4,uk_news,0.418
4,http_www,0.759
0,net,0.669
9,government,0.115
1,from_ebay,-0.179
3,person,0.648
5,brexit,0.072
8,html,-0.034
3,referendum,0.117
8,https_www,0.106
0,rssdata_net,0.098
1,brexit_news,0.103
5,country,0.145
4,uk_politic,0.088
0,brexit_rssdata,0.291
7,xyz,-0.444
6,trade,-0.071
2,brexit_rssdata,0.253
6,person,0.576
3,way,0.098
1,brexit_rssdata,-0.271
8,brexit_rssdata,0.252
7,vote,0.076
0,from_ebay,0.168
9,politic,0.095
7,http_www,-0.141
2,from_ebay,0.394
8,http_rssdata,-0.726
0,http_rssdata,0.267
9,https_www,0.716
9,country,-0.328
4,article,0.201
6,vote,0.144
6,country,-0.669
9,britain,0.121
7,xyz_brexit,-0.245
4,brexit,-0.107
4,brexit_news,-0.128
7,https_www,0.093
6,britain,-0.175
8,ebay_brexit,0.354
8,vote,-0.032
2,ebay_brexit,-0.638
5,person,0.371
1,brexit,0.764
5,europe,0.08
1,vote,0.089
1,http_rssdata,-0.147
1,http_www,0.076
2,person,0.091
8,trump,0.056
3,ebay_brexit,0.099
9,europe,0.411
0,trump,0.03
5,referendum,-0.179
4,html,0.191
0,http_www,0.041
3,government,0.185
2,brexit_news,0.054
3,britain,0.113
8,rssdata_net,-0.265
2,brexit,0.155
3,brexit,-0.207
0,ebay_brexit,0.212
9,youtube_com,0.126
0,com,0.028
5,vote,-0.843
3,country,0.408
6,government,-0.083
7,ebay_brexit,-0.057
7,uk_news,-0.078
4,news,0.123
7,person,-0.104
3,europe,0.166
2,country,0.06
1,net,-0.456
8,from_ebay,-0.383
6,europe,-0.265
9,theguardian_com,0.154
0,brexit,0.547
7,brexit,0.126
2,http_rssdata,-0.25
7,brexit_news,-0.806
9,facebook_com,0.19
5,government,-0.095
8,net,0.191
1,person,0.072
5,article,-0.076
4,person,-0.2
2,vote,0.074
