Topic,Term,Value
10,europe,0.697
1,rssdata_net,0.097
6,world,-0.083
5,uk_news,0.094
3,vote,-0.263
7,government,0.476
12,ebay_brexit,-0.054
8,europe,0.307
5,http_www,0.179
13,country,0.038
11,brexit_rssdata,0.256
14,article,0.887
15,rssdata_net,0.596
14,time,0.092
2,rssdata_net,-0.515
4,independent_co,0.089
17,business,-0.087
14,com,0.077
15,http_rssdata,-0.568
19,trump,0.013
6,http_www,0.159
14,http_www,-0.145
4,uk_news,0.413
12,country,-0.134
18,u_fe,1.0
4,http_www,0.752
14,http_rssdata,0.078
14,bill,0.122
10,http_rssdata,0.07
13,campaign,0.062
9,https_www,0.604
0,net,0.669
9,government,0.283
11,country,-0.072
11,britain,0.154
19,news,0.003
1,from_ebay,-0.179
15,ebay_brexit,-0.067
3,person,-0.683
5,brexit,0.062
3,referendum,-0.11
8,https_www,0.508
0,rssdata_net,0.098
1,brexit_news,0.103
17,britain,0.07
8,government,-0.608
13,britain,-0.108
4,news,0.109
18,rssdata_net,0.003
18,trump,-0.007
19,power,0.003
7,xyz,-0.332
10,country,-0.544
2,brexit_rssdata,0.257
8,facebook_com,0.165
8,xyz,-0.162
6,person,0.515
13,post,0.048
9,brexit_news,0.468
1,brexit_rssdata,-0.27
1,net,-0.456
15,time,0.099
0,from_ebay,0.168
18,com,-0.008
7,http_www,-0.122
6,europe,-0.302
16,europe,-0.186
2,from_ebay,0.372
10,referendum,0.112
0,http_rssdata,0.267
17,ed_u,0.131
10,time,0.077
11,ebay_brexit,0.354
10,government,0.126
9,country,-0.29
4,article,0.201
6,vote,0.281
9,xyz_brexit,0.152
1,brexit,0.762
16,business,0.13
18,year,0.006
6,country,-0.575
12,britain,0.862
19,trade,0.004
16,year,0.504
13,referendum,0.904
11,http_rssdata,-0.691
12,from_ebay,0.055
7,britain,-0.127
17,country,0.064
14,uk_news,-0.101
8,britain,0.152
5,parliament,-0.054
7,xyz_brexit,-0.174
18,http,-0.006
7,europe,-0.206
17,law,-0.07
4,brexit,-0.12
6,uk_news,0.088
12,referendum,0.075
4,brexit_news,-0.109
5,html,0.045
7,https_www,0.291
6,britain,-0.237
13,vote,-0.195
8,vote,0.135
13,time,0.04
2,ebay_brexit,-0.626
15,from_ebay,0.468
16,way,0.123
5,person,0.397
14,government,-0.221
18,money,0.003
12,year,0.042
5,brexit_news,-0.065
15,brexit_rssdata,-0.138
3,country,-0.383
1,vote,0.093
8,referendum,-0.105
1,http_rssdata,-0.147
1,http_www,0.076
17,world,-0.129
2,person,0.147
11,brexit_news,-0.066
6,government,-0.24
15,article,0.096
2,government,0.063
16,country,-0.187
10,brexit_news,-0.099
3,ebay_brexit,-0.146
0,trump,0.03
16,article,-0.126
11,net,0.183
3,rssdata_net,-0.099
5,referendum,-0.166
4,html,0.187
0,http_www,0.041
0,brexit,0.547
17,trade,-0.074
3,government,-0.18
15,year,0.118
3,britain,-0.104
18,http_rssdata,-0.007
19,time,-0.016
13,brexit_news,0.072
4,vote,0.101
13,article,-0.045
2,brexit,0.139
3,brexit,0.219
0,ebay_brexit,0.212
9,youtube_com,0.112
0,com,0.028
8,theguardian_com,0.106
5,vote,-0.852
15,brexit,-0.048
17,time,0.748
8,brexit_news,-0.295
13,government,-0.281
19,world,0.014
7,referendum,0.162
16,world,0.234
9,brexit,-0.122
10,facebook_com,-0.09
17,year,-0.55
15,net,0.136
2,country,0.088
19,law,0.004
19,ed_u,0.093
12,https_www,-0.055
10,https_www,-0.265
6,trade,-0.079
16,time,0.561
0,brexit_rssdata,0.291
16,government,-0.142
17,money,-0.069
12,government,-0.069
18,please_sign,0.01
12,europe,-0.419
11,https_www,-0.079
16,britain,-0.165
14,business,-0.081
11,from_ebay,-0.4
12,http_rssdata,0.126
14,parliament,0.109
9,facebook_com,0.201
9,theguardian_com,0.118
11,rssdata_net,-0.289
19,ha_ha,0.995
2,http_rssdata,-0.226
7,brexit_news,-0.593
7,country,-0.156
3,europe,-0.164
5,government,-0.089
2,vote,0.094
9,xyz,0.251
19,country,-0.005
1,person,0.079
4,person,-0.22
10,britain,0.203
18,time,-0.005
