Topic,Term,Value
11,arm,0.184
2,import,-0.166
21,page,0.211
6,trade,0.162
34,dutch,0.173
1,lobby,0.107
3,tax,-0.301
50,make,-0.169
48,magazine,0.193
38,theresa,-0.209
64,reasonsexporter,0.092
52,word,-0.225
64,standardsand,0.092
9,event,-0.176
61,contempt,0.225
49,facebook,0.176
42,winston,-0.253
67,worker,0.245
0,britannique,-0.233
67,deal,-0.471
65,quote,-0.1
37,votary,-0.149
16,silk,0.255
26,com,0.235
4,residency,0.242
15,person,-0.201
22,majority,0.165
24,analysis,-0.165
64,inputsof,0.092
59,touch,-0.387
8,parliament,0.23
51,issue,0.0
50,arch,-0.169
53,theater,-0.303
7,dignity,-0.21
14,civilization,0.253
23,good,-0.154
19,facebook_com,-0.347
6,trading,0.192
49,referendum,-0.23
33,parliament,-0.459
26,https,0.181
36,delay,-0.067
11,person,0.239
0,pronostic,-0.122
22,web,-0.346
20,contradiction,0.242
57,upr,0.166
50,business,-0.318
15,time,-0.132
17,page,0.235
59,tory,0.552
12,community,0.204
10,civilization,0.172
43,employment,-0.188
24,importer,-0.165
61,side,-0.095
47,bbc,0.233
27,member,-0.201
66,sign,0.186
5,trading,-0.174
35,com,-0.16
55,sign,0.537
20,hand,0.222
28,person,0.27
38,votary,0.383
63,upr,-0.206
36,com,0.056
58,email,-0.113
56,smolensk,0.567
15,march,0.229
18,name,-0.145
23,food,-0.152
52,wait,-0.14
3,position,-0.151
24,centre,-0.165
51,business,-0.0
67,cebr,0.145
33,sign,0.34
69,contradiction,-0.0
40,lord,0.286
11,england,0.159
2,britain,-0.135
17,share,0.162
18,lobby,-0.233
25,import,0.187
28,shame,0.198
21,regime,0.177
10,trade,0.187
22,tariff,-0.264
30,follower,0.284
40,web,-0.343
48,bbc,0.193
68,trade,0.123
18,list,-0.145
9,impact,-0.176
60,fref,-0.173
46,link,0.167
32,inputsof,0.246
39,street,0.342
21,pound,0.177
45,talk,-0.0
65,name,-0.1
18,channel,-0.233
30,property,0.324
44,pr_vision,-0.133
13,part,0.144
0,d_jou,-0.122
58,video,0.415
1,abus,0.183
52,street,-0.225
6,natos,0.139
21,consumer,0.177
35,arch,0.237
2,brexit,-0.417
19,share,0.176
0,union,-0.115
29,brexiteer,0.261
14,part,-0.223
15,brexit,-0.13
66,team,-0.473
57,luximo,-0.682
9,commons,-0.176
22,http,-0.229
34,web,0.176
13,https_www,0.235
14,day,-0.159
30,country,0.107
3,part,0.175
9,brexit,0.27
59,delivery,0.071
64,brexiteer,-0.463
28,honor,0.198
5,nation,0.204
0,gouvernement,-0.223
49,theater,-0.177
1,agreement,0.193
46,luximo,0.211
62,touch,0.185
37,apathy,-0.149
38,rightsright,0.101
25,fuel,0.215
69,farage,0.212
11,time,0.161
31,share_petition,-0.242
8,confirm,0.072
20,dogma,0.222
16,proof,0.255
59,email,-0.147
38,curse,0.383
65,worker,0.736
27,https_www,0.359
65,solution,-0.088
69,test,-0.388
28,change,0.303
31,utm_source,-0.242
36,share,0.063
33,bill,-0.123
37,source_location,-0.255
45,development,-0.5
26,school,0.181
49,magazine,0.25
4,part,0.21
33,sponsor,-0.26
64,luximo,-0.109
59,side,-0.387
50,winston,0.309
43,way,-0.237
10,world,0.286
19,post,0.131
45,parliament,-0.0
11,flight,0.169
14,someone,-0.14
62,rush,0.37
16,sow,0.51
32,reasonsexporter,0.246
24,economic,-0.165
52,thank,0.377
42,click,0.141
43,bill,-0.237
43,arch,0.262
52,delivery,0.377
14,remainer,-0.14
0,croissance,-0.335
28,theresa,0.255
41,sign,0.0
29,tariff,0.23
56,fref,0.116
66,government,0.297
23,person,-0.158
32,tariff,-0.245
21,mean,0.177
41,brexit,0.0
28,tradition,0.198
0,avec,-0.122
31,rightsright,0.203
52,share,0.341
49,news,0.25
13,facebook,0.259
19,tariff,-0.195
20,decision,0.271
41,inability,-0.0
12,safeness,0.204
64,britain,0.454
15,civilization,0.146
44,croissance,-0.133
65,remedy,-0.148
49,bbc,0.25
29,saywhatsoeverin,0.163
23,service,-0.152
60,upr,-0.173
8,person,0.11
17,step,-0.141
62,democracy,-0.199
7,slavery,-0.21
5,deal,0.149
13,group,0.168
18,dispatch,-0.233
31,recruiter,-0.242
69,independence,-0.319
6,euro,0.278
66,parliament,0.416
35,brexit,0.167
27,lesson,-0.21
57,information,0.342
41,johnson,-0.447
11,attack,0.151
20,party,0.222
53,bowl,-0.378
43,parliament,-0.247
29,https_www,-0.165
31,utm_medium,-0.242
19,globalist,0.122
55,theater,-0.21
5,right,-0.172
4,country,0.447
2,sector,-0.303
23,majority,0.232
46,petition,-0.177
44,pronostic,0.427
60,democracy,-0.237
47,legislation,0.284
48,information,-0.309
1,court,0.285
35,theresa,-0.159
29,inputsof,0.163
37,hydrophobia,-0.149
45,link,-0.0
48,list,0.162
64,saywhatsoeverin,0.092
65,trade,0.14
6,brexit,-0.278
24,business,-0.188
24,change,-0.199
26,majority,-0.301
17,facebook_com,0.189
33,talk,-0.123
2,brexiteer,-0.184
38,source_location,-0.104
26,project,0.181
61,tory,0.11
46,parliament,0.279
42,churchill,-0.254
19,protest,0.122
42,issue,-0.23
14,arm,0.187
21,pricesin,0.177
2,tax,-0.154
36,market,0.337
32,manufacturing,0.246
26,fill,0.181
3,security,-0.301
6,troopsnaval,0.139
56,game,-0.16
16,bloke,0.255
4,trading,-0.193
53,wait,0.252
62,amorphamedia,-0.028
15,brexiteer,0.185
51,inability,0.0
25,service,0.215
31,copylink,-0.242
14,march,-0.297
22,business,0.149
12,golf,0.204
27,day,-0.187
63,video,0.206
46,facebook,0.239
53,march,-0.26
37,theresa,-0.511
27,facebook_com,0.149
34,union,-0.196
28,island,0.198
30,rule,0.256
47,abus,0.195
51,game,0.0
25,business,-0.174
65,right,0.413
25,food,0.215
14,tariff,-0.15
8,petition,0.825
17,person,0.151
68,tariff,0.195
56,penny,-0.204
46,click,0.167
68,workguyslook,-0.52
6,aid,0.139
54,video,0.206
10,facebook_com,-0.163
6,travel,0.16
34,dpbs,-0.235
0,tre,-0.223
21,majority,0.182
20,line,0.222
47,name,-0.247
43,instigator,0.262
8,euro,0.06
34,yat,-0.235
12,right,0.218
48,quote,0.162
25,vehicle,0.215
34,exit,-0.22
13,britain,-0.209
39,government,0.389
55,confirm,-0.309
62,contempt,-0.199
43,person,-0.296
12,residente,0.204
35,make,0.237
67,centre,0.145
69,sponsor,-0.0
59,supporter,-0.147
44,tre,-0.089
7,wifeor,-0.21
28,recruiter,0.175
30,prophet,0.284
63,side,-0.358
50,employment,-0.362
17,civilization,-0.283
22,trade,0.207
47,rightsright,-0.204
12,sport,0.204
35,winston,0.154
1,channel,0.107
1,remedy,0.362
26,anybody,0.181
54,upr,0.206
65,list,-0.1
20,mind,0.222
48,news,0.193
42,inability,-0.253
67,rightsright,0.241
36,theresa,-0.133
51,racism,-0.577
42,http,-0.202
15,part,-0.22
68,britain,-0.203
42,sign,0.206
43,talk,-0.237
65,deal,0.152
30,system,0.284
1,judge,0.183
66,talk,-0.236
52,public,-0.225
5,membership,0.172
63,hate,-0.144
66,petition,-0.23
28,generation,0.198
13,page,0.17
46,talk,0.256
49,type,-0.177
54,sign,-0.41
60,contempt,-0.237
8,nation,0.06
29,product,0.163
16,vogue,0.255
12,flight,0.408
37,article,0.19
9,judgement,-0.176
35,inspiration,0.237
32,standardsand,0.246
39,post,-0.103
38,hydrophobia,0.383
40,amendment,0.286
3,london,-0.169
13,facebook_com,0.332
4,security,0.135
10,membership,0.161
56,upr,0.116
62,supporter,0.12
4,travel,0.156
54,confirm,0.24
41,schwanz,-0.447
40,referendum,0.266
62,delivery,0.37
61,rush,-0.016
39,word,0.342
10,tariff,0.153
30,effect,0.214
54,photo,-0.243
41,zis,-0.447
55,fref,0.175
67,access,0.145
25,motor,0.215
48,facebook,-0.38
21,euif,0.177
37,delay,-0.255
13,investor,-0.119
18,quote,-0.145
36,estate,0.778
39,page,-0.158
44,avec,0.427
60,side,0.42
20,thing,0.222
41,person,-0.0
17,ancient,-0.141
53,guy,0.252
2,security,-0.154
3,brexit,0.237
11,father,0.151
47,list,-0.247
63,touch,-0.358
61,thank,0.032
33,petition,-0.108
3,bil,-0.151
33,link,0.38
44,talk,-0.047
39,public,0.342
50,inability,0.309
63,tory,-0.144
14,slogan,-0.14
53,type,-0.303
24,theresa,-0.254
12,condition,0.204
7,faith,-0.245
54,type,-0.266
16,shoot,0.255
24,research,-0.165
45,influence,-0.5
9,policy,-0.176
7,refinement,-0.21
51,discrimination,-0.577
16,tea,0.255
24,article,-0.27
17,https_www,0.154
22,lunatic,-0.148
41,leetle,-0.447
15,england,-0.191
17,brexit,-0.161
67,remedy,0.183
38,mohammedanism,0.383
49,amendment,-0.245
61,email,0.654
61,touch,-0.095
13,rule,-0.158
54,theater,-0.266
55,link,-0.204
45,religion,-0.5
14,brexiteer,-0.181
50,instigator,-0.169
2,export,-0.14
1,article,0.61
62,email,0.12
64,web,-0.267
36,membership,-0.103
57,bbc,0.152
38,man,0.265
32,dpbs,-0.155
0,conomie,-0.233
22,capx,-0.148
69,dit,-0.17
24,right,0.204
63,contempt,-0.494
10,part,0.268
67,research,0.145
7,mohammedan,-0.21
42,link,0.141
63,democracy,-0.494
35,tariff,0.204
30,insecurity,0.284
51,number,-0.0
37,rightsright,0.271
54,bowl,0.185
19,https_www,-0.295
50,inspiration,-0.169
68,trading,0.136
58,thank,-0.202
45,moslem,-0.5
51,winston,0.0
35,instigator,0.237
29,http,-0.205
68,brexiteer,-0.494
57,magazine,0.152
51,form,-0.577
67,trade,-0.411
69,tory,0.0
23,right,-0.173
55,upr,0.175
48,legislation,-0.201
34,school,0.173
17,facebook,0.218
35,churchill,0.391
16,purse,0.255
9,key,-0.176
45,bill,-0.0
2,addition,-0.139
57,video,0.166
40,news,0.209
41,churchill,-0.0
39,thank,0.143
40,com,0.148
4,majority,0.153
9,house,-0.176
26,web,-0.272
53,game,0.252
60,hate,0.403
26,surveymonkey,0.181
11,london,0.254
58,upr,-0.415
53,photo,-0.276
3,deal,-0.178
11,brexiteer,0.193
