Topic,Term,Value
11,arm,-0.184
2,import,0.166
21,page,-0.211
25,service,-0.215
6,trade,-0.162
71,independence,0.876
65,list,0.1
1,lobby,-0.107
3,tax,0.301
50,make,0.169
45,leetle,0.0
48,magazine,-0.193
17,share,-0.162
64,reasonsexporter,-0.092
52,word,0.225
69,street,-0.0
9,event,0.176
61,contempt,0.264
49,facebook,-0.176
42,winston,0.253
67,worker,-0.245
0,britannique,0.233
67,deal,0.471
65,quote,0.1
37,votary,0.149
16,silk,-0.255
26,com,-0.235
4,residency,-0.242
15,person,0.201
22,majority,-0.165
24,analysis,0.165
59,democracy,0.225
59,touch,0.203
8,parliament,-0.23
50,arch,0.169
53,theater,0.303
7,dignity,0.21
45,schwanz,0.0
23,good,0.154
19,facebook_com,0.347
51,rush,-0.0
6,trading,-0.192
49,referendum,0.23
66,bill,0.236
33,parliament,0.459
26,https,-0.181
36,delay,0.067
75,terror,-0.077
11,person,-0.239
0,pronostic,0.122
63,supporter,-0.36
22,web,0.346
20,contradiction,-0.242
57,upr,-0.166
50,business,0.318
15,time,0.132
73,farage,-0.335
17,page,-0.235
63,side,-0.214
12,community,-0.204
42,sign,-0.206
10,civilization,-0.172
43,employment,0.188
61,side,-0.496
47,bbc,-0.233
79,person,-0.281
27,member,0.201
22,archive,0.148
5,trading,0.174
35,com,0.16
74,street,0.17
55,sign,-0.537
20,hand,-0.222
28,person,-0.27
38,votary,-0.383
63,upr,-0.064
36,com,-0.056
56,smolensk,-0.567
15,march,-0.229
18,name,0.145
23,food,0.152
52,wait,0.14
24,centre,0.165
51,business,-0.0
51,winston,0.0
33,sign,-0.34
16,tea,-0.255
40,lord,-0.286
11,england,-0.159
2,britain,0.135
6,troopsnaval,-0.139
38,theresa,0.209
18,lobby,0.233
34,lot,-0.173
25,import,-0.187
28,shame,-0.198
21,regime,-0.177
73,dit,-0.368
10,trade,-0.187
22,tariff,0.264
37,curse,0.149
30,follower,-0.284
40,web,0.343
48,bbc,-0.193
5,britain,-0.148
68,trade,-0.123
18,list,0.145
9,impact,0.176
63,thank,-0.64
46,link,-0.167
32,inputsof,-0.246
73,contempt,0.0
79,number,0.12
21,pound,-0.177
65,name,0.1
58,tory,0.411
18,channel,0.233
30,property,-0.324
44,pr_vision,0.133
74,rush,-0.08
13,part,-0.144
57,bbc,-0.152
0,d_jou,0.122
76,party,0.097
72,independence,-0.376
1,abus,-0.183
14,day,0.159
21,consumer,-0.177
35,arch,-0.237
64,inputsof,-0.092
45,zis,0.0
75,sympathy,-0.077
2,brexit,0.417
76,reflection,0.097
19,share,-0.176
0,union,0.115
29,brexiteer,-0.261
14,part,0.223
15,brexit,0.13
66,team,0.473
57,luximo,0.682
9,commons,0.176
22,http,0.229
34,web,-0.176
13,https_www,-0.235
52,street,0.225
30,country,-0.107
3,part,-0.175
9,brexit,-0.27
59,delivery,0.139
64,brexiteer,0.463
72,government,0.0
28,honor,-0.198
5,euro,-0.204
0,gouvernement,0.223
49,theater,0.177
1,agreement,-0.193
46,luximo,-0.211
22,capx,0.148
30,insecurity,-0.284
46,talk,-0.256
38,rightsright,-0.101
63,delivery,0.32
25,fuel,-0.215
70,team,0.0
69,farage,-0.808
11,time,-0.161
31,share_petition,0.242
56,video,-0.116
24,access,0.165
71,team,0.0
59,email,0.286
38,curse,-0.383
79,sign,-0.229
65,worker,-0.736
27,https_www,-0.359
8,confirm,-0.072
36,membership,0.103
65,solution,0.088
63,contempt,0.096
31,utm_source,0.242
36,share,-0.063
56,amorphamedia,-0.116
33,bill,0.123
37,source_location,0.255
45,development,-0.5
26,school,-0.181
49,magazine,-0.25
4,part,-0.21
33,sponsor,0.26
41,influence,0.0
20,line,-0.222
59,side,0.203
35,make,-0.237
43,way,0.237
10,world,-0.286
19,post,-0.131
11,flight,-0.169
14,someone,0.14
79,confirm,-0.575
16,sow,-0.51
71,test,0.123
32,reasonsexporter,-0.246
39,word,-0.342
52,thank,-0.377
61,video,0.187
43,bill,0.237
43,arch,-0.262
52,delivery,-0.377
72,hate,0.0
78,http,0.443
0,croissance,0.335
28,theresa,-0.255
29,tariff,-0.23
14,derision,0.14
66,government,-0.297
23,person,0.158
32,tariff,0.245
21,mean,-0.177
28,tradition,-0.198
0,avec,0.122
31,rightsright,-0.203
52,share,-0.341
49,news,-0.25
13,facebook,-0.259
70,test,-0.345
19,tariff,0.195
20,decision,-0.271
44,conomie,-0.382
12,safeness,-0.204
64,britain,-0.454
15,civilization,-0.146
44,croissance,0.133
65,remedy,0.148
76,thing,0.097
49,bbc,-0.25
29,saywhatsoeverin,-0.163
23,service,0.152
60,upr,0.321
20,somebody,-0.222
8,person,-0.11
55,employment,-0.178
62,democracy,-0.445
7,slavery,0.21
5,deal,-0.149
13,group,-0.168
18,dispatch,0.233
31,recruiter,0.242
69,independence,-0.119
6,euro,-0.278
66,parliament,-0.416
35,brexit,-0.167
27,lesson,0.21
57,information,-0.342
69,parliament,0.0
41,johnson,0.447
11,attack,-0.151
20,party,-0.222
53,bowl,0.378
75,godplease,-0.077
43,parliament,0.247
29,https_www,0.165
31,utm_medium,0.242
75,comfort,-0.077
55,theater,0.21
77,country,-0.091
5,right,0.172
4,country,-0.447
2,sector,0.303
23,majority,-0.232
58,touch,-0.381
46,petition,0.177
44,pronostic,-0.427
47,legislation,-0.284
48,information,0.309
1,court,-0.285
35,theresa,0.159
29,inputsof,-0.163
37,hydrophobia,0.149
74,share,0.081
48,list,-0.162
64,saywhatsoeverin,-0.092
65,trade,-0.14
6,brexit,0.278
4,security,-0.135
24,business,0.188
24,change,0.199
26,majority,0.301
17,facebook_com,-0.189
33,talk,0.123
2,brexiteer,0.184
38,source_location,0.104
26,project,-0.181
42,churchill,0.254
75,attack,-0.077
19,protest,-0.122
42,issue,0.23
61,amorphamedia,0.187
14,arm,-0.187
21,pricesin,-0.177
2,tax,0.154
36,market,-0.337
32,manufacturing,-0.246
26,fill,-0.181
3,security,0.301
12,sport,-0.204
56,game,0.16
4,travel,-0.156
16,bloke,-0.255
4,trading,0.193
73,frexit,-0.196
53,wait,-0.252
77,system,-0.141
62,amorphamedia,0.312
15,brexiteer,-0.185
51,inability,0.0
75,contradiction,-0.105
31,copylink,0.242
14,march,0.297
22,business,-0.149
12,golf,-0.204
61,fref,-0.187
46,facebook,-0.239
53,march,0.26
37,theresa,0.511
27,facebook_com,-0.149
34,union,0.196
28,island,-0.198
30,rule,-0.256
47,abus,-0.195
46,game,0.162
25,business,0.174
65,right,-0.413
25,food,-0.215
14,tariff,0.15
8,petition,-0.825
17,person,-0.151
76,contradiction,-0.941
68,tariff,-0.195
56,penny,0.204
72,dit,0.839
68,workguyslook,0.52
54,video,-0.206
10,facebook_com,0.163
6,travel,-0.16
34,dpbs,0.235
16,idea,-0.255
0,tre,0.223
21,majority,-0.182
64,luximo,0.109
47,name,0.247
43,instigator,-0.262
8,euro,-0.06
34,yat,0.235
12,right,-0.218
77,prophet,-0.141
48,quote,-0.162
25,vehicle,-0.215
34,exit,0.22
13,britain,0.209
39,government,-0.389
55,confirm,0.309
62,contempt,-0.445
43,person,0.296
12,residente,-0.204
50,winston,-0.309
67,centre,-0.145
34,anybody,-0.173
59,supporter,0.286
44,tre,0.089
63,rush,0.32
7,wifeor,0.21
74,delivery,-0.08
28,recruiter,-0.175
77,tariff,0.043
30,prophet,-0.284
59,tory,0.516
50,employment,0.362
17,civilization,0.283
22,trade,-0.207
47,rightsright,0.204
41,moslem,0.0
35,winston,-0.154
19,globalist,-0.122
1,remedy,-0.362
26,anybody,-0.181
54,upr,-0.206
75,recover,-0.077
20,mind,-0.222
48,news,-0.193
42,inability,0.253
67,rightsright,-0.241
36,theresa,0.133
51,racism,0.577
42,http,0.202
15,part,0.22
68,britain,0.203
60,email,0.371
43,talk,0.237
39,thank,-0.143
65,deal,-0.152
30,system,-0.284
1,judge,-0.183
66,talk,0.236
52,public,0.225
5,membership,-0.172
39,street,-0.342
66,petition,0.23
62,upr,-0.312
28,generation,-0.198
13,page,-0.17
70,independence,0.272
49,type,0.177
75,victim,-0.077
78,magazine,-0.19
73,test,0.843
54,sign,0.41
74,government,-0.422
8,nation,-0.06
29,product,-0.163
61,supporter,0.317
16,vogue,-0.255
12,flight,-0.408
51,delivery,-0.0
37,article,-0.19
9,judgement,0.176
35,inspiration,-0.237
32,standardsand,-0.246
70,frexit,-0.814
38,hydrophobia,-0.383
76,somebody,0.097
40,amendment,-0.286
79,employment,0.13
13,facebook_com,-0.332
79,sponsor,0.29
10,membership,-0.161
62,supporter,0.214
72,frexit,-0.069
54,confirm,-0.24
66,sign,-0.186
41,schwanz,0.447
40,referendum,-0.266
28,change,-0.303
60,supporter,0.371
77,method,-0.141
10,tariff,-0.153
30,effect,-0.214
54,photo,0.243
41,zis,0.447
61,email,0.317
55,fref,-0.175
67,access,-0.145
25,motor,-0.215
73,government,0.0
48,facebook,0.38
21,euif,-0.177
37,delay,0.255
13,investor,0.119
18,quote,0.145
73,team,0.0
36,estate,-0.778
39,page,0.158
42,click,-0.141
18,blair,0.233
20,thing,-0.222
17,ancient,0.141
53,guy,-0.252
2,security,0.154
3,brexit,-0.237
69,sponsor,-0.0
11,father,-0.151
47,list,0.247
63,touch,-0.214
33,petition,0.108
3,bil,0.151
33,link,-0.38
31,article,-0.278
44,talk,0.047
39,public,-0.342
50,inability,-0.309
78,bbc,-0.19
14,slogan,0.14
62,video,0.312
53,type,0.303
24,theresa,0.254
12,condition,-0.204
7,faith,0.245
54,type,0.266
16,shoot,-0.255
24,research,0.165
14,brexiteer,0.181
45,influence,-0.5
76,hand,0.097
79,team,0.296
9,policy,0.176
7,refinement,0.21
51,discrimination,0.577
59,contempt,0.225
74,public,0.17
24,article,0.27
17,https_www,-0.154
70,dit,0.033
54,amorphamedia,-0.206
41,leetle,0.447
15,england,0.191
17,brexit,0.161
70,farage,-0.379
58,side,-0.381
68,deal,-0.158
67,remedy,-0.183
38,mohammedanism,-0.383
49,amendment,0.245
79,link,0.307
61,touch,-0.496
78,information,0.269
13,rule,0.158
54,theater,0.266
55,link,0.204
