Topic,Term,Value
11,arm,-0.184
2,import,-0.166
21,page,-0.211
6,trade,-0.162
1,lobby,0.107
3,tax,-0.301
50,make,0.169
45,leetle,-0.0
48,magazine,-0.193
38,theresa,0.209
52,word,0.225
9,event,0.176
49,facebook,-0.176
0,britannique,0.233
16,silk,-0.255
59,upr,0.258
26,com,-0.235
4,residency,0.242
15,person,0.201
22,majority,-0.165
59,democracy,-0.397
8,parliament,-0.23
50,arch,0.169
53,theater,0.303
7,dignity,0.21
45,schwanz,-0.0
23,good,0.154
19,facebook_com,0.347
6,trading,-0.192
49,referendum,0.23
33,parliament,0.459
26,https,-0.181
36,delay,0.067
11,person,-0.239
0,pronostic,0.122
22,web,0.346
20,contradiction,-0.242
57,upr,-0.166
50,business,0.318
15,time,0.132
17,page,-0.235
59,tory,-0.369
12,community,-0.204
10,civilization,-0.172
43,employment,0.188
47,bbc,-0.233
27,member,0.201
22,archive,0.148
5,trading,0.174
35,com,0.16
51,guy,-0.0
55,sign,-0.537
20,hand,-0.222
28,person,-0.27
38,votary,-0.383
36,com,-0.056
56,smolensk,-0.567
15,march,-0.229
18,name,0.145
23,food,0.152
52,wait,0.14
24,centre,0.165
51,business,0.0
33,sign,-0.34
40,lord,-0.286
11,england,-0.159
2,britain,-0.135
17,share,-0.162
18,lobby,0.233
25,import,-0.187
51,wait,-0.0
21,regime,-0.177
10,trade,-0.187
51,thank,0.0
22,tariff,0.264
37,curse,0.149
30,follower,-0.284
40,web,0.343
48,bbc,-0.193
18,list,0.145
9,impact,0.176
46,link,-0.167
32,inputsof,-0.246
3,tenure,-0.151
21,pound,-0.177
18,channel,0.233
30,property,-0.324
44,pr_vision,0.133
13,part,-0.144
0,d_jou,0.122
1,abus,0.183
14,day,0.159
21,consumer,-0.177
35,arch,-0.237
45,zis,-0.0
2,brexit,-0.417
19,share,-0.176
0,union,0.115
29,brexiteer,-0.261
14,part,0.223
15,brexit,0.13
44,tre,0.089
57,luximo,0.682
9,commons,0.176
22,http,0.229
34,web,-0.176
13,https_www,-0.235
52,street,0.225
30,country,-0.107
3,part,0.175
9,brexit,-0.27
59,delivery,-0.151
28,honor,-0.198
5,euro,-0.204
0,gouvernement,0.223
49,theater,0.177
1,agreement,0.193
46,luximo,-0.211
37,apathy,0.149
38,rightsright,-0.101
25,fuel,-0.215
11,time,-0.161
31,share_petition,0.242
24,access,0.165
16,proof,-0.255
38,curse,-0.383
27,https_www,-0.359
8,confirm,-0.072
2,brexiteer,-0.184
31,utm_source,0.242
36,share,-0.063
33,bill,0.123
37,source_location,0.255
45,development,0.5
49,magazine,-0.25
4,part,0.21
33,sponsor,0.26
41,influence,0.0
20,line,-0.222
50,winston,-0.309
43,way,0.237
10,world,-0.286
19,post,-0.131
11,flight,-0.169
14,someone,0.14
16,sow,-0.51
32,reasonsexporter,-0.246
39,word,-0.342
52,thank,-0.377
42,click,-0.141
43,bill,0.237
43,arch,-0.262
52,delivery,-0.377
0,croissance,0.335
28,theresa,-0.255
29,tariff,-0.23
56,fref,-0.116
14,derision,0.14
23,person,0.158
32,tariff,0.245
21,mean,-0.177
28,tradition,-0.198
0,avec,0.122
31,rightsright,-0.203
52,share,-0.341
26,majority,0.301
41,http,0.0
13,facebook,-0.259
19,tariff,0.195
20,decision,-0.271
44,conomie,-0.382
12,safeness,-0.204
15,civilization,-0.146
44,croissance,0.133
49,bbc,-0.25
29,saywhatsoeverin,-0.163
20,somebody,-0.222
8,person,-0.11
55,employment,-0.178
34,fill,-0.173
7,slavery,0.21
5,deal,-0.149
13,group,-0.168
18,dispatch,0.233
31,recruiter,0.242
35,brexit,-0.167
27,lesson,0.21
13,residency,0.119
41,johnson,0.447
11,attack,-0.151
20,party,-0.222
53,bowl,0.378
43,parliament,0.247
29,https_www,0.165
31,utm_medium,0.242
55,theater,0.21
5,right,0.172
4,country,0.447
2,sector,-0.303
23,majority,-0.232
58,touch,0.204
46,petition,0.177
44,pronostic,-0.427
47,legislation,-0.284
48,information,0.309
1,court,0.285
35,theresa,0.159
29,inputsof,-0.163
37,hydrophobia,0.149
34,yat,0.235
6,brexit,0.278
24,business,0.188
24,change,0.199
24,economic,0.165
17,facebook_com,-0.189
33,talk,0.123
38,source_location,0.104
26,project,-0.181
42,churchill,0.254
19,protest,-0.122
42,issue,0.23
14,arm,-0.187
21,pricesin,-0.177
2,tax,-0.154
36,market,-0.337
32,manufacturing,-0.246
26,fill,-0.181
3,security,-0.301
56,game,0.16
16,bloke,-0.255
4,trading,-0.193
53,wait,-0.252
15,brexiteer,-0.185
31,copylink,0.242
14,march,0.297
22,business,-0.149
12,golf,-0.204
27,day,0.187
46,facebook,-0.239
37,theresa,0.511
27,facebook_com,-0.149
34,union,0.196
28,island,-0.198
30,rule,-0.256
47,abus,-0.195
51,game,-0.0
25,business,0.174
25,food,-0.215
6,support,-0.139
8,petition,-0.825
17,person,-0.151
56,penny,0.204
46,click,-0.167
6,aid,-0.139
54,video,-0.206
10,facebook_com,0.163
6,travel,-0.16
34,dpbs,0.235
16,idea,-0.255
0,tre,0.223
21,majority,-0.182
47,name,0.247
43,instigator,-0.262
8,euro,-0.06
54,photo,0.243
48,quote,-0.162
25,vehicle,-0.215
34,exit,0.22
13,britain,0.209
39,government,-0.389
55,confirm,0.309
43,person,0.296
12,residente,-0.204
35,make,-0.237
25,motor,-0.215
7,wifeor,0.21
28,recruiter,-0.175
30,prophet,-0.284
50,employment,0.362
17,civilization,0.283
3,ally,-0.151
22,trade,-0.207
47,rightsright,0.204
12,sport,-0.204
35,winston,-0.154
19,globalist,-0.122
1,remedy,0.362
26,anybody,-0.181
54,upr,-0.206
48,news,-0.193
42,inability,0.253
36,theresa,0.133
51,racism,0.577
42,http,0.202
15,part,0.22
42,sign,-0.206
34,theviralogs,0.235
43,talk,0.237
30,system,-0.284
1,judge,0.183
52,public,0.225
5,membership,-0.172
39,street,-0.342
43,inspiration,-0.262
28,generation,-0.198
13,page,-0.17
46,talk,-0.256
49,type,0.177
54,sign,0.41
8,nation,-0.06
29,product,-0.163
16,vogue,-0.255
12,flight,-0.408
37,article,-0.19
9,judgement,0.176
35,inspiration,-0.237
32,standardsand,-0.246
38,hydrophobia,-0.383
40,amendment,-0.286
3,london,-0.169
13,facebook_com,-0.332
4,security,0.135
10,membership,-0.161
56,upr,-0.116
4,travel,0.156
54,confirm,-0.24
44,bill,0.047
41,schwanz,0.447
40,referendum,-0.266
28,change,-0.303
10,tariff,-0.153
20,reflection,-0.222
30,effect,-0.214
12,right,-0.218
41,zis,0.447
55,fref,-0.175
48,facebook,0.38
21,euif,-0.177
37,delay,0.255
18,quote,0.145
36,estate,-0.778
39,page,0.158
44,avec,-0.427
23,motor,0.152
18,blair,0.233
20,thing,-0.222
44,gouvernement,0.089
17,ancient,0.141
53,guy,-0.252
2,security,-0.154
3,brexit,0.237
11,father,-0.151
47,list,0.247
33,link,-0.38
47,news,-0.233
39,public,-0.342
50,inability,-0.309
14,slogan,0.14
53,type,0.303
24,theresa,0.254
12,condition,-0.204
7,faith,0.245
54,type,0.266
16,shoot,-0.255
24,research,0.165
45,influence,0.5
9,policy,0.176
7,refinement,0.21
51,discrimination,0.577
59,contempt,-0.397
16,tea,-0.255
24,article,0.27
17,https_www,-0.154
22,lunatic,0.148
41,leetle,0.447
15,england,0.191
32,dpbs,0.155
17,brexit,0.161
58,side,0.204
38,mohammedanism,-0.383
59,amorphamedia,-0.258
49,amendment,0.245
46,guy,0.162
23,theresa,-0.171
13,rule,0.158
54,theater,0.266
55,link,0.204
45,religion,0.5
14,brexiteer,0.181
23,partner,0.152
50,instigator,0.169
2,export,-0.14
6,gov,-0.139
1,article,0.61
36,membership,0.103
57,bbc,-0.152
38,man,-0.265
24,cebr,0.165
39,post,0.103
0,conomie,0.233
24,right,-0.204
58,tory,-0.212
10,part,-0.268
7,mohammedan,0.21
5,britain,-0.148
35,tariff,-0.204
30,insecurity,-0.284
51,number,0.0
37,rightsright,-0.271
54,bowl,-0.185
19,https_www,0.295
50,inspiration,0.169
58,thank,0.586
45,moslem,0.5
6,euro,-0.278
35,instigator,-0.237
29,http,0.205
57,magazine,-0.152
51,form,0.577
46,parliament,-0.279
23,right,0.173
45,avec,0.0
55,upr,-0.175
48,legislation,0.201
34,school,-0.173
17,facebook,-0.218
35,churchill,-0.391
26,dutch,-0.181
9,key,0.176
2,addition,-0.139
57,video,-0.166
40,news,-0.209
39,thank,-0.143
40,com,-0.148
4,majority,0.153
9,house,0.176
26,web,0.272
53,game,-0.252
26,surveymonkey,-0.181
11,london,-0.254
53,photo,0.276
3,deal,-0.178
11,brexiteer,-0.193
40,http,-0.472
37,mohammedanism,0.149
14,civilization,-0.253
36,end,-0.389
56,wait,0.16
21,tariff,-0.229
5,brexit,-0.187
36,source_location,0.067
9,briefing,0.328
32,britain,0.238
5,briefing,-0.281
57,amorphamedia,-0.166
42,brexit,-0.253
16,vicar,-0.255
39,delivery,-0.143
33,confirm,-0.105
42,link,-0.141
28,shame,-0.198
41,religion,0.0
10,investor,0.193
22,britain,0.283
33,click,-0.38
6,assurance,-0.139
45,boris,-0.0
20,racist,-0.222
27,holiday,0.21
0,pr_vision,0.335
7,islam,0.21
7,power,0.227
41,development,0.0
58,fref,-0.164
7,man,0.449
44,d_jou,-0.427
58,contempt,0.319
8,link,-0.222
47,magazine,-0.233
39,share,-0.524
56,march,0.147
22,brexiteer,0.172
30,majority,-0.151
29,majority,-0.173
31,person,-0.197
57,fref,-0.166
12,course,-0.223
5,trade,-0.226
25,drink,-0.215
28,britishand,-0.198
13,membership,0.162
14,tariff,0.15
18,group,0.24
8,sponsor,-0.206
48,name,-0.162
55,photo,0.192
19,page,-0.243
32,course,-0.217
58,democracy,0.319
38,apathy,-0.383
42,winston,0.253
40,magazine,-0.209
10,residency,0.193
59,thank,0.302
53,march,0.26
31,power,0.225
25,web,0.174
7,fact,0.21
32,saywhatsoeverin,-0.246
1,group,0.112
9,theirsand,0.176
11,march,-0.287
40,bbc,-0.209
52,government,0.319
27,blog,0.21
29,standardsand,-0.163
