Topic,Term,Value
8,culpaestimant,0.012
11,party,0.012
7,drive,0.008
1,sthash,0.008
9,article,0.008
17,web,0.013
1,opinion,0.018
18,r_cession,0.008
6,organisation,0.007
9,oppertunity,0.014
6,mind,0.008
17,britishand,0.013
5,worker,0.008
5,street,0.009
18,nature,0.008
5,deal,0.007
16,banque,0.007
1,upr,0.008
9,sign,0.008
19,group,0.009
11,utm_medium,0.008
18,sortie,0.007
14,help,0.013
7,cebr,0.008
6,archive,0.009
7,attempt,0.007
7,today,0.011
0,refusal,0.008
7,croissance,0.015
16,area,0.008
6,europ_ennel,0.009
0,dignity,0.009
0,requirement,0.008
10,son,0.007
4,article,0.008
9,comfort,0.011
4,veraient,0.006
15,amendment,0.008
13,form,0.009
5,london,0.015
2,pound,0.01
7,sponsor,0.011
14,boris,0.008
12,delivery,0.01
0,judge,0.013
11,article,0.008
16,aid,0.009
9,proof,0.008
1,troopsnaval,0.009
17,independence,0.008
3,support,0.009
3,team,0.01
4,bbc,0.007
10,trade,0.009
18,theviralogs,0.01
18,list,0.009
15,documentation,0.016
3,brixit,0.007
1,fact,0.009
2,list,0.009
7,estate,0.009
17,arm,0.01
16,partner,0.007
13,respect,0.008
19,veraient,0.011
1,deal,0.008
16,issue,0.017
13,rome,0.009
19,responsibility,0.007
15,public,0.009
14,page,0.007
15,conomie,0.01
18,hand,0.007
8,falla,0.009
1,britishand,0.009
10,fuel,0.008
4,lobby,0.008
14,part,0.013
3,part,0.011
12,case,0.013
18,research,0.008
6,visit,0.008
2,system,0.01
9,group,0.009
5,continieu,0.013
3,standardsand,0.013
4,capx,0.007
9,think,0.007
10,purse,0.011
10,cartoon,0.007
13,programme,0.013
2,centre,0.012
8,someone,0.009
13,recover,0.007
16,sponsor,0.012
5,someone,0.007
7,visit,0.009
16,pricesin,0.009
11,vogue,0.01
19,member,0.013
12,conomie,0.009
0,somebody,0.012
1,winston,0.008
18,position,0.009
8,paris,0.01
7,order,0.015
5,moslem,0.01
5,delivery,0.007
7,britannique,0.008
4,utm_source,0.008
0,copylink,0.013
11,refusal,0.009
12,partner,0.007
17,position,0.009
7,lesson,0.009
1,https,0.018
2,blank,0.009
12,word,0.008
6,somebody,0.01
12,avec,0.008
5,brexit,0.011
11,pound,0.009
15,continieu,0.013
8,tradition,0.007
14,tea,0.008
16,time,0.009
19,blog,0.021
0,employment,0.01
11,sow,0.008
7,visa,0.017
10,responsibility,0.007
15,precedent,0.011
6,bill,0.013
5,bonport,0.007
17,sow,0.009
10,line,0.013
10,need,0.009
5,idea,0.007
2,line,0.008
15,drink,0.008
14,thank,0.008
1,service,0.008
5,ruin,0.012
9,amorphamedia,0.009
19,remainer,0.008
18,way,0.007
2,thing,0.009
10,wait,0.007
2,blair,0.009
9,method,0.008
15,son,0.01
1,tory,0.01
18,touch,0.008
2,france,0.008
19,quote,0.008
14,cartoon,0.008
4,fait,0.007
6,right,0.01
3,hate,0.008
19,commitment,0.011
17,capx,0.008
17,bbc,0.007
14,court,0.007
10,rightsright,0.007
6,godplease,0.007
12,remedy,0.008
5,mean,0.007
15,paymentsthreat,0.013
0,guarantor,0.008
8,competition,0.007
6,honor,0.011
0,sortie,0.009
1,england,0.01
8,step,0.011
17,assurance,0.009
