Topic,Term,Value
1,gov,0.008
4,access,0.008
19,export,0.008
1,day,0.008
23,brexiteer,0.008
28,science,0.008
36,godplease,0.009
1,blog,0.011
15,reflection,0.011
7,hand,0.008
31,line,0.016
9,somebody,0.008
22,soul,0.008
22,power,0.008
15,rement,0.013
32,access,0.014
3,tory,0.007
24,ancient,0.011
25,winston,0.007
19,legislation,0.01
32,man,0.008
4,dignity,0.01
12,avait,0.008
0,time,0.007
23,video,0.01
10,slavery,0.009
27,test,0.01
21,chef,0.009
9,hydrophobia,0.008
35,quote,0.008
17,school,0.007
38,europe,0.01
12,organisme,0.018
32,facebook,0.008
35,baisse,0.008
29,lunatic,0.01
33,penny,0.009
25,abuse,0.012
29,r_cession,0.007
30,sport,0.008
9,share_petition,0.008
10,past,0.009
17,golf,0.008
33,estimant,0.007
31,page,0.009
23,good,0.007
38,religion,0.011
39,father,0.009
0,votary,0.008
27,zonesa,0.014
19,troopsnaval,0.011
17,investor,0.008
11,particuli,0.009
4,europ_ennel,0.013
22,solution,0.007
11,avait,0.008
29,britannique,0.012
16,r_cession,0.009
3,blank,0.008
6,lord,0.007
23,research,0.011
15,archive,0.007
28,wifeor,0.008
36,justice,0.011
15,business,0.008
17,touch,0.008
11,wait,0.008
25,veraient,0.008
10,sow,0.008
9,democracy,0.007
20,continieu,0.008
6,fill,0.013
37,discrimination,0.007
9,deal,0.01
24,impact,0.01
12,luximo,0.008
4,britannique,0.007
5,research,0.014
23,faith,0.007
30,extinction,0.015
36,father,0.007
35,food,0.009
0,exit,0.01
9,confirm,0.008
38,news,0.01
29,avec,0.011
0,leader,0.007
22,cartoon,0.009
0,conomiste,0.014
25,croissance,0.009
7,workguyslook,0.008
8,sortie,0.008
21,form,0.008
18,civilization,0.016
4,tax,0.008
32,documentation,0.015
12,delivery,0.01
26,bloke,0.01
8,allemagne,0.009
3,position,0.011
33,aid,0.008
1,game,0.009
30,cas,0.008
15,bowl,0.007
38,referendum,0.007
34,employment,0.009
20,office,0.01
8,churchill,0.007
13,time,0.007
6,leader,0.008
8,email,0.011
17,tre,0.007
11,example,0.008
31,crap,0.008
8,protest,0.008
26,video,0.011
34,vicar,0.011
14,budget,0.012
16,rush,0.014
4,bil,0.008
34,cartoon,0.01
6,type,0.009
5,utm_medium,0.007
26,site,0.009
12,estate,0.011
35,ally,0.013
27,scenario,0.008
8,position,0.01
8,abus,0.01
0,change,0.008
6,part,0.007
32,magazine,0.01
4,someone,0.012
37,civilization,0.009
32,web,0.009
6,farage,0.018
26,time,0.01
11,honor,0.008
32,country,0.009
30,march,0.008
0,sensualism,0.009
27,man,0.012
0,motor,0.007
7,mohammedanism,0.011
2,trimestre,0.013
35,fref,0.008
23,mohammedanism,0.008
31,srexit,0.009
3,library,0.01
32,contradiction,0.008
35,sthash,0.011
29,utm_source,0.011
16,dpbs,0.014
6,outcome,0.01
14,remedy,0.008
19,import,0.018
2,bbc,0.01
34,lobby,0.009
26,fref,0.012
2,croissance,0.008
13,word,0.009
14,order,0.008
37,membership,0.01
11,tea,0.012
19,touch,0.008
29,blog,0.01
9,winston,0.012
7,comfort,0.011
26,policy,0.009
20,culpaestimant,0.01
16,time,0.008
19,boris,0.007
25,nation,0.009
13,set,0.012
31,silk,0.01
4,france,0.011
37,frexit,0.012
35,think,0.009
11,upr,0.011
20,leetle,0.01
32,influence,0.008
22,food,0.008
38,abus,0.012
5,force,0.007
3,think,0.01
33,system,0.009
5,purse,0.008
33,bill,0.009
19,ruin,0.007
32,juin,0.011
34,par,0.008
14,development,0.013
26,nature,0.012
14,meeting,0.008
33,man,0.008
15,click,0.008
15,conomiste,0.007
27,video,0.009
11,victim,0.011
14,contradiction,0.01
27,hand,0.012
20,father,0.008
18,need,0.01
1,winston,0.009
34,visa,0.011
15,issue,0.009
24,globalist,0.007
10,delivery,0.009
32,research,0.007
27,civilization,0.009
34,zonesa,0.008
26,good,0.01
23,sponsor,0.009
5,wale,0.008
14,remainer,0.008
17,scenario,0.012
18,library,0.007
29,tax,0.007
6,ancient,0.011
39,honor,0.012
1,bowl,0.008
18,bloke,0.017
26,yat,0.008
21,mean,0.008
39,crap,0.015
12,london,0.009
5,manufacturing,0.009
35,misinformation,0.01
8,theresa,0.007
6,end,0.01
25,solution,0.007
2,theresa,0.011
33,terror,0.013
31,consommation,0.008
22,respect,0.008
18,rule,0.01
31,recover,0.011
37,contempt,0.009
25,contradiction,0.009
7,pr_vision,0.011
20,wait,0.013
17,centre,0.008
4,slogan,0.009
22,attempt,0.009
28,rome,0.009
30,exit,0.008
11,continieu,0.007
11,sport,0.014
2,choice,0.008
7,slavery,0.008
18,number,0.009
37,schengen,0.007
36,derision,0.016
0,manufacturing,0.007
33,drive,0.016
21,limit_e,0.009
2,britannique,0.009
12,johnson,0.011
22,share_petition,0.012
5,plongerait,0.01
10,hisse,0.007
16,delay,0.009
7,school,0.009
27,lesson,0.01
3,silk,0.007
20,meeting,0.009
29,visa,0.008
28,manufacturing,0.008
31,utm_medium,0.01
18,surveymonkey,0.01
2,link,0.008
0,help,0.008
35,organisation,0.013
6,royaume,0.008
24,france,0.014
25,key,0.009
20,victim,0.008
36,help,0.012
26,respect,0.011
29,theresa,0.01
4,johnson,0.008
18,export,0.011
31,schengen,0.011
12,plongerait,0.008
2,community,0.008
33,membership,0.008
28,opinion,0.009
1,influence,0.009
4,paymentsthreat,0.01
39,inspiration,0.008
24,fullfact,0.007
1,organisation,0.008
16,magazine,0.011
16,residency,0.011
34,respect,0.017
14,scotland,0.009
16,rement,0.009
10,inability,0.008
39,tariff,0.007
7,transition,0.008
8,act,0.011
7,employment,0.011
23,guy,0.011
39,rightsright,0.01
27,boris,0.008
12,competition,0.009
0,cas,0.007
13,brexiteer,0.01
20,moslem,0.009
9,man,0.009
34,rome,0.009
11,conomie,0.01
32,brexiteer,0.009
11,street,0.013
12,fishing,0.009
1,meeting,0.008
8,example,0.013
36,utm_medium,0.01
15,petition,0.011
2,chef,0.008
22,opinion,0.008
18,penny,0.008
31,arm,0.008
24,dogma,0.009
6,consumer,0.008
2,tariff,0.009
28,cheque,0.01
5,transition,0.008
14,man,0.012
3,cebr,0.012
1,photo,0.011
15,refinement,0.011
27,guarantor,0.009
22,faith,0.01
31,r_cession,0.008
19,shoot,0.008
37,act,0.011
33,range,0.011
17,make,0.012
20,slogan,0.008
9,dit,0.01
13,article,0.01
30,rule,0.009
5,ntexit,0.013
9,aid,0.009
23,abuse,0.013
18,croissance,0.008
33,blank,0.009
27,soul,0.014
26,lesson,0.009
2,schengen,0.01
8,vehicle,0.01
4,web,0.009
11,step,0.013
8,hand,0.008
21,majority,0.009
28,policy,0.008
39,peace,0.009
15,act,0.009
26,fill,0.01
38,legislation,0.008
22,make,0.007
12,access,0.008
4,dogma,0.007
29,line,0.012
28,click,0.01
13,petition,0.008
14,product,0.008
27,review,0.009
35,supporter,0.008
23,europ_ennel,0.008
11,trimestre,0.015
12,team,0.009
8,england,0.008
27,economic,0.011
13,leetle,0.009
12,zis,0.008
12,mohammedanism,0.007
38,http,0.008
7,list,0.008
7,abuse,0.011
35,shame,0.013
16,word,0.008
36,supporter,0.008
1,discrimination,0.007
21,mohammedanism,0.019
11,day,0.008
18,standardsand,0.008
33,pr_vision,0.011
19,sthash,0.007
23,referendum,0.009
15,street,0.011
19,city,0.009
1,follower,0.007
3,gov,0.007
13,generation,0.012
39,organisme,0.008
34,travel,0.017
20,girl,0.009
39,follower,0.008
13,commons,0.009
22,country,0.007
13,analyste,0.008
21,channel,0.014
37,agreement,0.007
29,religion,0.009
23,fullfact,0.009
5,crap,0.007
25,economic,0.012
30,world,0.009
4,side,0.007
16,visit,0.012
30,religion,0.007
36,decision,0.009
25,parliament,0.011
0,aid,0.012
27,cas,0.012
10,time,0.008
26,island,0.009
38,judge,0.011
14,rush,0.01
30,racism,0.014
21,cebr,0.007
23,source_location,0.013
5,choice,0.009
1,sector,0.009
18,effect,0.009
31,sympathy,0.008
26,party,0.012
6,religion,0.007
13,business,0.009
16,name,0.009
22,allemagne,0.007
29,way,0.01
17,sortie,0.01
21,racism,0.008
10,membership,0.008
16,refinement,0.008
17,abus,0.012
39,independence,0.008
12,office,0.007
25,hope,0.009
27,globalist,0.01
7,share,0.008
15,copylink,0.009
29,son,0.008
2,source_location,0.008
10,euro,0.011
21,site,0.008
19,srexit,0.011
24,law,0.009
21,girl,0.007
13,investor,0.007
31,respect,0.012
36,parliament,0.01
21,shame,0.013
28,somebody,0.018
34,march,0.009
10,blair,0.01
4,godplease,0.013
33,quote,0.009
20,responsibility,0.012
1,vogue,0.008
0,mind,0.007
5,quote,0.01
2,act,0.008
31,terror,0.009
1,market,0.015
36,step,0.009
24,schengen,0.013
0,mohammedan,0.012
9,abuse,0.007
28,france,0.012
35,banque,0.009
31,wifeor,0.011
18,hope,0.008
6,change,0.008
34,help,0.01
0,com,0.008
37,r_cession,0.021
30,access,0.01
25,space,0.007
16,guarantor,0.009
38,research,0.011
24,https_www,0.009
21,type,0.009
30,frexit,0.008
14,organisme,0.009
9,photo,0.008
2,vicar,0.009
38,shoot,0.007
31,history,0.009
30,hydrophobia,0.013
19,fuel,0.013
9,fishing,0.008
34,somebody,0.013
0,baisse,0.007
25,vogue,0.008
38,service,0.011
39,investor,0.008
9,utm_source,0.008
34,history,0.011
14,outcome,0.011
23,purse,0.007
23,aid,0.008
15,warrior,0.011
24,victim,0.012
32,track,0.013
37,click,0.008
30,person,0.008
19,theresa,0.008
38,sign,0.007
36,france,0.008
19,com,0.007
28,schengen,0.008
17,sthash,0.008
9,fact,0.008
4,family,0.007
19,system,0.007
20,wifeor,0.012
31,brixit,0.01
17,mind,0.01
29,tenure,0.009
15,generation,0.008
25,slogan,0.008
37,farage,0.008
3,conomiste,0.008
20,euif,0.01
6,comfort,0.008
5,scotland,0.008
26,refinement,0.011
15,cartoon,0.008
39,britishand,0.015
39,anybody,0.008
13,croissance,0.015
32,https,0.009
30,water,0.008
24,https,0.011
21,system,0.009
13,family,0.009
33,schwanz,0.008
0,godplease,0.007
9,honor,0.013
13,amenity,0.009
7,continieu,0.011
8,track,0.007
17,food,0.008
34,london,0.009
23,trading,0.012
3,recruiter,0.009
35,bbc,0.011
17,space,0.009
14,shoot,0.009
5,exit,0.009
39,recruiter,0.007
33,mohammedan,0.009
18,utm_source,0.017
2,court,0.008
24,thank,0.007
