Topic,Term,Value
2,energy,0.002
12,quarter,0.002
7,cent,0.002
4,independent,0.002
10,coast,0.002
4,alarm,0.002
15,crisis,0.002
6,corowa,0.002
2,hornsby,0.002
1,lording,0.002
13,blood,0.001
8,immigrant,0.002
12,labour,0.002
3,benare,0.002
1,skepticism,0.002
8,sportsman,0.002
0,air_strike,0.002
0,group,0.004
14,barron,0.002
12,ceasefire,0.002
4,circumstance,0.002
15,woman,0.002
2,bid,0.002
5,grave,0.001
8,fighter,0.002
3,table,0.002
5,militant,0.002
2,advertisement,0.002
11,australia,0.003
3,immersion,0.002
11,john,0.002
0,liaison,0.002
9,support,0.001
9,firefighter,0.002
13,sentence,0.002
8,mitsubishi,0.002
0,state,0.002
1,pawlik,0.002
5,defence,0.002
14,appointment,0.002
1,ron,0.002
1,city,0.002
4,music,0.002
16,salam,0.002
1,bombing,0.002
1,opposition,0.002
6,abdul,0.002
0,helicopter,0.002
13,layoff,0.002
9,crowd,0.002
1,masood,0.002
6,andy_bichel,0.003
11,residence,0.002
6,river,0.002
7,farewell,0.002
15,bellamack,0.002
5,lapstone,0.002
11,pacemaker,0.002
2,storm,0.004
8,state,0.002
8,incident,0.002
4,occupation,0.002
6,defiance,0.002
13,confirm,0.002
9,arm,0.002
7,entitlement,0.003
3,harrison,0.002
6,friedli,0.004
7,foley,0.003
5,formula,0.002
5,dennehy,0.001
3,rhavam,0.002
10,rachael,0.002
3,statistic,0.002
1,taliban,0.003
4,talk,0.002
14,smile,0.001
0,barbados,0.002
10,imf,0.002
2,tree,0.003
5,manager,0.002
12,india,0.003
11,suicide_bombing,0.002
11,elimination,0.002
2,behest,0.002
9,kofi,0.002
12,job,0.002
6,person,0.003
8,justice,0.002
16,maintenance,0.002
8,coaching,0.002
4,imf,0.003
12,report,0.002
14,trial,0.002
3,heart,0.002
6,adventure_world,0.002
9,jesus,0.002
13,pistol,0.002
7,share,0.002
10,rudder,0.002
11,hour,0.002
8,counsel,0.001
2,colonial,0.002
6,belli,0.002
4,life,0.002
13,khil,0.002
6,carrier,0.002
9,area,0.002
0,match,0.002
1,airport,0.004
1,owner,0.002
7,fence,0.002
6,interest_rate,0.002
2,area,0.002
5,mistrust,0.002
9,fire,0.003
5,source,0.004
10,time,0.002
5,relationship,0.002
13,childhood,0.001
16,sar,0.002
16,thailand,0.002
8,society,0.002
14,nauru,0.002
2,last_year,0.002
4,timor,0.002
16,hit,0.002
16,russian,0.002
8,macapa,0.002
14,batholomew,0.002
6,accident,0.002
10,companion,0.002
15,demonstrator,0.002
15,australia,0.002
12,protea,0.003
15,buenos,0.002
8,reduction,0.001
10,activity,0.002
2,market,0.002
9,hendriks,0.002
14,piece,0.002
13,destruction,0.002
14,lender,0.002
9,australia,0.002
8,disturbance,0.002
12,rate,0.002
4,indonesia,0.002
11,team,0.003
0,sharon,0.004
13,state,0.002
9,master,0.002
0,terrorism,0.003
5,partner,0.002
7,step,0.002
4,worker,0.002
10,price,0.002
1,commander,0.002
8,sunshine,0.002
16,storm,0.002
0,government,0.004
3,prayer,0.002
11,union,0.002
10,dein,0.002
6,analysis,0.002
6,firm,0.002
9,moulin,0.002
7,glenn,0.002
13,union,0.002
7,company,0.005
10,action,0.002
13,fire_service,0.002
16,petrol,0.002
0,palestinian,0.002
2,service,0.002
12,bankruptcy,0.002
0,afghanistan,0.003
4,group_hamas,0.002
9,defeat,0.002
16,republic,0.002
11,tennis,0.002
4,principle,0.002
5,gunship,0.002
16,teacher,0.002
6,swimming,0.002
16,conference,0.003
5,refinery,0.002
9,minister,0.002
0,team,0.002
9,money,0.002
0,attack,0.004
11,rafter,0.003
11,sand,0.002
2,help,0.003
0,gaza_strip,0.002
14,malaysian,0.002
6,company,0.002
14,osama_bin,0.001
2,sydney,0.002
11,aedt,0.002
9,coast,0.002
4,bishop,0.002
13,peleliu,0.002
14,arrest,0.002
6,director,0.003
12,rocket,0.002
7,harmony,0.002
15,wining,0.002
12,unemployment,0.002
2,company,0.002
16,border,0.002
11,decision,0.002
0,decision,0.002
0,security,0.003
3,yesterday,0.002
0,rafter,0.002
2,salfit,0.002
14,boat_people,0.002
16,contingency,0.002
1,kandahar,0.002
13,dispute,0.002
0,war,0.002
4,meeting,0.002
5,prospect,0.002
13,enterprise,0.002
10,martyn,0.002
15,force,0.002
3,shoot,0.002
3,margaret,0.002
1,night,0.003
9,import,0.002
8,bursch,0.002
3,devotee,0.002
5,remind,0.002
4,crew_member,0.002
3,ash,0.003
15,travel,0.002
12,sector,0.002
2,government,0.003
11,backburning,0.002
2,home,0.002
1,darwin,0.002
16,crash,0.002
1,loyalist,0.002
13,landing,0.002
16,state,0.002
14,hall,0.002
12,start,0.002
8,todd,0.002
7,labour,0.002
8,shepherd,0.002
4,study,0.002
12,bis,0.002
7,morning,0.002
10,wale,0.002
3,river,0.002
11,liability,0.002
15,shaath,0.002
7,turbulence,0.002
10,month,0.002
12,category,0.002
13,yallourn,0.002
10,friedli,0.002
8,friend,0.002
16,schroeder,0.002
14,torre,0.002
7,redundancy,0.002
15,europe,0.002
10,year_old,0.003
4,australia,0.002
15,crowds,0.003
15,hearing,0.002
10,suicide_bomber,0.002
11,double,0.002
11,inspection,0.003
7,terrorism,0.002
3,krishna,0.003
10,deliberate,0.002
3,village,0.002
11,departure,0.002
15,ball,0.002
7,administrator,0.002
9,melawa,0.003
15,lot,0.002
16,rudy,0.002
7,operator,0.002
9,safety,0.003
3,hodgson,0.002
15,dickie,0.002
15,authority,0.002
9,development,0.002
10,decade,0.002
13,agreement,0.002
16,mullah,0.002
5,refuse,0.002
14,bulaburra,0.002
4,tonight,0.002
5,kilogram,0.002
12,drop,0.002
13,tulkarem,0.002
7,staff,0.002
8,runner,0.001
1,cano,0.002
12,government,0.002
6,ezzedin,0.002
1,shape,0.002
14,load,0.002
14,remain,0.002
7,travel,0.002
14,rubble,0.001
15,self,0.002
12,union,0.002
5,wave,0.002
7,speaking,0.003
1,agha,0.002
2,maluka,0.002
16,corporation,0.002
14,voice,0.002
13,jail_sentence,0.002
12,area,0.002
3,hare,0.004
10,australia,0.002
14,impact,0.001
12,reid,0.002
10,lyn,0.002
6,defunctoperator,0.002
3,day,0.002
15,senate,0.002
5,russell,0.002
13,hour,0.002
8,shelter,0.001
0,israel,0.002
1,burswood,0.002
15,moment,0.002
2,power,0.002
3,containment,0.002
16,jury,0.002
5,cameron,0.002
6,potential,0.002
11,ian,0.002
4,epicentre,0.002
