Topic,Term,Value
13,campus,0.002
14,gambier,0.002
2,group,0.003
17,assistance,0.002
3,sanctuary,0.002
6,thing,0.001
17,training,0.002
3,ramprakash,0.002
0,member,0.002
2,jakarta,0.002
3,tolerance,0.002
14,tena,0.002
12,news,0.002
11,layoff,0.002
15,cell,0.003
10,ask,0.002
9,indictment,0.002
7,salvation,0.002
11,asio,0.002
0,attack,0.003
1,palestinian,0.001
2,statement,0.002
1,sharon,0.002
11,evan,0.002
17,plan,0.002
5,argentina,0.002
2,call,0.002
8,australia,0.004
14,fire,0.002
1,january,0.001
12,iraq,0.002
17,mullah,0.002
9,alan,0.002
10,storm,0.002
13,interest_rate,0.002
0,match,0.003
5,lunchtime,0.002
15,volunteer,0.002
2,principle,0.002
15,meant,0.002
8,survival,0.002
17,bar,0.002
17,release,0.002
6,suspicion,0.001
3,business,0.002
0,appraisal,0.001
16,process,0.003
4,lieutenant,0.001
5,civilian,0.002
10,westpac,0.002
8,sebastien,0.002
15,backing,0.002
14,act,0.002
15,complexity,0.002
9,liberation,0.002
12,krishna,0.002
10,afghanistan,0.002
6,industry,0.001
0,response,0.002
14,sydney,0.002
0,rafter,0.002
10,destroyer,0.002
14,area,0.002
5,taliban,0.003
10,selling,0.002
4,color,0.002
16,tasmania,0.002
10,rout,0.002
2,system,0.002
1,issue,0.002
11,batsman,0.002
12,river,0.002
14,storm,0.003
2,richard,0.002
4,dora,0.003
6,hour,0.002
14,hail,0.002
1,green,0.001
5,monarchs,0.003
14,expert,0.002
0,guarantee,0.002
17,wolthuizen,0.002
1,hih,0.002
8,rescue,0.002
16,six_month,0.002
16,ephraim,0.002
17,zawahiri,0.002
0,phenomena,0.002
17,poll,0.002
12,grundig,0.002
8,double,0.002
6,relief,0.002
16,clarification,0.002
13,expansion,0.002
0,literacy,0.002
2,chase,0.002
13,afghanistan,0.004
15,holding,0.002
8,rafter,0.002
1,operation,0.002
5,kandahar,0.002
3,person,0.002
11,vote,0.002
4,aarage,0.002
16,retiree,0.002
15,coast,0.002
7,security_force,0.002
6,investment,0.002
15,derrick,0.002
5,agha,0.002
0,kerb,0.002
5,bombardment,0.002
12,act,0.003
10,jerusalem,0.002
3,face,0.002
9,solomon,0.002
7,rafter,0.002
10,agreement,0.002
6,person,0.002
15,slump,0.002
8,hewitt,0.002
10,cow,0.002
11,scorer,0.002
13,provocation,0.002
9,casino,0.002
11,fraud,0.002
14,kon,0.002
5,direction,0.002
8,behalf,0.002
4,egypt,0.002
17,bid,0.002
5,recrimination,0.002
12,president,0.002
14,thank,0.002
8,sir,0.002
14,santoro,0.002
6,manufacturing,0.001
13,wing,0.002
7,skipper,0.002
1,mastermind,0.002
11,lesson,0.002
14,crush,0.001
13,win,0.002
1,senate,0.002
0,river,0.002
16,everything,0.002
2,sharon,0.002
11,person,0.002
0,condemnation,0.002
7,australia,0.004
10,blizzard,0.003
12,year,0.003
12,resolution,0.002
11,republic,0.002
13,baghram,0.002
5,annan,0.002
10,disease,0.002
4,asio,0.002
15,marrow,0.002
0,compression,0.002
17,karachi,0.002
1,official,0.002
2,shopping,0.002
4,employee,0.002
15,bargaining,0.002
16,entitlement,0.002
7,enter,0.002
16,mrs,0.002
2,terrorism,0.002
17,assurance,0.002
11,conference,0.002
6,petroleum,0.001
4,entitlement,0.002
5,emergency,0.002
7,quarters,0.002
2,memory,0.002
3,bill,0.003
10,japan,0.003
8,leader,0.002
16,hendrik,0.002
12,union,0.002
3,pakistan,0.002
6,retirement,0.002
7,strategy,0.002
15,radio,0.002
8,processing,0.002
1,night,0.002
3,president,0.002
9,vessel,0.002
1,jacque,0.002
15,boat_person,0.002
11,payout,0.002
4,body,0.002
1,suffer,0.001
12,hare,0.003
9,seem,0.002
7,disease,0.002
0,carry,0.001
13,upside,0.001
14,militiaman,0.002
15,drip,0.002
12,rink,0.001
11,gulf,0.002
11,grosjean,0.002
6,walter,0.002
4,support,0.001
6,ruling,0.002
14,difficulty,0.001
17,razzano,0.002
3,penman,0.002
16,warne,0.002
13,favourite,0.001
10,structure,0.002
12,benare,0.002
3,merger,0.002
13,upsurge,0.001
13,state,0.002
2,security,0.002
11,father,0.002
0,tennis,0.002
13,marine,0.002
9,hilton,0.002
1,town,0.002
10,action,0.002
12,threat,0.002
5,brahimi,0.002
14,offense,0.002
0,team,0.002
7,banksa,0.002
7,party,0.004
2,gerald,0.002
9,yunus,0.002
14,dovedale,0.002
9,reid,0.002
7,rifle,0.002
12,shop,0.001
7,technology,0.002
3,issue,0.002
9,motorway,0.002
3,mountain,0.002
13,fight,0.001
10,nagoya,0.002
0,australia,0.002
13,terje,0.002
9,actor,0.002
7,belgium,0.002
17,upside,0.002
6,copy,0.002
6,bounce,0.001
15,last_week,0.002
12,drug,0.001
9,solvency,0.002
4,war,0.001
8,part,0.002
4,consequence,0.001
12,ash,0.002
3,guide,0.002
17,burn,0.002
8,hearing,0.002
3,indonesia,0.003
3,tragedy,0.002
13,credit,0.002
17,austar,0.002
11,bonney,0.002
6,romaszko,0.002
11,function,0.002
4,senator_hill,0.001
3,meeting,0.002
16,franchise,0.002
0,release,0.002
15,research,0.002
9,clothe,0.002
6,passage,0.002
8,bayliss,0.002
15,insecurity,0.002
6,arnaud,0.001
15,fire,0.002
