Topic,Term,Value
14,time,0.002
1,insecurity,0.002
3,union,0.002
1,day,0.002
9,issue,0.002
10,ulufa,0.002
0,box,0.002
6,implementation,0.002
14,moon,0.002
13,lawyer,0.002
0,per_cent,0.002
12,zaman,0.002
4,bombing,0.002
6,incident,0.002
2,group,0.002
5,palestinian,0.002
9,wreckage,0.002
0,deal,0.001
4,man,0.002
7,trip,0.002
5,thriller,0.002
8,medium,0.002
6,culbertson,0.002
0,crash,0.002
12,terminal,0.002
11,concentrate,0.002
13,metre,0.002
2,crater,0.002
3,cent,0.002
5,tie,0.003
5,thorpe,0.001
2,palace,0.002
10,double,0.002
13,event,0.002
9,company,0.002
2,symbol,0.001
3,network,0.002
10,team,0.003
5,sharon,0.002
1,kerry,0.002
3,farmer,0.001
4,civilian,0.002
14,home,0.002
0,lyn,0.001
0,bennett,0.002
4,tribe,0.002
3,handling,0.002
11,hobart_yacht,0.002
12,aircraft,0.002
6,river,0.002
11,bit,0.002
2,office,0.002
9,buchanan,0.002
5,refugee,0.002
5,parent,0.002
1,help,0.002
6,benare,0.002
11,valley,0.001
0,conspirator,0.002
7,mountain,0.002
8,player,0.002
6,hare,0.003
11,asio,0.001
4,fighter,0.002
7,australian,0.002
8,australia,0.002
1,ron,0.002
10,casino,0.002
0,principle,0.002
1,safeguard,0.002
9,director,0.003
11,moon,0.001
7,area,0.002
5,call,0.002
2,gaza_strip,0.002
7,guide,0.002
0,president,0.002
0,danger,0.002
7,brussel,0.002
7,state,0.002
11,working,0.001
1,nobel,0.002
2,guess,0.002
8,pakistan,0.002
1,continuing,0.002
11,institution,0.001
8,rafter,0.002
11,president,0.002
14,rest,0.002
0,selection,0.002
5,group,0.003
11,rabbani,0.002
7,storm,0.004
2,brazilian,0.002
12,pre,0.002
5,profit,0.001
10,sheet,0.002
3,nation,0.003
3,team,0.002
8,team,0.002
1,beatle,0.002
6,river_gorge,0.002
12,russia,0.002
10,jury,0.002
3,airline,0.002
0,month,0.001
3,staff,0.002
9,outcome,0.002
14,force,0.002
10,prison,0.002
3,company,0.005
8,automation,0.002
5,mission,0.002
1,reconstruction,0.002
3,administrator,0.002
4,city,0.002
2,ban,0.002
12,afghanistan,0.002
7,home,0.002
5,weekend,0.002
12,mitsubishi,0.002
2,alarming,0.002
12,noon,0.002
13,wave,0.002
9,trip,0.002
2,parent,0.001
0,job,0.003
2,community,0.002
13,mouth,0.002
4,bail,0.002
0,year,0.002
1,prisoner,0.002
1,suspect,0.002
4,approval,0.002
9,person,0.002
8,face,0.002
3,creditor,0.002
2,participant,0.002
11,personnel,0.003
14,track,0.002
9,rift,0.002
9,technology,0.002
2,price,0.002
6,ceremony,0.002
8,attack,0.002
8,tennis,0.002
12,dissident,0.003
12,character,0.002
10,set,0.003
8,supervisor,0.002
4,chief,0.002
11,tennessee,0.002
14,secretary,0.002
12,objection,0.002
14,troop,0.003
5,oil,0.002
6,hindu,0.002
7,nagoya,0.002
10,hawke,0.002
5,terrorism,0.002
12,disease,0.002
7,tree,0.003
13,soldier,0.002
6,tribe,0.002
7,service,0.002
2,recognise,0.002
4,opposition,0.002
2,shepherd,0.002
13,leader,0.002
8,whitbread,0.002
9,indonesia,0.002
9,defunct,0.001
0,roed,0.002
9,dissident,0.002
0,level,0.002
5,human_right,0.002
4,frequency,0.002
1,government,0.003
12,brigade,0.002
7,hard,0.002
8,france,0.002
7,safety,0.002
6,ash,0.003
2,controller,0.002
11,breast,0.001
1,bid,0.002
10,richmond,0.002
8,companion,0.002
11,part,0.002
14,afghanistan,0.005
0,rate,0.001
10,grass,0.002
12,degree,0.002
14,mountain,0.002
4,rialto,0.002
7,hornsby,0.002
13,november,0.002
7,year_jail,0.002
10,rafter,0.003
8,guarantee,0.003
2,sattar,0.002
11,killing,0.001
13,source,0.002
4,saturday,0.002
6,fan,0.002
4,module,0.002
13,polouse,0.002
10,loss,0.002
9,demonstrate,0.002
6,execution,0.002
9,leader,0.002
9,letter,0.002
3,grudge,0.002
13,felix,0.002
11,france,0.001
6,sentence,0.003
13,democrat,0.002
5,establishment,0.001
7,damage,0.003
14,punt,0.002
4,taliban,0.003
9,friedli,0.003
14,truce,0.002
0,person,0.001
1,tennessee,0.002
13,beatle,0.002
10,change,0.002
14,day,0.002
1,band,0.002
6,day,0.002
14,fox,0.002
14,jervis,0.002
10,single,0.001
11,aire,0.001
4,airport,0.004
8,election,0.002
9,loss,0.002
13,skin,0.002
8,cavallo,0.003
7,kempsey,0.002
3,found,0.002
12,plan,0.002
6,morning,0.002
5,mrs,0.002
14,rudeina,0.002
10,idea,0.002
11,robredoboth,0.001
12,service,0.002
3,new_zealand,0.002
14,taliban,0.002
1,ezzedin,0.002
1,direct,0.002
13,dispatch,0.002
12,krakatoa,0.002
13,comment,0.002
9,comment,0.002
10,jail_sentence,0.002
8,match,0.002
8,imf,0.002
7,qaeda_fighter,0.002
10,boy,0.002
6,round,0.002
11,afghanistan,0.002
12,mcdonald,0.002
5,headquarters,0.003
4,cole,0.002
13,contest,0.002
6,time,0.002
14,perspective,0.002
11,support,0.001
14,rubble,0.002
6,defence,0.002
3,travel,0.002
5,security,0.002
14,hanifi,0.002
3,singapore,0.002
6,devotee,0.002
4,bedeharris,0.002
4,launceston,0.002
12,fertalisation,0.002
13,attachment,0.002
7,sydney,0.002
2,tactic,0.001
0,cyberspace,0.002
10,australia,0.002
2,sharon,0.002
1,tie,0.002
13,militant,0.002
13,palestinian,0.003
3,today,0.002
3,austar,0.002
0,australia,0.003
5,government,0.003
1,burswood,0.002
3,entitlement,0.002
9,huttner,0.003
4,night,0.002
10,verdict,0.002
12,mullah,0.002
8,soul,0.002
