Topic,Term,Value
23,bantz,0.0
40,patapparently,0.0
20,racy,0.0
24,russische,0.0
35,privatized,0.0
10,mammie,0.0
38,suggested,0.0
9,bac,0.0
6,copped,0.0
36,regio,0.0
30,nero,0.0
8,vsqueeze,0.0
49,ingolstadt,0.0
31,behaviours,0.0
32,terasa,0.0
23,staudt,0.0
0,like,0.005
31,harassing,0.0
3,sheerness,0.0
21,promulgate,0.0
3,cidor,0.0
10,b_se,0.0
14,rubb,0.0
43,underwood,0.0
21,nastiest,0.0
16,brook,0.0
4,vulcan,0.0
48,ditherer,0.0
31,janeks,0.0
18,shrimp,0.0
16,abmitiously,0.0
47,labor,0.0
27,con4lib,0.0
47,karolina,0.0
21,ariston,0.0
48,thingsi,0.0
48,anywayand,0.0
29,negociator,0.0
19,impossible,0.0
7,alrite,0.0
6,asserted,0.0
43,hatton,0.0
34,nigeo,0.0
11,contents,0.0
44,suburb,0.0
14,feverishly,0.0
25,along,0.0
39,britpolitics,0.0
6,reliably,0.0
19,shitsack,0.0
31,awkwardness,0.0
24,silva,0.0
34,cemeterys,0.0
8,insufficiency,0.0
31,brexpert,0.0
8,fifths,0.0
43,pritti,0.0
2,analytics,0.0
46,garber,0.0
33,holed,0.0
40,keystrokes,0.0
36,execution,0.0
8,7457337,0.0
5,tenancies,0.0
20,umpherston,0.0
34,assinated,0.0
40,hewill,0.0
37,mendacity,0.0
7,sugaryour,0.0
12,golds,0.0
25,attentions,0.0
21,spongecake,0.0
4,britisch,0.0
15,janeyes,0.0
24,frien,0.0
22,aces,0.0
18,pipeline,0.0
13,embankment,0.0
17,anybodies,0.0
37,termonolgy,0.0
41,underlie,0.0
7,crathorn,0.0
12,fitters,0.0
48,knucklegragging,0.0
19,stonewall,0.0
0,don,0.005
37,unviable,0.0
7,debt,0.0
9,350000,0.0
25,remoners,0.0
6,krowicki,0.0
44,favourtite,0.0
35,willshee,0.0
11,witted,0.0
46,seacret,0.0
39,arseholes,0.0
13,julia,0.0
1,lleyn,0.0
16,innings,0.0
20,teresia,0.0
1,dieand,0.0
35,886,0.0
18,andreu,0.0
37,prospering,0.0
47,unfiltered,0.0
45,summerskill,0.0
14,320758,0.0
20,orient,0.0
47,mac,0.0
36,con,0.0
6,uk2,0.0
13,curved,0.0
1,archard,0.0
46,doingshe,0.0
32,wurshts,0.0
26,cambodia,0.0
49,concertive,0.0
22,684282,0.0
33,bugatti,0.0
4,moreton,0.0
16,leaverland,0.0
1,whars,0.0
2,junkeryou,0.0
31,legislators,0.0
11,vatniks,0.0
35,differenceas,0.0
42,grudgingly,0.0
4,bleet,0.0
16,adn,0.0
49,chidgey,0.0
28,tacctics,0.0
46,accordance,0.0
30,doubting,0.0
25,peabody,0.0
7,inedible,0.0
31,kohlt,0.0
12,wandering,0.0
25,katz,0.0
18,lumsden,0.0
18,75rb,0.0
31,dush,0.0
13,375,0.0
9,kampfcalling,0.0
30,gidiot,0.0
19,leat,0.0
4,decently,0.0
2,employees,0.0
6,autoplay,0.0
43,placed,0.0
45,oneself,0.0
15,implementprobably,0.0
13,skottland,0.0
24,ooooooohh,0.0
37,breakfast,0.0
11,whar,0.0
12,thedefector,0.0
23,itkeep,0.0
23,heaverly,0.0
41,reinforces,0.0
0,eu,0.011
42,payrise,0.0
38,meltdown,0.0
8,thatisahashtag,0.0
42,haerterly,0.0
33,mth,0.0
9,fraud_uk_58943e72e4b076856215e18e,0.0
0,ed,0.019
36,cuvinte,0.0
27,ursula,0.0
44,collaboration,0.0
32,chrisianity,0.0
31,leena,0.0
10,listenin,0.0
9,philanthropate,0.0
12,dumblby,0.0
4,ridd,0.0
21,brexit100,0.0
28,easter,0.0
5,interupting,0.0
42,igures,0.0
43,deluding,0.0
29,revolutionaries,0.0
14,agentina,0.0
44,wengermindgames,0.0
9,slaveryas,0.0
10,pigshit,0.0
7,lhd,0.0
45,toosince,0.0
9,hang,0.0
17,134982,0.0
17,swire,0.0
22,slush,0.0
24,kok,0.0
46,buxvll69,0.0
36,wilmer,0.0
15,ntil,0.0
47,minuscule,0.0
1,paganism,0.0
34,manifest,0.0
11,994919957279663,0.0
13,competiveness,0.0
22,bitcoin,0.0
20,establishments,0.0
6,denne,0.0
0,00a0,0.009
39,prender,0.0
21,bayern,0.0
39,ehy,0.0
13,leadershipand,0.0
27,colinvote,0.0
22,bliair,0.0
4,innuendo,0.0
41,paye,0.0
6,applenews,0.0
8,natal,0.0
19,23562954,0.0
36,psychotherapy,0.0
35,devent,0.0
40,pastries,0.0
24,nolan,0.0
3,miaowww,0.0
2,prayed,0.0
23,zorgen,0.0
3,jennie,0.0
41,ead,0.0
44,complainti,0.0
45,remainists,0.0
25,iinteresse,0.0
36,ageee,0.0
0,one,0.004
44,bloomburg,0.0
38,czekoslovakians,0.0
29,ocky,0.0
47,angling,0.0
33,etroit,0.0
15,outta,0.0
0,people,0.008
22,enroute,0.0
38,gotvto,0.0
33,crouts,0.0
45,suiting,0.0
34,monoxide,0.0
20,uprisings,0.0
27,mcivor,0.0
12,legilation,0.0
4,actuality,0.0
33,democrates,0.0
32,inadequates,0.0
27,rubik,0.0
28,outting,0.0
28,misguideed,0.0
35,deselecting,0.0
16,aaahh,0.0
40,inginuity,0.0
25,sukram,0.0
30,pislam,0.0
19,munches,0.0
5,xdddd,0.0
44,isms,0.0
4,dimitros,0.0
0,can,0.006
42,stopcp,0.0
25,shoted,0.0
43,excitedly,0.0
35,reaffirming,0.0
33,oversaw,0.0
43,debunk,0.0
9,zhrrd2p,0.0
26,kiepprien,0.0
23,175m,0.0
2,bazar,0.0
39,fuming,0.0
26,cpp,0.0
6,governmentso,0.0
9,herrera,0.0
29,indigent,0.0
13,ble,0.0
15,fings,0.0
38,fishwife,0.0
42,lindqvist,0.0
4,llew,0.0
10,desirables,0.0
23,pieds,0.0
7,bissyness,0.0
29,differrent,0.0
5,carte,0.0
22,personnes,0.0
17,mumbling,0.0
33,nowinstead,0.0
8,paedophillia,0.0
19,freeze,0.0
2,scenes,0.0
9,1561796720795551,0.0
15,balch,0.0
1,fencers,0.0
15,withdrawals,0.0
32,dess,0.0
45,cutts,0.0
30,pasporting,0.0
31,ubfal,0.0
7,englander,0.0
26,accept_,0.0
33,hairdresser,0.0
17,mindlessness,0.0
12,omar,0.0
14,incinerated,0.0
14,vertically,0.0
29,36319141,0.0
31,dangling,0.0
43,crispies,0.0
46,meggie,0.0
18,mistakeit,0.0
45,nonmuslims,0.0
0,00bd,0.007
14,revellers,0.0
4,libic,0.0
13,redgraves,0.0
2,postgot,0.0
27,1534942,0.0
1,usaf,0.0
48,hariri,0.0
39,known,0.0
24,funnyhow,0.0
27,thsts,0.0
35,byast,0.0
37,entertain,0.0
13,hysterical,0.0
5,panchurst,0.0
38,wallsome,0.0
8,partay,0.0
28,lolcano,0.0
29,deluge,0.0
1,unisersities,0.0
5,blueprint,0.0
30,farrah,0.0
20,jetting,0.0
47,etat,0.0
39,dush,0.0
36,decisionhow,0.0
14,hee,0.0
33,couloured,0.0
38,possessed,0.0
26,knowhope,0.0
20,kota,0.0
6,criminology,0.0
40,subjgate,0.0
23,aggect,0.0
21,godly,0.0
18,wiare,0.0
49,crissie,0.0
35,partlook,0.0
18,bomb,0.0
15,locks,0.0
2,creases,0.0
39,skills,0.0
33,bartman,0.0
4,donelifting,0.0
15,faultin,0.0
1,esau,0.0
16,vita,0.0
42,senga,0.0
29,coused,0.0
34,bodybags,0.0
8,grayson,0.0
36,silverspoon,0.0
31,pawlak,0.0
11,licencei,0.0
21,famouse,0.0
21,scratcher,0.0
25,licking,0.0
18,highlands,0.0
47,corespondence,0.0
49,feud,0.0
48,legislatures,0.0
11,appeasement,0.0
25,slone,0.0
7,financialcrisis,0.0
48,discounts,0.0
20,delve,0.0
38,cbe,0.0
14,irreproachable,0.0
18,suart,0.0
40,wwwchange,0.0
36,cbn,0.0
15,reserve,0.0
25,enrichment,0.0
11,understan,0.0
1,vole,0.0
25,perform,0.0
15,aboutjust,0.0
49,68m,0.0
44,epithet,0.0
3,whoopy,0.0
26,renegotiate,0.0
33,26k,0.0
0,just,0.006
3,therest,0.0
1,exactlysnp,0.0
45,arewant,0.0
33,pullute,0.0
21,noemen,0.0
10,veteran,0.0
30,pinball,0.0
12,margallo,0.0
6,beispiel,0.0
16,journal,0.0
35,benajmin,0.0
12,teevision,0.0
25,holgate,0.0
18,mayem,0.0
28,twathead,0.0
12,wootton,0.0
35,1420_en,0.0
37,charted,0.0
28,turista,0.0
44,pathos,0.0
12,ironic,0.0
1,transporter,0.0
49,hq,0.0
40,rape,0.0
46,gooooood,0.0
22,descended,0.0
2,028f,0.0
3,multiculti,0.0
9,rozumiem,0.0
24,0099,0.0
11,surveyors,0.0
26,dovolil,0.0
20,heinous,0.0
32,immunebut,0.0
40,decreased,0.0
37,guvnor,0.0
11,killip,0.0
13,cnnnext,0.0
36,ciao,0.0
17,remind,0.0
22,hulbert,0.0
9,oponiated,0.0
10,troglodyte,0.0
5,babyboomers,0.0
42,remover,0.0
22,sar,0.0
16,omer,0.0
2,geg,0.0
17,stidolph,0.0
27,ukvc,0.0
20,stashed,0.0
21,cooled,0.0
32,roi,0.0
10,beans,0.0
47,fantasy,0.0
44,yaa,0.0
18,0ahukewi3_zxa7jvsahwhk8akhxn8bgyqyjcidw,0.0
28,contemporary,0.0
14,ouders,0.0
19,beason,0.0
22,isall,0.0
22,37679896,0.0
42,add,0.0
20,italians,0.0
26,outie,0.0
47,lewisham,0.0
11,cherished,0.0
32,escapees,0.0
8,32b,0.0
10,dirigeants,0.0
6,transporters,0.0
17,stupidi,0.0
30,nev,0.0
20,kiamano,0.0
23,myp,0.0
17,bogus,0.0
10,cuzint,0.0
46,farley,0.0
21,thaz,0.0
23,uniquely,0.0
2,directs,0.0
33,infamously,0.0
20,ashit,0.0
36,cameroon,0.0
17,autocrats,0.0
17,gers,0.0
13,prophecies,0.0
5,dominating,0.0
3,briefing,0.0
38,foxdavis,0.0
42,christ,0.0
14,wish,0.0
45,00b3,0.0
3,rapemurder,0.0
18,showered,0.0
17,claim,0.0
9,handsworth,0.0
4,clav,0.0
38,meanies,0.0
0,u,0.039
38,mckeown,0.0
33,2fingers,0.0
7,agsin,0.0
0,s,0.014
13,jedna,0.0
40,isca,0.0
23,155billion,0.0
17,cert,0.0
16,forfeits,0.0
3,1941after,0.0
14,eliment,0.0
34,euno,0.0
3,newnazi,0.0
15,replying,0.0
