Topic,Term,Value
9,brexit,0.017
1,rssdata_net,0.014
8,rssdata_net,0.002
3,vote,0.002
7,government,0.002
8,europe,0.002
5,http_www,0.002
3,https_www,0.002
4,http_rssdata,0.006
6,brexit_news,0.002
3,http_rssdata,0.006
2,rssdata_net,0.003
7,rssdata_net,0.003
5,trump,0.001
0,brexit_news,0.003
9,http_rssdata,0.007
5,person,0.003
5,brexit,0.017
5,brexit_news,0.002
7,from_ebay,0.003
1,uk_news,0.003
0,time,0.004
1,article,0.003
0,europe,0.006
4,britain,0.002
5,britain,0.002
9,brexit_rssdata,0.008
3,year,0.001
8,https_www,0.002
0,net,0.007
0,vote,0.008
1,from_ebay,0.016
4,ebay_brexit,0.005
3,person,0.003
1,com,0.004
3,referendum,0.002
3,net,0.015
6,com,0.001
1,brexit_news,0.005
2,government,0.005
8,government,0.002
5,country,0.002
2,year,0.003
4,year,0.001
9,ebay_brexit,0.005
3,government,0.002
2,brexit_rssdata,0.008
3,http_www,0.002
4,article,0.002
9,brexit_news,0.002
6,vote,0.002
1,brexit_rssdata,0.03
0,world,0.004
1,ebay_brexit,0.027
3,article,0.001
8,brexit_rssdata,0.005
7,vote,0.003
4,rssdata_net,0.003
7,http_www,0.002
3,world,0.001
2,from_ebay,0.005
4,europe,0.003
8,http_rssdata,0.005
4,https_www,0.002
9,https_www,0.002
9,country,0.002
6,rssdata_net,0.004
7,article,0.002
9,http_www,0.002
6,country,0.001
4,country,0.002
2,article,0.002
4,brexit,0.017
5,http_rssdata,0.005
5,europe,0.002
4,government,0.002
4,brexit_rssdata,0.006
0,article,0.005
8,britain,0.002
0,year,0.003
7,net,0.012
9,trump,0.001
2,time,0.003
9,person,0.003
0,government,0.008
6,brexit,0.02
0,campaign,0.003
6,ebay_brexit,0.006
4,brexit_news,0.002
0,business,0.004
6,trump,0.001
2,britain,0.003
7,https_www,0.002
8,time,0.001
6,britain,0.001
8,ebay_brexit,0.004
8,person,0.003
8,vote,0.002
8,world,0.001
2,ebay_brexit,0.006
7,http_rssdata,0.004
1,britain,0.003
5,from_ebay,0.003
6,http_www,0.002
1,news,0.003
1,brexit,0.058
9,britain,0.001
1,vote,0.004
9,rssdata_net,0.003
6,person,0.002
5,time,0.001
8,referendum,0.002
1,http_rssdata,0.03
1,http_www,0.006
3,brexit_news,0.002
2,person,0.007
3,from_ebay,0.004
6,government,0.001
1,government,0.003
0,country,0.009
1,europe,0.003
3,ebay_brexit,0.005
3,europe,0.002
9,referendum,0.001
9,europe,0.001
0,uk_news,0.004
4,referendum,0.002
0,way,0.003
0,referendum,0.006
7,year,0.001
3,rssdata_net,0.003
5,government,0.002
5,rssdata_net,0.003
5,referendum,0.001
0,http_www,0.006
9,net,0.017
9,time,0.001
7,country,0.002
3,britain,0.002
6,article,0.001
4,vote,0.002
2,brexit,0.023
2,way,0.002
3,brexit,0.017
7,europe,0.002
8,brexit,0.017
8,country,0.003
4,http_www,0.002
5,net,0.014
3,country,0.003
0,parliament,0.003
8,brexit_news,0.002
6,https_www,0.002
7,ebay_brexit,0.004
7,referendum,0.002
0,britain,0.006
4,from_ebay,0.004
4,news,0.001
2,http_rssdata,0.008
2,net,0.019
5,ebay_brexit,0.005
4,net,0.015
5,brexit_rssdata,0.006
6,from_ebay,0.007
6,referendum,0.001
2,country,0.005
8,article,0.001
1,https_www,0.004
9,article,0.001
5,https_www,0.002
6,http_rssdata,0.009
2,law,0.002
9,vote,0.002
1,net,0.072
0,person,0.01
7,person,0.003
8,from_ebay,0.003
6,europe,0.001
1,trump,0.004
2,europe,0.003
7,brexit_rssdata,0.005
2,referendum,0.002
6,brexit_rssdata,0.01
3,brexit_rssdata,0.006
9,from_ebay,0.005
9,government,0.001
2,http_www,0.002
0,brexit,0.031
7,brexit,0.015
5,article,0.001
5,vote,0.002
7,brexit_news,0.001
7,britain,0.002
7,time,0.001
6,net,0.023
8,net,0.012
1,person,0.004
8,http_www,0.002
4,person,0.003
2,vote,0.004
