Topic,Term,Value
16,solution,0.015
53,consumer,0.008
17,talk,0.014
32,commitment,0.01
2,group,0.009
5,safeness,0.009
17,chef,0.01
30,avait,0.009
9,residency,0.008
29,trimestre,0.011
50,dignity,0.009
27,test,0.014
46,http,0.008
25,mohammedanism,0.006
21,chef,0.008
37,amorphamedia,0.01
49,honor,0.007
62,prophet,0.009
57,side,0.009
21,bonport,0.009
22,silk,0.007
12,bowl,0.008
44,wale,0.012
2,way,0.014
47,yat,0.008
42,estimant,0.008
14,paris,0.008
58,centre,0.007
17,page,0.009
46,make,0.008
30,house,0.012
57,link,0.008
13,avait,0.008
35,key,0.011
18,arch,0.008
50,england,0.009
2,briefing,0.008
24,inability,0.019
27,dpbs,0.009
69,chef,0.009
19,trade,0.008
61,avait,0.01
14,shoot,0.007
31,economic,0.009
2,par,0.012
9,ruin,0.011
8,union,0.009
41,conomiste,0.015
36,leetle,0.009
23,pricesin,0.01
3,bbc,0.009
8,position,0.009
30,email,0.008
35,good,0.011
25,position,0.014
29,policy,0.012
69,analysis,0.007
26,refusal,0.007
47,group,0.014
14,yat,0.009
23,magazine,0.02
28,blank,0.008
54,d_jou,0.009
16,membership,0.01
51,recover,0.009
63,condition,0.008
0,leetle,0.007
54,theirsand,0.014
41,talk,0.008
52,group,0.008
3,discrimination,0.007
48,importer,0.009
28,honor,0.01
6,cartoon,0.009
53,motor,0.01
1,croissance,0.014
24,com,0.008
9,idea,0.01
32,apathy,0.008
49,video,0.007
24,particuli,0.012
35,thing,0.011
45,hand,0.012
55,meeting,0.008
26,order,0.007
33,system,0.014
36,cebr,0.011
22,consommation,0.015
31,r_cession,0.01
6,yat,0.008
16,hisse,0.008
64,decision,0.011
60,fishing,0.019
6,act,0.007
11,victim,0.007
12,opinion,0.008
60,tel,0.007
14,residency,0.01
38,euif,0.011
50,independence,0.007
69,somebody,0.013
61,programme,0.008
54,shoot,0.008
56,tenure,0.01
6,somebody,0.011
62,son,0.01
53,community,0.007
39,trading,0.007
2,instigator,0.008
66,ally,0.007
17,anybody,0.009
57,budget,0.008
58,page,0.007
14,channel,0.007
21,nature,0.007
8,discrimination,0.008
32,estate,0.015
11,silk,0.007
15,gov,0.01
13,delivery,0.009
2,choice,0.008
29,grace,0.023
32,instigator,0.008
34,pour,0.009
37,facebook_com,0.008
38,conomiste,0.008
61,export,0.009
48,civilization,0.013
3,natos,0.011
18,man,0.011
1,recover,0.012
49,rement,0.009
6,royaume,0.009
53,apathy,0.007
66,http,0.008
28,property,0.007
36,amorphamedia,0.008
67,britannique,0.017
10,cas,0.016
18,membership,0.008
19,area,0.009
62,solution,0.007
43,slogan,0.01
46,project,0.015
56,bbc,0.009
38,national,0.009
19,centre,0.011
43,mohammedan,0.008
19,influence,0.015
3,security,0.01
5,tea,0.02
12,petition,0.009
44,march,0.008
50,amorphamedia,0.009
15,com,0.012
25,independence,0.008
10,avait,0.007
15,day,0.011
50,force,0.007
66,amorphamedia,0.01
69,facebook,0.01
28,tel,0.011
23,refusal,0.012
4,continieu,0.009
20,paymentsthreat,0.009
24,royaume,0.012
14,comfort,0.018
13,cartoon,0.007
43,conomiste,0.008
30,civilization,0.012
29,community,0.009
32,sign,0.016
49,dignity,0.007
60,falla,0.01
35,luximo,0.009
41,library,0.008
7,policy,0.009
40,government,0.007
25,schwanz,0.009
26,agreement,0.008
40,dit,0.013
58,world,0.012
15,street,0.011
56,history,0.01
9,gouvernement,0.008
67,crap,0.008
13,allemagne,0.009
32,office,0.007
10,tea,0.013
50,property,0.009
38,attempt,0.012
69,referendum,0.008
38,srexit,0.009
41,sortie,0.008
27,range,0.01
41,globalist,0.008
3,nature,0.01
48,france,0.01
19,source_location,0.008
26,referendum,0.008
36,solution,0.01
63,parliament,0.009
21,racism,0.008
28,help,0.009
46,britain,0.011
37,nation,0.01
10,gov,0.008
26,drive,0.01
10,misinformation,0.014
28,choice,0.008
56,school,0.009
21,motor,0.008
10,briefing,0.008
7,sector,0.009
44,choice,0.008
11,majority,0.007
41,person,0.01
51,theater,0.013
33,office,0.012
15,set,0.008
26,sympathy,0.01
63,inability,0.011
44,partner,0.008
12,scenario,0.009
52,union,0.008
2,membership,0.009
43,civilization,0.008
56,act,0.01
45,europ_ennel,0.015
50,luximo,0.015
47,site,0.009
50,worker,0.013
62,wale,0.009
50,drink,0.013
23,veraient,0.01
41,britain,0.01
34,part,0.008
29,extinction,0.008
53,par,0.01
1,apathy,0.008
60,paris,0.009
57,seulement,0.01
25,thank,0.006
15,centre,0.008
55,vicar,0.008
57,curse,0.01
16,amorphamedia,0.01
54,thing,0.016
10,wale,0.009
69,insecurity,0.014
63,member,0.013
67,terror,0.008
1,farage,0.009
34,london,0.009
35,safeness,0.008
9,inputsof,0.016
44,attempt,0.01
35,mind,0.01
52,devolution,0.01
42,slavery,0.009
5,saywhatsoeverin,0.011
61,gouvernement,0.013
22,blank,0.008
24,continieu,0.009
37,fill,0.013
22,house,0.008
10,girl,0.011
21,court,0.007
65,banque,0.009
13,cebr,0.009
31,responsibility,0.008
35,inputsof,0.009
46,commitment,0.011
11,natos,0.008
56,independence,0.012
18,legislation,0.007
54,vogue,0.007
61,shame,0.012
64,talk,0.009
23,fait,0.011
38,solution,0.007
28,reasonsexporter,0.007
31,research,0.008
57,share_petition,0.013
22,think,0.011
47,fref,0.006
41,mean,0.011
46,culpaestimant,0.007
34,theresa,0.013
49,product,0.008
55,safeness,0.009
3,access,0.008
0,pr_vision,0.008
62,godplease,0.008
0,issue,0.007
47,pronostic,0.015
65,srexit,0.008
65,brexiteer,0.011
64,way,0.011
28,government,0.006
58,guarantor,0.009
24,inputsof,0.009
15,rush,0.008
18,group,0.011
36,silk,0.009
15,assurance,0.01
64,life,0.008
8,property,0.01
62,article,0.012
19,fact,0.008
60,commons,0.008
59,warrior,0.008
50,water,0.011
66,make,0.008
47,theresa,0.012
45,wait,0.014
68,briefing,0.008
24,extinction,0.008
26,europe,0.015
45,public,0.012
41,exit,0.009
3,generation,0.007
45,johnson,0.007
27,site,0.009
67,group,0.009
54,paymentsthreat,0.007
59,pound,0.009
26,avec,0.012
6,respect,0.008
34,community,0.009
29,https_www,0.01
8,import,0.01
29,city,0.008
63,impact,0.015
10,thing,0.007
23,travel,0.016
17,import,0.008
26,oppertunity,0.009
12,zonesa,0.009
59,tax,0.009
51,house,0.008
8,business,0.008
62,somebody,0.008
47,cebr,0.013
54,pour,0.021
51,democracy,0.008
54,economic,0.009
28,security,0.006
68,effect,0.007
57,avait,0.008
63,croissance,0.011
57,news,0.009
22,fait,0.008
2,plupart,0.008
23,vehicle,0.01
9,investor,0.009
44,need,0.012
36,gouvernement,0.009
60,ntexit,0.01
44,tre,0.007
6,fishing,0.008
68,employment,0.01
12,woman,0.01
15,channel,0.008
31,mohammedanism,0.01
0,ruin,0.008
6,drive,0.007
69,surveymonkey,0.013
67,tre,0.007
59,inputsof,0.014
54,partner,0.009
22,votary,0.008
9,smolensk,0.009
