Topic,Term,Value
7,brexicie,0.0
5,sennitt,0.0
1,lethers,0.0
19,silently,0.0
10,waive,0.0
6,behinds,0.0
11,eruogendfor,0.0
23,healthcarehow,0.0
26,mowers,0.0
31,possibly,0.0
29,philippa,0.0
13,servile,0.0
25,skint,0.0
7,scharma,0.0
14,drebeiniks,0.0
30,sourced,0.0
1,currant,0.0
21,outoftheeu,0.0
10,witchy,0.0
4,region,0.0
33,overpowered,0.0
24,bill_of_rights_1689,0.0
23,dot6,0.0
7,thiers,0.0
14,friend,0.0
15,a7099951,0.0
4,cookery,0.0
26,tutors,0.0
39,feasts,0.0
32,warlord,0.0
13,newsnet,0.0
3,vigilance,0.0
18,blancs,0.0
22,gaston,0.0
12,fuckbup,0.0
36,patman,0.0
37,noen,0.0
38,nyxiee,0.0
24,despise,0.0
35,parliament_en,0.0
22,sinful,0.0
2,delve,0.0
10,luxembourgish,0.0
1,terriost,0.0
23,divorce,0.0
22,autocrat,0.0
8,woolworths,0.0
18,student,0.0
19,uneducated,0.0
30,abandons,0.0
5,worldnews,0.0
35,tryingto,0.0
7,filmmaker,0.0
36,hallsworth,0.0
18,londen,0.0
25,putney,0.0
30,friedman,0.0
15,civvies,0.0
18,tangeros,0.0
11,forrinnners,0.0
28,prerogativewhich,0.0
16,darkly,0.0
12,lamour,0.0
12,peshwari,0.0
1,escudo,0.0
0,eu,0.011
28,asan,0.0
0,ed,0.019
12,romney,0.0
13,workng,0.0
12,rosemarytut,0.0
11,beijing,0.0
25,brett,0.0
10,monsell,0.0
35,cobb,0.0
26,ibzia,0.0
26,yourcouncil,0.0
10,regressivedivisive,0.0
29,hock,0.0
29,brixet,0.0
4,eject,0.0
3,prepares,0.0
28,trumpsters,0.0
36,reciprocated,0.0
39,pigshitas,0.0
0,00a0,0.009
7,esti,0.0
6,indigent,0.0
30,banana,0.0
38,junkies,0.0
32,pulmanns,0.0
8,025b,0.0
14,tallys,0.0
3,factoring,0.0
15,dou,0.0
26,britfuckedup,0.0
20,procures,0.0
34,russias,0.0
23,runways,0.0
26,lawless,0.0
8,proceeding,0.0
8,1990,0.0
38,needs,0.0
0,people,0.008
33,0ahukewiwz9xjlbznahwjosakhqrrahuqfggtmaq,0.0
4,kleinfeld,0.0
32,unplug,0.0
4,equates,0.0
16,dementure,0.0
14,prof,0.0
31,chavez,0.0
5,380000,0.0
23,dramatic,0.0
13,regrexiters,0.0
28,discriminates,0.0
38,nuggets,0.0
23,yuge,0.0
10,meeks,0.0
9,troublemost,0.0
24,demonise,0.0
38,kingship,0.0
34,streetagain,0.0
26,biasedthey,0.0
5,fettes,0.0
20,successfine,0.0
20,slow,0.0
34,directions,0.0
1,saarchasm,0.0
34,retirements,0.0
24,onnorthern,0.0
21,netty,0.0
9,d_,0.0
0,00bd,0.007
14,goodrick,0.0
21,ehy,0.0
20,system,0.0
14,danzig,0.0
33,moger,0.0
4,teachings,0.0
32,procrastinator,0.0
16,betterbut,0.0
37,hrage,0.0
7,wronghe,0.0
20,pollimg,0.0
39,handler,0.0
11,nymag,0.0
1,798,0.0
1,thayre,0.0
12,recently,0.0
17,cihan,0.0
29,917000,0.0
29,hyperscale,0.0
2,illustrations,0.0
24,taylorcory,0.0
32,tste100,0.0
0,can,0.006
13,independenceit,0.0
33,thateven,0.0
8,meiner,0.0
15,mahnrap,0.0
17,germinate,0.0
1,conducting,0.0
14,jostle,0.0
35,deconstructionist,0.0
26,linea,0.0
22,cordoba,0.0
33,doolally,0.0
9,ballshit,0.0
23,muffin,0.0
3,arouse,0.0
38,votenot,0.0
6,cutlery,0.0
12,citrus,0.0
21,derisory,0.0
15,815593328572754,0.0
27,maldendont,0.0
17,54,0.0
12,syringe,0.0
25,controlanything,0.0
2,mnt,0.0
22,inglorious,0.0
30,eroviszonyokat,0.0
19,centesima,0.0
29,ecect,0.0
14,durst,0.0
16,videtur,0.0
18,fried,0.0
32,egaming,0.0
35,gipsies,0.0
31,46499537,0.0
19,sminesnot,0.0
13,tires,0.0
25,spokesperson,0.0
8,fenceonly,0.0
2,neededwe,0.0
10,bundesgerichtshof,0.0
9,speechas,0.0
37,furthered,0.0
24,disgracethe,0.0
27,inspire,0.0
5,visiting,0.0
3,reuters,0.0
19,intacted,0.0
0,u,0.039
0,t,0.015
9,bold,0.0
0,s,0.014
2,mackey,0.0
28,geeece,0.0
21,676365,0.0
17,englanddhl,0.0
39,progressives,0.0
