Topic,Term,Value
26,plupart,0.01
46,shame,0.008
42,security,0.01
67,impact,0.011
64,test,0.01
67,programme,0.01
37,right,0.013
64,royaume,0.01
76,http,0.013
30,avait,0.009
73,zonesa,0.009
89,comfort,0.008
0,https_www,0.007
19,follower,0.007
11,parliament,0.012
56,condition,0.007
37,conomie,0.011
5,blog,0.008
80,community,0.008
64,thank,0.009
13,public,0.012
20,arch,0.009
54,democracy,0.011
30,visit,0.013
55,silk,0.007
79,boris,0.008
47,page,0.011
22,particuli,0.013
34,assurance,0.011
52,sign,0.011
74,safeness,0.009
79,example,0.009
39,hydrophobia,0.007
48,review,0.008
43,time,0.008
58,independence,0.008
59,hand,0.012
71,way,0.01
3,inspiration,0.013
29,britain,0.008
66,estate,0.008
51,rule,0.009
89,amenity,0.008
36,theirsand,0.007
7,croissance,0.009
38,prophet,0.008
17,lobby,0.012
34,recruiter,0.008
87,web,0.009
59,seulement,0.008
78,list,0.008
36,import,0.008
15,right,0.012
36,visit,0.008
66,group,0.01
45,word,0.01
4,water,0.01
39,number,0.008
5,britishand,0.01
35,motor,0.01
16,law,0.008
59,number,0.019
6,thank,0.01
18,upr,0.012
28,leetle,0.009
35,inability,0.011
69,commitment,0.008
48,croissance,0.009
39,consumer,0.012
72,site,0.008
27,condition,0.008
6,frexit,0.01
31,trade,0.01
56,right,0.009
17,legislation,0.013
87,penny,0.009
63,thank,0.009
78,son,0.012
62,documentation,0.009
44,economic,0.014
38,way,0.008
44,life,0.01
83,support,0.009
81,grace,0.011
35,https,0.008
23,allemagne,0.009
81,proof,0.008
66,march,0.009
51,pre,0.011
40,pricesin,0.01
7,follower,0.011
23,luximo,0.008
84,fill,0.013
2,organisme,0.007
51,research,0.009
6,partner,0.012
76,utm_medium,0.009
80,court,0.008
27,system,0.01
86,derision,0.009
30,country,0.007
9,brexit,0.012
89,outcome,0.008
83,terror,0.008
37,tenure,0.008
68,impact,0.009
80,trade,0.008
40,worker,0.012
56,globalist,0.007
41,right,0.011
78,food,0.008
89,surveymonkey,0.009
65,worker,0.01
65,quote,0.009
13,schengen,0.009
72,pr_vision,0.008
57,churchill,0.01
37,sign,0.007
5,dit,0.008
78,schengen,0.011
39,dit,0.007
70,hisse,0.01
49,http,0.009
70,france,0.013
48,set,0.009
28,photo,0.009
56,visa,0.007
60,independence,0.008
6,refinement,0.009
58,mind,0.015
32,discrimination,0.01
20,peace,0.015
19,office,0.007
70,facebook,0.007
56,power,0.007
30,sector,0.008
74,party,0.01
54,shoot,0.008
55,event,0.008
24,touch,0.01
77,tel,0.009
41,brexiteer,0.008
13,facebook,0.008
53,outcome,0.009
89,allait,0.01
43,tea,0.01
49,event,0.008
18,rule,0.009
10,scenario,0.008
80,https_www,0.011
75,brexit,0.009
15,life,0.007
88,victim,0.007
2,choice,0.008
79,follower,0.009
42,tariff,0.011
87,briefing,0.007
44,copylink,0.012
63,plupart,0.014
41,security,0.009
7,school,0.009
34,pour,0.008
73,someone,0.014
57,act,0.01
74,national,0.007
66,anybody,0.008
49,rement,0.009
83,brexitla,0.014
16,end,0.014
89,list,0.012
59,product,0.008
13,surveymonkey,0.007
15,share,0.011
29,pr_vision,0.008
15,avait,0.008
13,workguyslook,0.008
18,globalist,0.009
86,sanctity,0.008
52,think,0.01
42,prophet,0.008
65,system,0.008
39,vicar,0.008
66,man,0.009
47,honor,0.009
71,culpaestimant,0.009
89,wifeor,0.017
12,islam,0.009
45,good,0.013
39,right,0.009
63,pound,0.007
4,trade,0.008
67,library,0.009
63,amenity,0.01
1,brexit,0.008
55,recruiter,0.009
82,post,0.008
35,seulement,0.009
37,requirement,0.008
73,slavery,0.008
43,number,0.008
78,dogma,0.009
49,think,0.011
82,dpbs,0.007
31,brexit,0.011
7,abus,0.008
54,scotland,0.012
44,march,0.016
30,agreement,0.008
30,rule,0.007
21,vicar,0.009
36,thing,0.012
15,day,0.008
39,life,0.009
67,schwanz,0.012
6,utm_medium,0.011
75,food,0.008
17,assurance,0.009
48,ancient,0.008
26,food,0.008
62,standard,0.011
85,photo,0.009
6,amenity,0.008
23,area,0.02
32,order,0.009
64,residency,0.011
37,arch,0.007
48,law,0.015
59,culpaestimant,0.008
53,bonport,0.008
29,trading,0.007
60,utm_source,0.008
24,capx,0.008
14,crap,0.007
57,fill,0.011
25,theater,0.008
55,trade,0.008
27,supporter,0.008
88,dpbs,0.008
14,estimant,0.01
74,article,0.011
7,royaume,0.01
2,project,0.008
87,transition,0.009
76,france,0.008
31,track,0.009
11,school,0.011
74,judgement,0.009
84,test,0.008
77,hand,0.007
17,limit_e,0.007
67,drink,0.011
60,avait,0.009
1,standardsand,0.008
3,sthash,0.015
71,europ_ennel,0.016
45,idea,0.009
51,employment,0.008
72,banque,0.011
61,thing,0.007
24,conomiste,0.008
70,form,0.01
86,case,0.009
13,employment,0.008
79,facebook_com,0.009
44,drink,0.007
61,aid,0.008
85,reflection,0.007
16,tradition,0.012
34,bill,0.008
87,frexit,0.012
43,manufacturing,0.009
19,man,0.007
80,track,0.009
8,honor,0.008
38,test,0.009
54,confirm,0.01
37,johnson,0.018
53,independence,0.008
57,blair,0.015
46,national,0.012
12,judgement,0.014
32,assurance,0.008
73,lord,0.008
21,shame,0.008
45,gov,0.009
63,crap,0.007
82,channel,0.007
22,vehicle,0.009
43,euif,0.009
25,frexit,0.008
11,majority,0.009
29,golf,0.008
21,ruin,0.008
51,euif,0.008
40,idea,0.007
52,union,0.007
13,email,0.007
29,lourdement,0.007
58,time,0.007
82,team,0.008
50,anybody,0.008
7,instigator,0.008
24,leader,0.008
37,case,0.008
46,vehicle,0.008
31,form,0.011
8,think,0.009
41,leetle,0.011
85,visit,0.007
38,solution,0.008
80,method,0.01
54,condition,0.008
15,majority,0.012
49,game,0.013
22,information,0.009
42,lot,0.009
44,trade,0.01
37,farage,0.008
88,paris,0.007
49,organisme,0.011
86,generation,0.012
70,fact,0.008
4,limit_e,0.009
40,residency,0.009
12,smolensk,0.01
73,motor,0.008
23,estimant,0.012
36,protest,0.008
24,blair,0.01
7,right,0.013
70,precedent,0.007
82,position,0.007
66,victim,0.012
75,sorte,0.008
69,warrior,0.009
51,utm_source,0.009
34,track,0.007
86,schengen,0.009
11,purse,0.008
38,wait,0.01
61,pr_vision,0.01
45,bill,0.008
63,workguyslook,0.008
27,way,0.009
51,way,0.01
34,globalist,0.008
78,dpbs,0.008
46,commitment,0.008
26,britannique,0.012
46,event,0.012
33,research,0.007
37,sow,0.008
35,protest,0.007
60,ally,0.009
89,woman,0.013
57,government,0.01
59,sow,0.01
25,thank,0.009
