Topic,Term,Value
0,victory,0.002
8,directive,0.002
12,spill,0.002
6,growth,0.002
13,independence,0.002
13,loss,0.002
9,night,0.002
1,counsel,0.002
2,hornsby,0.002
11,image,0.002
7,colonial,0.002
5,pad,0.002
7,hamas,0.002
9,opposition,0.002
3,weekend,0.002
4,military,0.002
12,afghanistan,0.003
4,force,0.002
8,oslo,0.002
2,water,0.003
11,way,0.002
7,sharon,0.001
6,gange,0.002
12,retention,0.002
5,person,0.002
9,connection,0.002
1,kingdom,0.002
4,incident,0.002
9,team,0.002
8,wall,0.002
5,calypso,0.002
11,loyalist,0.002
11,award,0.002
11,jetliner,0.001
5,versa,0.002
6,chuck,0.002
1,matthew,0.002
0,approval,0.002
4,security,0.002
8,bedeharris,0.002
11,bis,0.002
7,opened_fire,0.001
2,storm,0.004
10,escaped,0.002
10,assassination,0.002
7,leader,0.002
3,stefan,0.002
6,benare,0.002
13,hiv,0.002
13,offense,0.002
9,civilian,0.002
10,job,0.002
12,party,0.002
8,south_africa,0.002
8,trip,0.002
3,israel,0.002
0,pakistan,0.002
10,rachael,0.002
4,marius,0.002
4,mitchell,0.002
0,attack,0.002
3,group,0.004
3,law,0.002
9,rebel,0.002
9,position,0.002
6,prosser,0.002
3,rosebury,0.002
2,john,0.002
0,rex,0.002
7,army,0.002
11,mask,0.003
10,sulawesi,0.002
11,severance,0.002
0,wake,0.002
7,possession,0.002
2,retiree,0.002
11,adelaide,0.002
1,bring,0.002
5,teresa,0.002
5,afghanistan,0.002
9,sarah,0.002
7,clue,0.002
7,militant,0.002
1,afghan,0.002
10,cove,0.002
5,australia,0.002
12,bin_laden,0.002
10,metal,0.002
6,nomination,0.002
5,technology,0.002
13,unemployment,0.002
10,line,0.002
7,source,0.002
0,match,0.002
5,inability,0.002
13,friendship,0.001
4,modification,0.002
2,area,0.002
7,potential,0.001
1,scale,0.002
12,officer,0.002
8,collapse,0.002
9,chemotherapy,0.002
4,abbott,0.002
4,protester,0.002
2,advance,0.002
4,commission,0.003
6,member,0.002
8,yesterday,0.002
12,rage,0.002
7,israel,0.002
13,benare,0.002
0,hawthorne,0.003
5,cow,0.004
6,devotee,0.002
10,entitlement,0.003
10,staff,0.002
12,lapstone,0.003
0,rafter,0.002
5,colonial,0.002
7,polouse,0.002
8,sunk,0.002
1,liability,0.002
3,product,0.002
1,martin,0.002
12,program,0.002
0,benefit,0.002
10,network,0.002
6,february,0.002
4,rubble,0.002
2,combination,0.002
13,murder,0.002
12,troop,0.002
2,service,0.003
3,midnight,0.002
9,taliban,0.003
2,prosser,0.002
12,link,0.002
12,marine,0.002
12,daisy,0.002
5,government,0.003
6,nato,0.002
9,airport,0.004
2,channel,0.002
10,payment,0.002
2,sub,0.002
8,knowledge,0.002
13,soldier,0.002
0,team,0.002
8,pocket,0.002
13,management,0.001
3,remember,0.002
9,wilderness,0.002
7,independent,0.001
0,warren,0.002
3,terrorism,0.002
6,krishna,0.002
4,lease,0.002
11,union,0.002
6,ceremony,0.002
7,palestinian,0.003
2,set,0.002
11,year_old,0.002
3,attack,0.002
10,administrator,0.002
2,sydney,0.003
5,quinlan,0.002
8,sentence,0.002
6,stray,0.002
0,guarantee,0.002
4,afghanistan,0.003
9,city,0.002
12,ruling,0.002
5,priest,0.002
13,park,0.002
13,safeguard,0.002
2,tragedy,0.002
9,group_hamas,0.002
9,lali,0.002
7,administration,0.002
13,lesson,0.002
1,afghanistan,0.002
1,apartment,0.002
0,australia,0.002
12,immigrant,0.002
11,freight,0.002
9,backing,0.002
1,report,0.002
13,occasion,0.002
0,hour,0.002
4,network,0.002
5,serviceman,0.002
2,home,0.002
11,yallourn,0.002
13,last_year,0.002
4,spokesman,0.002
6,ash,0.003
10,italy,0.002
13,weapon,0.002
5,pine,0.002
7,soldier,0.002
6,kempsey,0.002
4,spot,0.002
3,deadline,0.002
6,family,0.002
1,felix,0.002
0,advertisement,0.002
2,mountain,0.002
1,time,0.002
1,israeli,0.003
11,dispute,0.003
4,morning,0.002
1,bombardment,0.002
3,prayer,0.002
5,transcript,0.002
3,hat,0.002
5,bank,0.002
12,shoot,0.002
3,target,0.002
11,talk,0.002
10,chief_executive,0.002
12,scott,0.002
4,ayman,0.002
6,harrison,0.002
2,tree,0.002
8,new_south,0.002
1,agreement,0.002
6,hundred,0.002
1,company,0.002
6,hare,0.004
8,henderson,0.002
9,zimbabwe,0.002
5,planner,0.002
4,hearing,0.002
12,regime,0.002
10,company,0.005
3,government,0.003
13,blaze,0.002
11,luncheon,0.002
12,coalition,0.002
0,release,0.002
10,casualty,0.002
9,bombing,0.002
11,september,0.001
2,nun,0.002
3,sharon,0.002
3,type,0.002
6,musician,0.002
8,australian,0.002
0,france,0.002
11,strength,0.002
11,gould,0.002
9,belgium,0.002
7,settlement,0.001
0,tenet,0.002
1,board,0.002
12,liverpool,0.002
5,sergeant,0.002
10,hih,0.003
11,involve,0.002
9,kandahar,0.002
0,confrontation,0.002
3,call,0.002
3,palestinian,0.002
1,latrobe,0.001
8,leete,0.002
10,bulaburra,0.002
13,huskisson,0.002
4,darkness,0.002
8,airlift,0.002
13,diesel,0.002
7,boyd,0.002
2,yesterday,0.002
8,patrol,0.002
8,head,0.002
7,town,0.002
13,specialist,0.002
1,person,0.002
8,boundary,0.002
10,cent,0.002
