Topic,Term,Value
0,zonesa,0.009
37,globalist,0.008
47,vehicle,0.008
76,development,0.007
28,fact,0.01
44,nature,0.009
20,independence,0.012
12,type,0.009
71,independence,0.007
1,archive,0.008
72,cebr,0.007
62,game,0.009
76,utm_medium,0.007
2,consommation,0.007
62,mohammedan,0.009
11,bill,0.007
21,article,0.008
70,saywhatsoeverin,0.012
4,leetle,0.011
42,gouvernement,0.009
73,country,0.007
27,judge,0.016
55,outcome,0.01
59,need,0.012
31,need,0.012
16,paymentsthreat,0.008
61,sortie,0.01
50,r_cession,0.008
69,leetle,0.011
19,troopsnaval,0.008
12,bowl,0.008
29,boris,0.011
24,fuel,0.01
34,ntexit,0.009
56,investor,0.016
6,fill,0.01
66,court,0.007
39,civilization,0.008
76,petition,0.007
9,utm_medium,0.012
46,visa,0.008
32,ireland,0.013
46,consumer,0.012
2,brixit,0.009
56,island,0.011
59,plongerait,0.008
79,course,0.01
68,trading,0.01
51,wait,0.008
2,utm_medium,0.007
31,link,0.01
30,majority,0.012
50,legislation,0.008
6,type,0.009
16,library,0.008
60,influence,0.012
6,water,0.008
21,copylink,0.015
79,analyste,0.008
43,trading,0.008
16,sympathy,0.01
61,remainer,0.007
22,example,0.01
29,pound,0.008
9,lunatic,0.007
19,organisation,0.016
6,city,0.011
12,sow,0.008
17,judge,0.01
45,test,0.007
24,analyste,0.008
34,peace,0.007
44,paris,0.012
11,boris,0.008
73,name,0.007
34,lourdement,0.008
64,consommation,0.007
69,banque,0.007
52,competition,0.008
79,word,0.009
27,system,0.013
61,arch,0.008
78,need,0.011
42,step,0.011
5,http,0.009
25,leetle,0.008
42,site,0.01
36,refusal,0.008
28,history,0.013
18,abuse,0.009
17,sow,0.008
53,quote,0.009
6,recruiter,0.009
66,confirm,0.008
22,consommation,0.008
55,custom,0.007
14,facebook,0.009
10,troopsnaval,0.009
37,extinction,0.008
10,policy,0.01
14,apathy,0.014
7,slogan,0.011
7,tenure,0.015
70,security,0.009
22,number,0.012
9,food,0.008
5,meeting,0.011
10,justice,0.009
14,city,0.008
38,power,0.009
65,regime,0.009
28,importer,0.009
31,croissance,0.007
79,racist,0.009
10,contradiction,0.009
77,channel,0.009
58,step,0.008
70,pricesin,0.015
73,flight,0.007
41,brexit,0.01
8,hisse,0.016
55,veraient,0.009
58,schwanz,0.01
1,rement,0.009
77,tea,0.008
15,past,0.012
41,residente,0.008
12,act,0.011
34,reflection,0.007
23,churchill,0.008
35,london,0.008
16,fill,0.008
0,silk,0.009
71,consumer,0.009
71,end,0.009
58,respect,0.009
16,srexit,0.008
56,page,0.007
38,nature,0.01
57,importer,0.01
72,slogan,0.008
21,membership,0.012
37,facebook_com,0.011
75,manufacturing,0.008
51,golf,0.01
20,system,0.01
56,magazine,0.007
0,discrimination,0.01
33,com,0.009
63,brexitie,0.008
78,victim,0.007
11,flight,0.014
22,membership,0.008
3,man,0.008
60,history,0.007
24,business,0.009
37,market,0.008
9,avec,0.007
3,national,0.009
52,scenario,0.007
24,legislation,0.007
24,democracy,0.008
42,house,0.016
26,wait,0.011
16,source_location,0.008
55,recruiter,0.008
30,dit,0.01
50,type,0.008
16,democracy,0.01
78,workguyslook,0.008
41,girl,0.008
39,help,0.01
70,archive,0.009
77,dogma,0.013
30,srexit,0.008
7,choice,0.008
33,range,0.007
31,pound,0.009
9,time,0.008
15,misinformation,0.007
25,good,0.008
25,independence,0.008
44,smolensk,0.014
75,food,0.009
46,click,0.007
75,dpbs,0.009
36,product,0.009
37,impact,0.01
2,school,0.008
18,page,0.014
72,case,0.009
46,vogue,0.009
57,addition,0.01
1,arch,0.008
26,ntexit,0.01
41,honor,0.008
47,today,0.008
3,https,0.009
16,policy,0.008
19,programme,0.008
65,wale,0.012
7,tory,0.011
11,bonport,0.007
65,facebook,0.011
72,moslem,0.008
47,court,0.011
59,sympathy,0.011
55,need,0.008
31,track,0.01
77,penny,0.009
0,euro,0.008
22,case,0.016
16,smolensk,0.008
68,nation,0.012
69,fill,0.007
13,name,0.009
2,fishing,0.007
29,religion,0.009
71,copylink,0.007
6,sympathy,0.008
43,talk,0.011
49,fact,0.008
51,employment,0.011
19,derision,0.015
11,visa,0.012
41,sortie,0.009
73,word,0.007
68,importer,0.014
20,sign,0.008
53,condition,0.009
75,agreement,0.009
38,test,0.008
36,avec,0.007
46,britain,0.011
25,theresa,0.007
40,baisse,0.008
57,blair,0.011
59,example,0.009
68,bloke,0.012
9,rement,0.008
2,protest,0.01
9,business,0.008
6,moslem,0.009
41,food,0.01
18,tradition,0.009
21,ruin,0.011
74,peace,0.009
16,veraient,0.013
79,part,0.014
49,march,0.007
71,sector,0.01
69,vogue,0.009
18,bill,0.008
33,tenure,0.007
27,holiday,0.009
50,outcome,0.009
20,addition,0.014
37,opinion,0.012
77,sortie,0.011
57,hydrophobia,0.008
49,vehicle,0.01
24,leader,0.007
54,pr_vision,0.018
37,case,0.01
31,centre,0.008
54,consommation,0.012
74,grace,0.008
67,assurance,0.009
62,type,0.008
67,mean,0.013
79,theirsand,0.01
41,slogan,0.011
66,conomiste,0.01
74,range,0.009
29,lobby,0.009
62,conomie,0.01
66,pound,0.013
1,economic,0.008
41,export,0.008
37,lunatic,0.016
63,culpaestimant,0.01
76,supporter,0.008
76,pr_vision,0.007
57,instigator,0.007
68,water,0.011
46,europ_ennel,0.01
33,delivery,0.007
7,course,0.01
1,banque,0.009
60,yat,0.008
11,dit,0.009
15,house,0.012
52,nation,0.007
29,news,0.009
30,system,0.01
79,vehicle,0.009
30,judge,0.007
35,analysis,0.009
70,government,0.008
28,help,0.01
11,zis,0.008
36,inspiration,0.008
68,past,0.011
27,photo,0.008
43,choice,0.009
6,recover,0.009
8,tel,0.007
75,facebook_com,0.011
29,site,0.009
3,island,0.015
59,votary,0.009
57,saywhatsoeverin,0.011
34,theresa,0.009
18,pour,0.008
64,arch,0.007
49,pour,0.008
3,science,0.009
49,line,0.008
4,protest,0.01
14,aid,0.009
5,dpbs,0.009
47,custom,0.009
10,thing,0.009
39,bonport,0.008
43,fuel,0.017
20,employment,0.007
22,saywhatsoeverin,0.012
33,surveymonkey,0.007
56,royaume,0.008
78,game,0.009
40,dit,0.009
5,end,0.008
28,drink,0.008
35,honor,0.008
8,property,0.013
50,effect,0.012
60,proof,0.007
36,key,0.009
36,someone,0.012
33,life,0.01
66,site,0.008
47,juin,0.009
8,contradiction,0.009
9,sthash,0.01
51,tromp,0.01
44,scenario,0.011
10,euif,0.012
26,delivery,0.01
72,r_cession,0.008
26,office,0.009
20,scotland,0.011
32,lot,0.015
75,amenity,0.008
18,union,0.01
2,man,0.009
8,quote,0.008
3,fishing,0.008
69,documentation,0.012
76,web,0.011
60,need,0.008
41,ancient,0.009
20,soul,0.008
71,contradiction,0.01
38,plongerait,0.01
29,curse,0.011
5,regime,0.008
24,source_location,0.011
43,market,0.007
1,march,0.009
27,continieu,0.011
35,insecurity,0.007
40,fact,0.01
40,amorphamedia,0.012
63,croissance,0.007
34,trade,0.007
72,globalist,0.007
26,abus,0.009
8,news,0.008
72,continieu,0.008
53,access,0.008
65,proof,0.011
43,scotland,0.007
62,fuel,0.009
68,copylink,0.007
24,par,0.007
0,respect,0.012
50,wale,0.012
13,baisse,0.007
63,responsibility,0.011
59,inputsof,0.009
13,utm_source,0.013
27,srexit,0.008
3,religion,0.009
48,juin,0.012
15,law,0.008
54,attack,0.01
2,partner,0.012
42,national,0.009
67,science,0.008
1,warrior,0.009
19,rement,0.008
28,slavery,0.012
20,street,0.014
35,responsibility,0.01
43,right,0.007
24,area,0.007
28,import,0.012
34,prophet,0.018
5,tromp,0.009
3,pr_vision,0.008
25,abuse,0.009
1,majority,0.009
35,victim,0.012
6,economic,0.01
70,insecurity,0.012
46,precedent,0.008
75,opinion,0.009
40,protest,0.01
54,respect,0.008
76,street,0.007
11,paymentsthreat,0.008
18,hisse,0.01
0,world,0.012
67,surveymonkey,0.008
55,arch,0.008
15,time,0.011
39,http,0.009
34,slavery,0.008
73,bloke,0.008
28,gov,0.015
73,utm_source,0.008
64,opinion,0.01
63,r_cession,0.009
56,racism,0.007
27,transition,0.012
23,idea,0.009
41,delivery,0.009
77,organisation,0.008
50,city,0.008
15,euro,0.01
32,wale,0.008
65,word,0.009
31,inputsof,0.008
55,type,0.007
67,wale,0.011
36,deal,0.008
61,course,0.009
19,brexitla,0.008
59,dogma,0.008
45,brexit,0.008
47,inspiration,0.007
73,pricesin,0.01
31,d_jou,0.011
17,arm,0.007
49,upr,0.011
54,allemagne,0.01
0,assurance,0.01
49,europ_ennel,0.007
64,lunatic,0.009
44,euif,0.008
45,euro,0.008
22,issue,0.008
57,godplease,0.009
18,community,0.012
