Topic,Term,Value
50,shot,0.027
50,45,0.042
11,yesterday,0.047
6,well,0.022
9,trading,0.055
33,intelligence,0.022
17,attack,0.019
52,military,0.075
32,road,0.018
54,police,0.014
23,likely,0.03
49,place,0.028
50,last,0.022
24,lawmaker,0.016
12,fatality,0.015
58,intelligence,0.038
59,level,0.023
42,security,0.044
33,fatality,0.027
18,military,0.074
47,organisations,0.02
38,intelligence,0.037
27,sanctions,0.03
38,50,0.012
9,night,0.02
10,village,0.038
50,rescue,0.018
5,dead,0.042
22,western,0.024
18,people,0.013
14,ll,0.017
29,saeed,0.054
41,pakistan,0.036
34,dora,0.019
16,parliament,0.027
45,security,0.019
2,oxide,0.011
11,died,0.021
43,time,0.06
14,tat,0.029
55,intelligence,0.043
37,india,0.028
15,police,0.023
56,along,0.02
27,december,0.034
24,failed,0.013
39,concerned,0.013
29,along,0.018
12,seen,0.024
33,border,0.021
39,raids,0.015
8,senate,0.014
47,australia,0.034
29,chief,0.027
33,police,0.035
24,died,0.018
54,debt,0.016
11,shootout,0.024
41,since,0.052
29,summer,0.044
38,queensland,0.025
0,accused,0.057
30,shot,0.026
4,tat,0.025
13,security,0.014
49,raid,0.031
41,arrested,0.03
27,seen,0.024
17,military,0.04
25,behest,0.034
44,kashmir,0.048
6,free,0.036
6,labour,0.026
30,say,0.02
44,shootout,0.023
55,accused,0.026
29,political,0.019
25,groups,0.032
17,put,0.015
43,massing,0.031
48,economic,0.021
47,caretaker,0.018
29,militant,0.077
17,christmas,0.037
21,war,0.014
37,extremist,0.014
17,place,0.034
21,holiday,0.018
17,war,0.031
54,toll,0.013
29,police,0.027
56,police,0.011
8,dozen,0.016
50,village,0.019
52,deepened,0.02
6,national,0.038
1,well,0.026
23,labour,0.02
57,will,0.027
30,raids,0.015
52,mohammad,0.029
4,better,0.013
40,tensions,0.027
1,tasmania,0.014
6,jaish,0.035
39,based,0.013
7,war,0.026
50,summer,0.035
4,india,0.017
52,body,0.014
10,sides,0.019
39,time,0.029
46,since,0.029
4,parliament,0.015
43,say,0.036
9,year,0.019
7,recorded,0.048
57,1971,0.016
31,extremist,0.019
25,crisis,0.016
29,series,0.019
4,dora,0.027
32,appoints,0.015
57,raids,0.02
32,next,0.014
22,interim,0.017
12,australia,0.023
19,remain,0.053
16,forces,0.037
32,western,0.024
32,saeed,0.055
8,daunting,0.029
18,extremist,0.014
44,20,0.021
11,forces,0.017
5,queensland,0.016
40,will,0.026
3,fresh,0.015
59,military,0.018
44,village,0.035
46,yesterday,0.035
6,likely,0.022
37,million,0.013
32,fewer,0.03
3,extremist,0.02
16,fatality,0.042
49,accused,0.037
23,level,0.015
17,troops,0.035
16,daunting,0.016
17,took,0.015
39,s,0.024
56,suspected,0.037
36,tit,0.015
38,debt,0.02
11,announced,0.017
44,following,0.02
22,wales,0.022
35,south,0.016
30,encounter,0.058
31,arrested,0.015
0,end,0.016
24,staging,0.029
24,caretaker,0.017
46,trading,0.035
19,years,0.016
31,e,0.045
10,role,0.014
22,took,0.051
30,pakistan,0.036
43,will,0.041
44,deaths,0.017
7,jobs,0.016
24,night,0.013
2,behest,0.034
33,raid,0.015
45,1971,0.021
37,agencies,0.027
35,dora,0.02
11,senate,0.023
48,raids,0.026
59,chief,0.029
56,came,0.023
6,lending,0.019
46,organisations,0.026
37,long,0.036
14,militants,0.026
42,daunting,0.013
13,capital,0.023
56,border,0.024
12,long,0.027
35,southern,0.026
59,capital,0.035
45,december,0.022
59,currency,0.024
18,tasmania,0.033
28,sanctions,0.029
32,50,0.015
27,say,0.023
49,western,0.026
1,western,0.028
21,long,0.017
51,south,0.016
48,summer,0.05
58,senior,0.015
58,saeed,0.017
56,soared,0.032
52,level,0.045
14,million,0.02
54,since,0.042
44,militant,0.046
6,behest,0.021
40,announced,0.022
15,troops,0.084
58,saa,0.016
3,national,0.038
31,massing,0.036
19,ve,0.015
26,predecessor,0.015
39,involved,0.022
19,announcing,0.016
37,based,0.019
52,chief,0.035
17,escalated,0.044
50,groups,0.036
40,days,0.017
42,kashmir,0.035
0,level,0.017
4,take,0.019
7,eight,0.017
17,shootout,0.036
47,act,0.025
52,diplomatic,0.04
5,put,0.013
24,since,0.028
58,carrying,0.065
14,organisations,0.012
55,plan,0.019
51,kashmiri,0.026
28,deepened,0.025
4,well,0.027
43,yesterday,0.025
23,tit,0.013
46,tit,0.069
13,fewer,0.027
33,crisis,0.026
58,lashkar,0.024
7,resigned,0.013
23,dora,0.018
22,sanctions,0.026
9,tit,0.043
51,encounter,0.04
50,appoints,0.016
48,groups,0.097
33,accused,0.031
3,pakistani,0.022
10,two,0.014
18,organisations,0.017
48,key,0.013
55,eight,0.018
5,announced,0.065
52,carrying,0.014
47,raids,0.032
