Topic,Term,Value
50,45,0.013
61,hospital,0.017
62,s,0.021
54,assume,0.015
69,trading,0.05
73,place,0.025
58,intelligence,0.011
89,ago,0.011
39,capital,0.019
48,accused,0.042
19,troops,0.012
27,sanctions,0.064
24,escalated,0.012
32,shot,0.046
5,dead,0.019
22,western,0.016
61,karachi,0.019
69,national,0.012
2,oxide,0.011
37,war,0.052
80,arrested,0.027
43,13,0.036
43,12,0.012
41,following,0.012
78,days,0.013
26,summer,0.025
71,war,0.035
17,shot,0.022
19,eight,0.017
68,shot,0.026
77,kilometers,0.024
47,troops,0.019
86,srinagar,0.034
52,45,0.022
89,three,0.013
65,level,0.041
69,extremist,0.021
0,accused,0.076
0,leader,0.011
48,lending,0.017
74,leaving,0.017
68,trading,0.026
35,president,0.015
29,holiday,0.02
71,tat,0.046
60,tensions,0.017
50,police,0.071
48,fewer,0.019
87,troops,0.014
43,massing,0.023
56,13,0.019
46,shootout,0.043
67,will,0.034
49,stunned,0.031
63,likely,0.054
54,caring,0.012
44,economic,0.011
34,support,0.021
51,remain,0.013
60,inappropriate,0.011
0,behest,0.011
9,diplomatic,0.032
0,groups,0.043
12,parliament,0.03
30,raids,0.031
64,chief,0.017
76,military,0.013
10,sides,0.037
41,promising,0.011
44,tensions,0.022
40,well,0.032
85,health,0.011
78,war,0.029
84,key,0.011
6,following,0.03
14,new,0.017
38,tit,0.016
57,stands,0.021
82,took,0.014
73,arrested,0.04
37,national,0.015
80,kilometers,0.017
20,scheduled,0.015
31,summer,0.016
85,deaths,0.011
60,leader,0.013
27,long,0.015
71,international,0.023
71,staging,0.025
6,likely,0.055
22,two,0.053
1,staging,0.017
26,tensions,0.016
68,assume,0.013
17,took,0.046
58,behest,0.011
11,announced,0.011
45,people,0.012
24,worst,0.009
19,plan,0.013
73,roads,0.023
39,trading,0.029
16,wales,0.018
81,president,0.022
50,whoever,0.011
83,road,0.01
27,since,0.017
36,announced,0.024
21,chief,0.018
72,unprofessional,0.01
30,stands,0.042
16,fewer,0.024
56,tit,0.015
16,presidency,0.011
77,northern,0.012
35,carrying,0.039
74,deepened,0.013
88,summer,0.024
63,encounter,0.016
38,said,0.03
14,militants,0.013
13,capital,0.042
22,accused,0.018
57,predecessor,0.019
56,yesterday,0.024
27,next,0.012
53,peronists,0.012
30,inappropriate,0.021
63,organisations,0.035
13,srinagar,0.014
4,seen,0.032
41,hafiz,0.031
60,victoria,0.014
54,since,0.02
35,trading,0.019
15,troops,0.042
49,tensions,0.049
85,1971,0.038
23,suspected,0.021
54,chief,0.015
60,four,0.014
53,sides,0.023
75,kashmir,0.014
38,national,0.031
70,karachi,0.026
24,two,0.021
75,based,0.023
25,following,0.013
40,launched,0.025
9,soared,0.023
19,quit,0.015
46,toll,0.011
47,took,0.041
59,rescue,0.013
69,encounter,0.03
1,political,0.011
78,northern,0.014
25,peronists,0.017
22,lending,0.016
9,time,0.013
68,new,0.015
73,lashkar,0.03
14,50,0.018
22,sherbon,0.018
79,tit,0.018
79,oxide,0.016
64,capital,0.074
3,pakistani,0.035
46,massing,0.051
54,another,0.025
41,kashmiri,0.032
5,announced,0.016
86,western,0.017
67,20,0.024
1,encounter,0.043
15,interim,0.022
8,since,0.014
82,fatality,0.016
50,isolated,0.013
47,border,0.032
53,role,0.019
80,pakistani,0.033
43,seen,0.021
37,saeed,0.024
27,aldolfo,0.013
14,level,0.037
80,act,0.026
61,eight,0.019
78,militant,0.02
0,india,0.094
49,mohammed,0.023
75,tit,0.014
4,raid,0.031
32,december,0.043
7,militants,0.011
18,predecessor,0.013
73,soared,0.015
77,three,0.033
67,capital,0.014
49,argentina,0.011
61,fellow,0.014
5,hafiz,0.021
84,e,0.019
32,presidency,0.012
87,kilometers,0.023
45,failed,0.026
84,taiba,0.066
84,s,0.026
34,dozen,0.018
83,will,0.023
28,india,0.032
37,12,0.046
88,shot,0.023
4,since,0.044
26,suspected,0.019
33,new,0.04
79,repayment,0.02
32,time,0.019
30,hafiz,0.022
46,inappropriate,0.016
2,western,0.063
72,tasmania,0.015
9,mohammad,0.014
36,encounter,0.016
87,says,0.014
40,indian,0.027
66,toll,0.01
65,karachi,0.025
12,recorded,0.019
81,srinagar,0.039
13,military,0.012
80,relocated,0.011
69,recorded,0.015
55,roads,0.018
41,tackling,0.021
30,dozen,0.019
38,end,0.017
37,two,0.059
66,based,0.033
47,place,0.022
65,within,0.02
13,trading,0.02
27,senate,0.018
81,crisis,0.018
66,targetting,0.028
68,srinagar,0.041
70,stands,0.027
7,midwives,0.011
9,police,0.038
8,tensions,0.036
4,chief,0.026
43,raid,0.02
39,13,0.017
45,dozen,0.017
81,took,0.068
0,organisations,0.014
79,karachi,0.022
67,assume,0.016
20,organisations,0.026
88,long,0.016
65,suspected,0.068
52,20,0.043
81,australia,0.029
57,toll,0.015
59,people,0.015
45,based,0.021
57,ramon,0.014
55,yesterday,0.018
36,yesterday,0.023
51,parliament,0.02
22,militant,0.017
88,will,0.032
55,years,0.012
67,police,0.041
68,summer,0.014
28,wollongong,0.012
16,well,0.017
27,announced,0.013
2,stands,0.021
47,militants,0.03
81,capital,0.013
50,summer,0.024
44,suspected,0.029
62,organisations,0.026
64,india,0.024
60,announced,0.031
60,came,0.019
40,escalated,0.029
1,new,0.058
11,indian,0.018
33,13,0.017
48,troops,0.011
46,kilometers,0.021
2,said,0.015
6,pakistani,0.022
81,place,0.048
60,1971,0.022
12,congress,0.021
26,e,0.029
5,leader,0.017
76,karachi,0.017
19,peronists,0.039
74,peronists,0.01
72,free,0.046
56,militants,0.013
20,capital,0.043
19,level,0.019
67,long,0.023
54,following,0.013
55,interim,0.023
79,economic,0.015
32,another,0.013
72,lawmaker,0.013
82,behest,0.039
46,elections,0.011
78,road,0.012
86,dora,0.021
85,queensland,0.029
45,war,0.03
27,daunting,0.018
62,staging,0.016
67,1971,0.011
23,massing,0.031
32,six,0.012
7,raid,0.035
63,just,0.019
51,yesterday,0.025
35,roads,0.043
27,occasions,0.014
10,holiday,0.023
63,massing,0.021
59,economic,0.012
62,tit,0.039
13,well,0.018
10,night,0.026
20,debt,0.015
63,border,0.024
86,jaish,0.034
31,mohammed,0.028
41,13,0.018
59,say,0.049
64,territory,0.012
28,s,0.044
15,organisations,0.011
7,chief,0.028
67,announced,0.048
20,staging,0.012
1,hafiz,0.019
21,likely,0.017
27,dora,0.018
79,territory,0.057
72,fellow,0.011
76,came,0.033
9,chief,0.062
50,long,0.021
21,resignation,0.013
11,taiba,0.013
5,military,0.03
89,jaish,0.041
86,arrested,0.016
2,srinagar,0.045
26,kashmir,0.017
80,know,0.011
59,tat,0.017
61,predecessor,0.01
73,security,0.058
1,march,0.013
36,dora,0.029
83,military,0.02
51,put,0.018
17,security,0.016
85,body,0.015
42,mohammad,0.022
83,jaish,0.021
87,three,0.019
30,militant,0.011
64,died,0.015
12,million,0.018
24,raids,0.02
20,along,0.014
71,shootout,0.012
45,escalated,0.047
11,health,0.013
74,agencies,0.012
53,indian,0.023
38,extremist,0.042
69,northern,0.017
43,border,0.037
68,re,0.022
10,fewer,0.022
82,conduct,0.028
50,militant,0.02
39,along,0.027
37,southern,0.024
37,will,0.022
44,territory,0.022
31,say,0.014
32,leader,0.011
18,border,0.022
34,service,0.015
85,intelligence,0.017
52,period,0.016
78,foreign,0.015
62,soared,0.017
60,predecessor,0.014
34,people,0.015
79,rescue,0.021
21,senate,0.013
2,took,0.01
86,following,0.015
11,ramon,0.025
0,announced,0.015
55,mohammed,0.017
71,national,0.046
80,taiba,0.02
25,yesterday,0.03
59,deaths,0.017
79,yesterday,0.013
9,since,0.028
6,eight,0.022
12,indian,0.039
44,predecessor,0.018
52,tat,0.022
11,45,0.016
55,south,0.015
77,people,0.03
32,arrested,0.019
36,20,0.012
18,another,0.011
9,behaviour,0.011
83,queensland,0.022
54,village,0.055
89,tensions,0.023
5,default,0.012
19,ll,0.011
1,years,0.023
65,packages,0.018
78,saeed,0.013
4,place,0.015
30,sides,0.027
14,india,0.016
17,holiday,0.034
49,tit,0.038
80,people,0.022
38,security,0.013
17,failed,0.014
89,encounter,0.017
12,southern,0.044
68,fewer,0.054
43,accused,0.015
38,capital,0.037
85,accused,0.016
17,lending,0.012
85,karachi,0.02
42,hafiz,0.033
35,recession,0.013
86,mohammad,0.026
53,taiba,0.037
63,night,0.013
37,chief,0.063
0,dora,0.015
21,western,0.02
88,caretaker,0.013
83,lashkar,0.058
81,border,0.035
60,hafiz,0.076
26,concerned,0.01
43,sherbon,0.015
52,suspected,0.017
37,leaving,0.017
38,border,0.034
76,indian,0.013
80,since,0.02
7,senate,0.014
19,police,0.027
45,kilometers,0.023
24,well,0.016
44,dozen,0.015
54,role,0.011
40,resignation,0.015
60,e,0.018
58,massing,0.053
23,escalated,0.032
16,militant,0.019
68,police,0.025
14,two,0.018
44,taiba,0.059
73,political,0.013
80,staging,0.026
85,capital,0.033
63,office,0.019
83,srinagar,0.017
88,road,0.035
20,six,0.02
56,50,0.036
17,came,0.019
16,border,0.037
83,behest,0.024
13,recorded,0.019
23,dozen,0.046
1,argentina,0.029
64,recorded,0.034
4,peronists,0.024
59,tensions,0.021
36,puerta,0.024
19,shootout,0.034
57,hafiz,0.026
58,wales,0.013
7,within,0.01
5,pakistan,0.011
33,india,0.018
0,assume,0.01
56,kashmiri,0.023
77,aldolfo,0.016
5,northern,0.014
46,tensions,0.015
69,parliament,0.047
31,place,0.024
1,last,0.018
74,just,0.015
45,end,0.025
71,say,0.024
