Topic,Term,Value
13,senate,0.022
14,recorded,0.022
7,organisations,0.02
1,ago,0.013
10,december,0.017
9,groups,0.033
7,india,0.027
16,long,0.015
5,senior,0.024
3,level,0.07
11,militants,0.06
14,economic,0.021
10,long,0.03
7,deaths,0.014
8,organisations,0.023
9,year,0.016
6,victoria,0.024
3,soared,0.059
12,hafiz,0.037
8,officer,0.022
8,e,0.044
4,massing,0.035
7,diplomatic,0.019
14,soared,0.032
19,50,0.073
12,lawmaker,0.016
12,christmas,0.025
3,45,0.015
6,economic,0.021
13,territory,0.02
7,sides,0.021
17,attack,0.02
14,south,0.014
2,saeed,0.033
18,million,0.013
2,chief,0.029
17,accused,0.024
8,likely,0.028
1,deepened,0.014
12,security,0.037
15,groups,0.014
10,took,0.034
9,days,0.014
3,parliament,0.025
16,military,0.026
15,police,0.041
6,will,0.054
6,13,0.036
6,12,0.014
2,war,0.03
9,dead,0.031
6,labour,0.013
17,fellow,0.014
3,period,0.014
19,eight,0.069
15,jobs,0.018
4,long,0.041
8,trading,0.018
12,likely,0.018
13,s,0.042
11,three,0.037
6,holiday,0.015
14,currency,0.017
10,came,0.016
12,deaths,0.027
17,massive,0.04
11,shootout,0.047
15,australia,0.016
18,trading,0.022
0,accused,0.076
7,targetting,0.039
11,groups,0.043
14,dozen,0.017
3,20,0.032
4,tat,0.028
0,militant,0.013
2,queensland,0.016
12,promising,0.018
14,hafiz,0.034
2,raids,0.027
8,carrying,0.034
11,50,0.012
12,yesterday,0.027
13,time,0.015
8,police,0.045
7,encounter,0.021
17,wales,0.023
1,long,0.013
13,parliament,0.024
6,escalated,0.049
18,place,0.045
9,behest,0.027
14,deaths,0.016
11,sanctions,0.031
11,sides,0.021
10,congress,0.018
17,western,0.022
6,quit,0.021
7,escalated,0.039
4,remain,0.034
13,dead,0.034
16,mohammed,0.025
10,sides,0.026
12,summer,0.017
14,diplomatic,0.016
13,raids,0.02
9,two,0.048
11,stands,0.023
11,new,0.016
8,militants,0.019
16,period,0.05
0,dora,0.017
15,foreign,0.021
9,diplomatic,0.023
6,daunting,0.02
8,mohammed,0.031
1,territory,0.021
12,suspended,0.019
0,groups,0.043
14,northern,0.016
8,deaths,0.033
2,inappropriate,0.012
7,rescue,0.035
1,tasmania,0.03
15,years,0.028
12,launched,0.03
17,following,0.019
4,india,0.058
8,taiba,0.06
17,debt,0.016
11,two,0.025
11,government,0.027
11,place,0.014
13,caring,0.017
1,indian,0.059
5,deaths,0.024
0,targetting,0.013
11,debt,0.014
12,south,0.021
5,suspended,0.022
2,new,0.025
1,fewer,0.03
18,parliament,0.022
5,well,0.037
9,christmas,0.016
8,re,0.014
15,war,0.031
11,india,0.012
8,extremist,0.03
14,new,0.014
5,currency,0.027
10,massing,0.018
0,eight,0.016
14,since,0.016
11,time,0.024
17,mohammad,0.027
2,key,0.015
9,india,0.017
11,predecessor,0.019
17,groups,0.019
14,place,0.032
8,military,0.039
16,militant,0.029
19,targetting,0.032
14,two,0.015
11,wales,0.029
13,staging,0.018
4,saeed,0.053
13,seen,0.027
1,troops,0.025
5,queensland,0.033
2,s,0.023
6,act,0.022
16,troops,0.018
16,sides,0.023
15,trading,0.048
5,south,0.028
14,police,0.039
19,raid,0.056
16,raid,0.028
3,militant,0.019
19,recession,0.02
7,toll,0.015
17,came,0.024
12,puerta,0.025
19,four,0.019
8,arrested,0.024
19,consider,0.02
4,deaths,0.035
6,health,0.028
10,debt,0.015
15,yesterday,0.04
2,parliament,0.03
5,better,0.013
0,behaviour,0.014
13,suspected,0.039
5,debt,0.018
16,soared,0.018
1,argentina,0.029
3,senate,0.026
3,12,0.017
7,arrested,0.014
18,carrying,0.028
3,tensions,0.013
7,hafiz,0.026
17,people,0.011
13,jaish,0.051
1,ramon,0.013
9,sides,0.05
18,1971,0.021
0,nitrous,0.011
12,toll,0.022
14,fatality,0.047
5,chief,0.028
0,pakistan,0.057
8,december,0.024
0,shot,0.016
4,december,0.023
4,recorded,0.023
12,targetting,0.032
3,stands,0.014
12,india,0.019
10,sanctions,0.026
11,indian,0.02
2,raid,0.027
2,behest,0.021
1,carrying,0.026
