Topic,Term,Value
13,senate,0.028
18,take,0.025
19,kilometers,0.014
0,political,0.019
3,tat,0.031
26,indian,0.025
18,announcing,0.013
18,chief,0.008
3,came,0.047
6,work,0.011
13,wales,0.012
23,western,0.036
19,rescue,0.019
9,pakistan,0.016
13,roads,0.019
22,military,0.021
27,worst,0.013
18,government,0.021
22,quit,0.013
8,seen,0.01
19,behest,0.039
6,repayment,0.018
29,dora,0.042
19,troops,0.029
3,organisations,0.012
27,sanctions,0.035
24,escalated,0.014
8,officer,0.012
7,groups,0.031
11,wales,0.016
19,pakistan,0.022
10,village,0.018
21,one,0.013
16,1971,0.024
6,indian,0.05
5,dead,0.018
22,western,0.027
27,arrested,0.02
13,territory,0.025
29,saeed,0.014
24,jaish,0.038
11,isolated,0.009
17,attack,0.027
20,shootout,0.025
24,militant,0.012
2,chief,0.025
22,another,0.024
27,shot,0.024
17,accused,0.028
4,resigned,0.01
9,repayment,0.02
2,oxide,0.01
4,two,0.034
3,war,0.013
2,intelligence,0.048
4,southern,0.01
11,died,0.021
8,dozen,0.039
14,tat,0.01
2,victoria,0.021
22,45,0.015
12,ve,0.022
27,december,0.038
2,war,0.035
12,elections,0.014
6,labour,0.01
24,eight,0.032
29,along,0.013
9,victoria,0.012
10,remain,0.009
14,massive,0.014
2,tensions,0.045
20,labour,0.011
5,road,0.012
26,escalated,0.048
23,support,0.013
23,shootout,0.021
10,came,0.05
6,road,0.042
1,will,0.065
11,shootout,0.029
7,angry,0.013
14,president,0.016
6,occasions,0.014
6,annoyed,0.017
0,accused,0.066
7,targetting,0.035
25,two,0.011
5,just,0.014
17,raids,0.018
24,rodregiuez,0.016
4,tat,0.013
13,security,0.073
27,seen,0.021
17,military,0.042
16,victoria,0.01
2,stands,0.018
20,says,0.013
22,mohammad,0.045
20,capital,0.017
0,jaish,0.008
8,three,0.014
21,series,0.015
10,repayment,0.011
7,encounter,0.019
16,days,0.009
13,parliament,0.021
18,place,0.015
23,died,0.012
25,groups,0.03
15,senior,0.021
10,peronists,0.012
12,fatality,0.016
8,staff,0.008
25,international,0.009
15,illawarra,0.012
2,sydney,0.011
9,congress,0.029
21,war,0.017
28,predecessor,0.015
5,saeed,0.027
24,raids,0.035
28,war,0.015
27,free,0.038
3,carrying,0.011
11,new,0.038
1,isolated,0.007
9,diplomatic,0.031
16,whoever,0.01
6,national,0.043
5,forces,0.014
9,re,0.009
1,well,0.022
23,labour,0.013
0,groups,0.028
9,raids,0.016
24,capital,0.014
17,southern,0.008
2,eight,0.013
9,following,0.02
4,india,0.077
22,remain,0.023
10,sides,0.045
3,free,0.011
26,since,0.027
24,scheduled,0.01
29,attack,0.025
0,targetting,0.01
9,year,0.015
7,recorded,0.028
17,long,0.029
17,fellow,0.01
9,deaths,0.014
14,currency,0.017
14,new,0.028
4,dora,0.016
22,hafiz,0.018
7,ll,0.01
22,capital,0.009
2,four,0.009
19,roads,0.027
22,interim,0.013
20,long,0.043
11,staging,0.012
5,fatality,0.011
16,forces,0.013
16,extremist,0.03
3,default,0.017
8,daunting,0.023
23,capital,0.015
4,launched,0.018
13,seen,0.033
24,senate,0.015
18,extremist,0.029
2,militant,0.014
11,roads,0.029
9,militant,0.025
6,support,0.012
11,forces,0.019
20,sides,0.017
19,two,0.013
23,recorded,0.014
6,act,0.014
21,died,0.013
4,night,0.036
15,within,0.012
21,illawarra,0.009
27,long,0.015
0,fellow,0.01
16,mohammad,0.013
17,stands,0.012
21,leader,0.008
6,likely,0.013
22,two,0.017
29,president,0.013
3,extremist,0.012
26,tensions,0.011
9,since,0.048
15,told,0.01
25,tasmania,0.013
22,encounter,0.025
15,toll,0.014
2,carrying,0.016
1,massing,0.014
5,better,0.011
19,50,0.018
23,four,0.008
11,announced,0.026
24,worst,0.009
12,relocated,0.011
19,plan,0.013
18,interim,0.029
15,ramon,0.01
25,shootout,0.031
15,1971,0.017
4,northern,0.024
17,investigation,0.02
0,leaving,0.01
10,crisis,0.012
4,roads,0.01
12,targetting,0.015
23,border,0.014
27,since,0.016
23,jobs,0.018
2,behest,0.024
12,support,0.01
16,fewer,0.026
3,puerta,0.012
24,years,0.015
2,village,0.019
23,hafiz,0.012
16,presidency,0.01
3,well,0.03
28,troops,0.044
18,victoria,0.008
15,summer,0.011
29,ago,0.012
11,said,0.009
23,two,0.023
16,india,0.027
13,place,0.015
13,capital,0.042
8,india,0.051
15,dozen,0.01
3,people,0.011
12,long,0.021
28,kilometers,0.034
13,caretaker,0.011
8,yesterday,0.044
23,tasmania,0.015
8,srinagar,0.044
25,extremist,0.015
18,tasmania,0.025
22,50,0.023
28,sanctions,0.013
17,mohammed,0.04
14,territory,0.014
28,december,0.01
21,people,0.013
21,long,0.017
13,srinagar,0.04
28,militant,0.012
9,forces,0.023
6,peronists,0.012
15,security,0.014
8,territory,0.015
25,caretaker,0.008
2,1971,0.03
15,troops,0.016
23,suspected,0.011
29,eight,0.024
3,national,0.011
8,period,0.01
29,fatalities,0.029
14,senate,0.01
28,diplomatic,0.016
21,level,0.023
1,fatality,0.019
17,escalated,0.025
20,pakistan,0.024
9,nation,0.022
18,caretaker,0.019
20,holiday,0.012
4,will,0.048
3,will,0.033
3,security,0.047
9,soared,0.017
13,hospital,0.013
21,worst,0.011
7,eight,0.019
5,launched,0.027
17,shootout,0.011
14,organisations,0.027
1,political,0.014
11,organisations,0.023
7,suspected,0.013
28,deepened,0.015
7,year,0.02
4,dozen,0.018
17,office,0.017
13,night,0.023
23,tit,0.011
11,kashmir,0.045
20,45,0.027
13,fewer,0.015
7,e,0.034
7,resigned,0.013
14,50,0.028
9,tit,0.015
3,pakistani,0.014
19,role,0.012
4,south,0.012
29,massing,0.01
18,organisations,0.073
8,saeed,0.018
13,australia,0.031
5,officer,0.012
18,militant,0.037
3,deepened,0.018
15,died,0.036
26,appoints,0.02
23,troops,0.018
7,sanctions,0.014
29,trading,0.02
4,national,0.03
8,since,0.023
10,based,0.028
27,mohammed,0.071
9,better,0.011
5,two,0.036
3,border,0.021
2,shootout,0.036
4,border,0.012
10,tasmania,0.038
24,tit,0.068
25,remain,0.011
23,default,0.017
12,suspected,0.024
0,india,0.077
29,repayment,0.022
17,shot,0.009
29,two,0.039
4,raid,0.015
7,massive,0.015
5,says,0.01
29,accused,0.03
