Topic,Term,Value
11,yesterday,0.039
42,security,0.01
49,currency,0.008
26,indian,0.039
69,trading,0.013
5,jaish,0.014
20,accused,0.019
69,security,0.035
43,parliament,0.015
31,end,0.021
39,capital,0.03
47,karachi,0.011
19,troops,0.026
1,tony,0.008
27,sanctions,0.025
24,escalated,0.03
41,accused,0.012
11,wales,0.031
21,kashmir,0.027
32,shot,0.017
22,western,0.009
61,raid,0.029
41,pakistan,0.018
65,mohammed,0.026
53,trading,0.06
45,security,0.019
37,war,0.03
11,died,0.014
61,officer,0.011
32,hafiz,0.037
15,police,0.014
26,summer,0.032
63,key,0.013
24,eight,0.022
17,shot,0.053
54,deepened,0.017
67,capital,0.035
68,shot,0.031
46,new,0.013
38,scheduled,0.01
11,shootout,0.022
7,angry,0.01
65,level,0.034
69,extremist,0.036
0,accused,0.075
46,45,0.028
14,mohammad,0.017
44,dora,0.036
48,lending,0.01
20,act,0.012
52,days,0.009
48,sherbon,0.012
10,hours,0.013
60,tensions,0.011
50,able,0.012
55,accused,0.024
58,another,0.031
23,week,0.01
49,jaish,0.019
56,13,0.033
46,shootout,0.017
41,12,0.009
57,resigned,0.017
66,queensland,0.009
47,announced,0.012
5,saeed,0.039
58,just,0.014
21,holiday,0.013
29,police,0.035
0,behest,0.016
1,isolated,0.009
66,march,0.011
43,relocated,0.014
9,diplomatic,0.016
5,forces,0.022
60,isolated,0.012
0,groups,0.028
12,parliament,0.064
53,economic,0.009
30,raids,0.017
64,chief,0.044
1,tasmania,0.014
15,years,0.017
4,india,0.013
10,sides,0.038
60,massing,0.026
40,well,0.013
40,kilometers,0.051
69,night,0.019
66,says,0.009
66,troops,0.012
12,australia,0.017
57,stands,0.012
23,capital,0.013
63,suspected,0.046
55,time,0.031
25,deaths,0.032
20,scheduled,0.015
4,night,0.01
27,long,0.071
53,scheduled,0.011
55,within,0.012
44,time,0.012
6,likely,0.01
1,staging,0.016
40,tit,0.014
11,announced,0.018
67,three,0.012
60,place,0.015
36,three,0.033
58,period,0.009
22,wales,0.013
20,dora,0.015
12,task,0.031
27,international,0.02
23,well,0.011
39,trading,0.008
4,end,0.009
27,targetting,0.014
44,new,0.013
17,resignation,0.011
69,sides,0.021
43,will,0.037
64,promising,0.01
49,time,0.013
6,series,0.01
27,since,0.01
36,announced,0.016
30,stands,0.013
16,fewer,0.025
58,able,0.022
51,year,0.017
37,involved,0.009
35,carrying,0.013
35,dora,0.048
11,senate,0.012
0,mohammad,0.022
57,act,0.024
13,place,0.017
13,capital,0.038
61,pakistan,0.015
2,action,0.012
22,accused,0.017
24,leaving,0.016
67,people,0.019
32,carrying,0.025
56,yesterday,0.043
15,hafiz,0.038
27,behest,0.011
53,peronists,0.011
32,summer,0.018
63,organisations,0.015
13,srinagar,0.016
47,level,0.023
4,seen,0.037
62,based,0.024
8,territory,0.015
50,nation,0.017
15,troops,0.009
49,tensions,0.066
23,suspected,0.015
43,rescue,0.012
59,told,0.009
43,another,0.013
38,national,0.014
24,two,0.018
43,victoria,0.019
25,following,0.008
40,launched,0.024
9,soared,0.019
21,worst,0.021
7,eight,0.021
47,took,0.013
15,hours,0.012
62,capital,0.011
44,national,0.025
30,deaths,0.014
39,fellow,0.019
28,deepened,0.016
39,president,0.01
9,time,0.057
56,sanctions,0.046
41,interim,0.024
