Topic,Term,Value
12,labour,0.012
6,well,0.018
19,kilometers,0.015
27,role,0.012
34,suspected,0.013
38,roads,0.026
3,tat,0.03
18,chief,0.034
23,likely,0.032
5,jaish,0.024
13,kilometers,0.037
27,jobs,0.025
13,roads,0.057
25,daunting,0.016
25,targetting,0.01
22,military,0.024
39,capital,0.049
26,presidency,0.016
6,repayment,0.014
39,say,0.015
11,e,0.048
11,parliament,0.013
16,yesterday,0.014
29,dora,0.034
3,organisations,0.035
27,sanctions,0.018
7,45,0.039
24,escalated,0.047
18,toll,0.013
11,wales,0.019
0,escalated,0.023
21,kashmir,0.009
20,consider,0.013
17,political,0.01
16,1971,0.045
5,days,0.01
21,shootout,0.027
30,place,0.011
34,police,0.047
18,people,0.012
14,ll,0.01
13,territory,0.022
32,war,0.014
32,well,0.016
13,place,0.015
24,security,0.013
34,based,0.024
23,failed,0.013
2,saeed,0.033
18,million,0.012
2,chief,0.028
20,northern,0.018
8,likely,0.041
1,1971,0.009
2,intelligence,0.01
4,southern,0.042
8,dozen,0.02
14,tat,0.023
19,saeed,0.014
37,india,0.021
11,resigned,0.01
39,northern,0.014
26,summer,0.057
39,women,0.015
27,december,0.022
2,war,0.043
9,dead,0.022
8,another,0.013
24,eight,0.016
29,along,0.045
3,period,0.033
17,shot,0.033
19,eight,0.013
16,area,0.009
33,three,0.035
5,role,0.025
35,massing,0.012
37,years,0.018
31,worst,0.014
26,escalated,0.039
14,ago,0.011
31,trading,0.041
21,plan,0.009
24,died,0.025
1,will,0.023
11,shootout,0.013
13,wales,0.047
39,seen,0.016
29,summer,0.022
38,queensland,0.01
0,accused,0.051
0,organisations,0.013
25,two,0.019
24,resigned,0.023
9,quit,0.027
17,raids,0.022
30,shot,0.045
19,time,0.011
17,ve,0.009
38,took,0.035
27,seen,0.032
17,military,0.011
19,nation,0.009
25,behest,0.014
30,know,0.016
38,northern,0.01
7,carrying,0.028
18,suspected,0.025
22,mohammad,0.033
20,capital,0.038
29,holiday,0.012
21,daunting,0.013
8,three,0.031
15,sydney,0.011
34,along,0.021
27,war,0.022
7,encounter,0.052
37,just,0.01
38,say,0.018
25,groups,0.024
12,last,0.027
32,president,0.021
31,years,0.01
12,fatality,0.015
27,failed,0.015
38,daunting,0.025
4,road,0.017
29,militant,0.043
33,default,0.011
1,kashmiri,0.008
17,dora,0.009
34,rodregiuez,0.011
27,know,0.012
16,know,0.017
8,tit,0.03
33,repayment,0.009
5,saeed,0.016
37,extremist,0.014
14,fewer,0.027
