Topic,Term,Value
72,act,0.012
50,45,0.014
11,yesterday,0.061
74,forces,0.011
42,security,0.037
32,road,0.038
35,inappropriate,0.018
78,currency,0.015
5,jaish,0.033
8,consider,0.008
69,security,0.029
58,intelligence,0.021
31,end,0.009
39,capital,0.012
34,groups,0.014
73,jobs,0.023
77,fatality,0.013
47,karachi,0.036
19,troops,0.042
27,sanctions,0.041
41,accused,0.012
49,international,0.012
5,dead,0.033
18,people,0.012
61,raid,0.035
32,war,0.021
70,likely,0.024
41,pakistan,0.018
20,shootout,0.048
16,parliament,0.01
45,security,0.052
27,shot,0.037
2,intelligence,0.022
37,war,0.035
43,13,0.029
43,12,0.011
44,support,0.012
32,hafiz,0.054
15,police,0.045
78,days,0.02
26,summer,0.039
63,key,0.018
71,war,0.029
22,relocated,0.01
24,eight,0.011
17,shot,0.015
19,eight,0.035
47,troops,0.014
52,45,0.008
61,debt,0.015
79,annoyed,0.02
0,accused,0.067
66,holiday,0.03
44,dora,0.01
23,leader,0.019
24,lawmaker,0.009
30,currency,0.01
31,says,0.012
35,queensland,0.011
71,tat,0.01
60,tensions,0.023
55,accused,0.021
23,week,0.01
76,since,0.046
49,jaish,0.042
43,massing,0.014
56,13,0.042
46,shootout,0.016
48,economic,0.012
49,stunned,0.018
63,likely,0.074
35,tackling,0.018
66,queensland,0.023
33,70,0.034
14,fewer,0.021
17,place,0.017
51,remain,0.015
29,police,0.019
4,crisis,0.017
66,march,0.016
5,forces,0.034
0,groups,0.049
12,parliament,0.022
53,economic,0.014
36,20,0.03
52,mohammad,0.014
49,arrested,0.042
64,chief,0.014
17,southern,0.011
4,india,0.023
25,illawarra,0.009
73,indian,0.009
10,sides,0.029
11,along,0.066
60,massing,0.051
40,well,0.03
65,action,0.009
26,attack,0.009
75,act,0.022
29,mohammad,0.03
47,since,0.012
14,new,0.02
66,troops,0.017
79,fellow,0.017
2,four,0.009
32,saeed,0.014
73,arrested,0.012
29,hours,0.012
1,relocated,0.009
18,extremist,0.022
55,time,0.014
25,deaths,0.014
32,roads,0.013
20,scheduled,0.01
31,summer,0.03
4,night,0.018
27,long,0.011
66,leaving,0.017
42,last,0.027
71,staging,0.012
44,time,0.013
6,likely,0.036
22,two,0.058
73,50,0.058
78,western,0.013
73,task,0.017
68,assume,0.012
17,took,0.014
11,announced,0.024
69,saeed,0.036
12,relocated,0.008
58,period,0.013
20,dora,0.033
19,plan,0.017
50,sanctions,0.03
74,dead,0.025
12,task,0.016
27,international,0.015
73,roads,0.011
28,summer,0.012
39,trading,0.042
37,crisis,0.026
54,tat,0.015
37,tensions,0.092
3,stands,0.014
49,time,0.037
6,series,0.01
27,since,0.029
36,announced,0.052
72,unprofessional,0.012
46,told,0.011
48,mohammed,0.038
56,tit,0.017
77,northern,0.011
40,territory,0.05
35,dora,0.008
24,jaish,0.01
63,encounter,0.017
57,act,0.011
61,pakistan,0.039
44,caretaker,0.014
15,dozen,0.013
65,national,0.035
1,fellow,0.011
32,carrying,0.047
8,srinagar,0.012
15,hafiz,0.048
32,summer,0.032
63,organisations,0.037
13,srinagar,0.021
51,south,0.016
38,toll,0.022
15,resignation,0.017
62,based,0.02
8,territory,0.014
61,lending,0.016
17,know,0.021
15,troops,0.012
23,suspected,0.035
54,chief,0.016
12,year,0.017
75,kashmir,0.01
38,national,0.013
24,just,0.012
70,karachi,0.044
59,toll,0.018
75,based,0.019
9,soared,0.037
7,eight,0.016
5,launched,0.036
64,inappropriate,0.014
43,time,0.012
62,capital,0.025
44,national,0.015
14,organisations,0.08
30,deaths,0.02
64,suspected,0.026
76,three,0.016
28,deepened,0.012
70,50,0.014
39,president,0.01
25,peronists,0.024
22,lending,0.023
68,massing,0.034
6,since,0.014
55,risk,0.013
41,interim,0.014
58,illawarra,0.012
24,announced,0.043
61,taiba,0.023
79,tit,0.059
27,diplomatic,0.02
51,accused,0.009
33,accused,0.013
3,pakistani,0.023
46,massing,0.011
72,sides,0.011
51,took,0.064
29,massing,0.032
37,sides,0.034
21,dora,0.035
41,kashmiri,0.024
15,died,0.028
5,announced,0.036
69,taiba,0.014
52,deaths,0.022
31,territory,0.011
47,taiba,0.014
60,three,0.049
49,massing,0.013
36,mohammed,0.022
18,remain,0.01
67,indian,0.014
53,night,0.014
45,peronists,0.016
61,eight,0.013
9,pakistani,0.014
66,southern,0.025
25,remain,0.009
78,militant,0.022
0,india,0.089
75,tit,0.017
59,announcing,0.014
4,raid,0.029
32,december,0.056
67,elections,0.022
7,militants,0.011
73,soared,0.028
77,three,0.01
67,capital,0.03
0,war,0.009
40,packages,0.017
19,march,0.012
79,period,0.014
45,failed,0.018
23,indian,0.021
34,dozen,0.033
38,midwives,0.017
1,million,0.01
76,forces,0.041
37,13,0.017
4,since,0.018
6,dead,0.019
72,trading,0.013
67,kashmir,0.012
65,next,0.014
48,december,0.031
6,fellow,0.012
12,wollongong,0.014
69,died,0.013
2,western,0.019
72,tasmania,0.011
27,tit,0.014
9,mohammad,0.034
66,remain,0.017
40,indian,0.05
65,investigation,0.01
6,toll,0.025
27,soared,0.012
75,suspected,0.032
29,troops,0.009
73,congress,0.009
8,say,0.016
13,military,0.049
69,recorded,0.026
60,territory,0.022
66,tat,0.018
5,march,0.011
38,end,0.015
15,daunting,0.01
63,1971,0.018
37,two,0.017
60,worst,0.024
56,caretaker,0.011
47,place,0.042
68,raid,0.021
13,trading,0.01
70,recorded,0.019
55,hours,0.009
34,southern,0.021
68,srinagar,0.012
16,assumes,0.016
70,stands,0.011
8,police,0.022
59,trading,0.057
8,tensions,0.026
76,just,0.022
43,raid,0.026
39,13,0.103
45,dozen,0.019
41,roads,0.026
46,45,0.012
17,predecessor,0.011
7,stunned,0.012
79,karachi,0.035
17,militant,0.015
6,capital,0.017
20,organisations,0.026
65,suspected,0.031
55,pakistani,0.015
57,told,0.012
47,tat,0.031
48,southern,0.041
52,20,0.017
59,people,0.012
64,national,0.013
45,based,0.017
44,say,0.009
57,indian,0.056
36,yesterday,0.014
51,parliament,0.014
19,daunting,0.019
10,said,0.02
22,militant,0.012
74,recession,0.01
68,summer,0.042
62,died,0.012
53,said,0.01
16,well,0.013
27,announced,0.014
2,stands,0.016
35,angry,0.009
51,eight,0.033
47,militants,0.012
57,accused,0.011
29,government,0.017
50,summer,0.058
74,tasmania,0.013
15,period,0.018
44,suspected,0.017
57,security,0.015
62,organisations,0.015
10,well,0.022
64,india,0.021
77,oxide,0.01
59,stands,0.021
36,saeed,0.016
41,tasmania,0.03
42,predecessor,0.014
10,next,0.019
1,new,0.036
37,well,0.029
11,indian,0.025
33,13,0.027
3,puerta,0.009
48,troops,0.018
9,senior,0.024
3,recorded,0.011
46,kilometers,0.012
73,northern,0.032
54,peronists,0.012
48,ll,0.011
6,queensland,0.01
35,crisis,0.009
22,lawmaker,0.012
12,congress,0.024
26,e,0.047
24,million,0.011
59,taiba,0.017
76,karachi,0.011
19,accused,0.015
67,long,0.014
54,following,0.016
60,south,0.01
71,s,0.067
72,lawmaker,0.009
10,area,0.01
78,road,0.039
71,e,0.009
72,took,0.054
41,encounter,0.02
49,well,0.018
0,area,0.009
30,carrying,0.02
45,war,0.028
51,capital,0.015
62,staging,0.041
67,1971,0.018
23,massing,0.013
58,military,0.042
64,1971,0.028
37,caring,0.014
57,wales,0.029
38,area,0.012
43,quit,0.017
51,yesterday,0.036
64,war,0.045
55,queensland,0.031
40,hospital,0.014
66,say,0.084
63,massing,0.033
39,leaving,0.012
52,days,0.008
4,say,0.013
62,tit,0.028
56,hospital,0.013
13,well,0.018
59,million,0.009
10,night,0.012
59,saa,0.014
31,mohammed,0.023
39,groups,0.015
59,say,0.042
67,will,0.013
15,organisations,0.009
11,six,0.009
71,following,0.009
13,kashmiri,0.06
27,scheduled,0.01
66,repayment,0.011
46,dead,0.033
12,predecessor,0.009
67,announced,0.017
20,staging,0.101
1,hafiz,0.015
79,sides,0.017
72,fellow,0.013
9,chief,0.02
46,forces,0.016
9,resigned,0.026
21,resignation,0.021
63,able,0.012
11,announcing,0.025
5,military,0.027
64,place,0.052
68,diplomatic,0.014
68,1971,0.018
2,srinagar,0.014
40,militants,0.018
34,saa,0.01
73,security,0.023
11,summer,0.013
47,dead,0.012
34,say,0.017
62,territory,0.026
20,unprofessional,0.017
54,took,0.024
7,tit,0.032
51,put,0.009
17,security,0.013
41,stunned,0.012
42,mohammad,0.054
30,militant,0.013
20,ramon,0.015
69,economic,0.01
64,died,0.025
10,resigned,0.009
24,raids,0.015
20,along,0.052
71,shootout,0.031
59,tony,0.013
45,escalated,0.021
64,end,0.013
47,south,0.018
21,accused,0.042
69,week,0.011
13,karachi,0.016
10,fatalities,0.021
14,remain,0.016
14,lawmaker,0.028
43,announcing,0.012
74,agencies,0.012
52,elections,0.009
53,indian,0.034
38,extremist,0.022
69,northern,0.016
2,plan,0.009
43,border,0.02
10,fewer,0.014
50,militant,0.025
62,50,0.015
68,another,0.011
77,foreign,0.012
37,southern,0.015
36,soared,0.029
37,will,0.011
31,say,0.015
31,accused,0.045
50,announced,0.009
18,border,0.019
53,appoints,0.017
45,new,0.014
3,march,0.019
19,suspected,0.015
52,period,0.036
10,escalated,0.024
30,level,0.01
42,police,0.019
11,conduct,0.019
62,soared,0.036
21,senate,0.014
46,long,0.042
2,took,0.01
39,tensions,0.036
34,security,0.039
55,mohammed,0.02
79,yesterday,0.061
22,peronists,0.008
66,series,0.017
64,based,0.013
12,indian,0.046
52,president,0.015
47,failed,0.016
52,tat,0.008
75,diplomatic,0.025
18,packages,0.009
75,sydney,0.009
22,said,0.012
30,raids,0.013
30,week,0.02
54,village,0.028
11,tat,0.013
20,lawmaker,0.012
38,dozen,0.036
41,took,0.024
19,ll,0.009
1,years,0.012
69,three,0.014
13,massing,0.025
78,saeed,0.022
4,place,0.03
20,period,0.016
34,deepened,0.023
52,holiday,0.033
30,sides,0.036
14,india,0.032
49,tit,0.042
69,1971,0.017
12,tensions,0.019
68,december,0.037
15,e,0.064
19,toll,0.012
38,security,0.044
43,daunting,0.01
35,scheduled,0.008
12,pakistan,0.044
28,task,0.025
44,another,0.02
42,foreign,0.012
43,accused,0.012
65,jaish,0.064
68,place,0.012
21,india,0.013
53,government,0.01
42,hafiz,0.012
74,december,0.011
77,predecessor,0.008
21,roads,0.042
12,summer,0.024
53,taiba,0.016
63,night,0.014
21,ramon,0.012
37,chief,0.058
72,eight,0.048
13,free,0.035
0,dora,0.025
69,currency,0.011
23,seen,0.07
33,worst,0.012
55,50,0.041
2,support,0.011
5,stunned,0.015
40,tackling,0.012
49,elections,0.011
64,task,0.012
36,came,0.051
36,e,0.098
78,territory,0.013
32,say,0.012
44,e,0.028
32,saa,0.011
38,border,0.042
48,national,0.044
44,period,0.028
18,resigned,0.013
55,arrested,0.017
56,role,0.022
21,toll,0.013
42,indian,0.027
79,failed,0.008
45,kilometers,0.034
24,well,0.017
16,time,0.016
40,resignation,0.01
26,southern,0.048
58,massing,0.043
27,whoever,0.011
60,s,0.035
16,militant,0.011
56,take,0.014
5,srinagar,0.009
14,two,0.027
39,quit,0.011
57,areas,0.009
69,night,0.013
28,queensland,0.017
8,eight,0.028
15,trading,0.021
8,died,0.015
28,following,0.008
63,soared,0.033
48,congress,0.026
17,came,0.012
57,military,0.039
16,border,0.02
4,deaths,0.017
65,tensions,0.019
57,holiday,0.01
13,recorded,0.014
68,came,0.014
1,argentina,0.02
77,international,0.011
45,summer,0.052
40,behest,0.011
19,shootout,0.027
57,hafiz,0.038
35,repayment,0.009
23,deepened,0.012
75,period,0.024
14,groups,0.014
78,failed,0.011
8,escalated,0.028
61,kilometers,0.028
68,45,0.022
77,aldolfo,0.011
74,south,0.033
46,tensions,0.018
57,peronists,0.024
54,queensland,0.009
71,saa,0.011
31,place,0.009
1,last,0.014
3,say,0.019
40,massive,0.028
