Topic,Term,Value
32,scheduled,0.012
42,security,0.03
48,suspected,0.025
33,intelligence,0.014
34,suspected,0.023
37,argentina,0.023
17,attack,0.028
21,northern,0.049
37,series,0.021
37,last,0.019
45,inappropriate,0.014
18,chief,0.017
5,since,0.018
23,likely,0.035
13,kilometers,0.02
9,period,0.024
9,pakistan,0.018
48,occasions,0.011
16,came,0.039
8,seen,0.047
26,presidency,0.016
39,say,0.012
18,military,0.017
11,parliament,0.023
42,soared,0.018
48,task,0.012
31,office,0.011
19,troops,0.025
3,organisations,0.026
27,sanctions,0.035
15,southern,0.013
24,escalated,0.047
18,toll,0.013
20,annoyed,0.013
28,leaving,0.014
36,people,0.011
19,pakistan,0.037
10,village,0.033
34,daunting,0.021
32,shot,0.018
42,another,0.014
17,said,0.017
30,resigned,0.015
12,president,0.012
3,crisis,0.014
30,place,0.017
34,police,0.043
18,people,0.032
38,dead,0.025
23,border,0.026
5,deepened,0.024
32,well,0.011
42,e,0.014
3,tat,0.018
34,based,0.013
11,president,0.014
16,parliament,0.015
46,support,0.01
45,security,0.041
27,shot,0.034
45,took,0.052
17,know,0.017
8,likely,0.018
1,1971,0.014
2,oxide,0.01
31,health,0.01
3,war,0.021
2,intelligence,0.023
37,war,0.025
11,died,0.01
8,dozen,0.036
13,chief,0.01
19,saeed,0.038
26,likely,0.011
37,india,0.061
39,women,0.012
8,saeed,0.039
35,year,0.021
5,quit,0.011
27,indian,0.012
9,dead,0.032
3,period,0.035
35,militant,0.016
19,eight,0.046
2,tensions,0.021
45,failed,0.015
9,died,0.014
47,troops,0.016
35,massing,0.02
28,staging,0.021
47,australia,0.04
26,escalated,0.022
31,kashmir,0.023
10,came,0.029
31,trading,0.043
11,shootout,0.012
49,place,0.017
14,president,0.057
46,accused,0.041
0,accused,0.056
22,says,0.016
24,resigned,0.014
44,dora,0.025
37,lawmaker,0.014
4,tat,0.017
43,suspected,0.018
13,security,0.012
49,raid,0.051
41,arrested,0.028
17,military,0.023
13,victoria,0.01
37,kashmiri,0.038
10,failed,0.011
16,victoria,0.012
7,carrying,0.026
30,currency,0.014
44,kashmir,0.021
22,mohammad,0.035
26,caretaker,0.014
29,holiday,0.02
6,labour,0.027
32,hafiz,0.02
30,say,0.01
47,pakistani,0.023
44,shootout,0.02
25,likely,0.062
27,occasions,0.021
28,wales,0.017
21,million,0.018
10,said,0.013
5,recession,0.015
2,ramon,0.017
48,indian,0.039
22,senior,0.014
41,13,0.022
6,night,0.013
4,senate,0.013
29,militant,0.019
45,series,0.011
49,year,0.018
34,support,0.016
5,saeed,0.056
43,trading,0.024
17,place,0.031
28,war,0.062
31,two,0.027
38,war,0.021
10,fatalities,0.018
22,year,0.032
17,war,0.039
29,police,0.031
0,behest,0.015
1,isolated,0.012
33,fatality,0.021
33,srinagar,0.021
25,days,0.037
6,national,0.015
48,organisations,0.023
1,well,0.023
0,groups,0.027
31,police,0.013
30,kashmir,0.054
4,better,0.011
27,body,0.012
31,quit,0.014
1,tasmania,0.017
31,victoria,0.011
11,police,0.025
41,soared,0.012
7,role,0.011
12,fellow,0.025
4,india,0.043
43,accused,0.01
18,karachi,0.025
39,time,0.019
39,soared,0.024
38,southern,0.013
26,since,0.031
40,border,0.027
23,period,0.013
40,well,0.018
29,attack,0.026
17,sanctions,0.031
35,better,0.013
7,northern,0.019
37,three,0.017
46,summer,0.012
17,long,0.017
25,relocated,0.011
38,intelligence,0.014
8,re,0.013
2,following,0.02
33,march,0.021
26,along,0.022
47,since,0.024
46,night,0.013
29,series,0.014
4,dora,0.016
22,hafiz,0.065
7,ll,0.01
22,capital,0.017
2,four,0.011
47,currency,0.015
10,assumes,0.012
2,political,0.01
19,remain,0.014
38,tit,0.022
39,since,0.089
16,extremist,0.02
23,stunned,0.012
47,fatalities,0.013
17,leader,0.011
48,saeed,0.02
37,national,0.015
38,quit,0.016
4,launched,0.03
45,use,0.019
25,massing,0.01
3,series,0.012
17,police,0.037
37,health,0.014
32,roads,0.018
40,says,0.014
23,recorded,0.019
40,will,0.022
42,stunned,0.028
24,three,0.011
25,night,0.012
2,launched,0.017
45,parliament,0.029
24,mohammad,0.037
46,south,0.025
46,yesterday,0.028
40,agencies,0.027
35,suspected,0.027
40,soared,0.028
46,said,0.024
3,militant,0.015
2,pakistan,0.024
9,service,0.014
16,fatality,0.035
31,announced,0.024
2,long,0.04
47,conduct,0.009
22,encounter,0.014
25,stunned,0.046
34,sanctions,0.018
39,e,0.033
18,within,0.015
17,took,0.026
18,concerned,0.011
6,act,0.022
34,remain,0.016
24,worst,0.021
16,srinagar,0.029
20,leader,0.013
42,behest,0.019
20,dora,0.025
19,plan,0.016
18,interim,0.032
30,encounter,0.024
16,hafiz,0.013
28,summer,0.025
39,trading,0.02
20,escalated,0.018
5,international,0.017
22,western,0.022
11,national,0.021
31,e,0.088
38,encounter,0.017
39,carrying,0.028
17,resignation,0.027
38,promising,0.012
22,taiba,0.032
29,queensland,0.014
22,took,0.028
10,crisis,0.022
18,hospital,0.011
2,period,0.027
43,will,0.043
37,tensions,0.016
12,targetting,0.036
3,stands,0.022
42,tit,0.018
6,series,0.018
27,since,0.022
48,since,0.012
32,one,0.016
12,executive,0.014
1,died,0.028
16,fewer,0.024
49,interim,0.011
8,targetting,0.046
15,time,0.02
41,1971,0.011
48,mohammed,0.016
23,hafiz,0.048
16,presidency,0.014
3,well,0.013
47,shot,0.017
37,agencies,0.018
35,dora,0.058
38,failed,0.012
4,hours,0.02
48,raids,0.018
29,ago,0.02
6,lending,0.019
42,role,0.01
41,pakistan,0.012
10,series,0.011
14,militants,0.018
43,nation,0.019
13,capital,0.013
6,know,0.014
8,india,0.022
3,people,0.015
35,southern,0.023
1,fellow,0.011
43,intelligence,0.015
32,carrying,0.035
18,militants,0.024
11,targetting,0.011
7,ramon,0.015
14,likely,0.021
49,crisis,0.016
32,summer,0.086
44,three,0.026
1,police,0.011
20,massive,0.012
43,police,0.019
45,eight,0.012
33,shootout,0.055
36,argentina,0.017
35,parliament,0.044
47,level,0.083
4,seen,0.018
14,million,0.015
44,road,0.016
32,long,0.039
8,territory,0.021
44,militant,0.043
6,behest,0.049
35,trading,0.046
40,southern,0.023
15,troops,0.02
49,tensions,0.025
34,tat,0.021
3,national,0.013
31,massing,0.026
26,predecessor,0.022
39,involved,0.015
30,whoever,0.016
19,announcing,0.017
42,raid,0.036
34,launched,0.022
37,based,0.069
28,diplomatic,0.017
38,south,0.037
46,50,0.041
10,summer,0.063
17,escalated,0.019
43,another,0.013
23,risk,0.013
18,eight,0.017
24,just,0.015
24,two,0.04
19,presidency,0.031
12,place,0.014
43,victoria,0.033
4,will,0.013
14,sides,0.013
3,will,0.036
40,launched,0.035
9,soared,0.009
5,launched,0.023
17,shootout,0.025
43,time,0.036
38,people,0.025
37,suspected,0.024
36,militants,0.019
4,forces,0.013
34,carrying,0.019
20,government,0.012
7,year,0.015
29,quit,0.018
30,scheduled,0.01
