Topic,Term,Value
13,arrested,0.017
10,say,0.038
19,dora,0.027
0,mohammad,0.025
14,recorded,0.011
4,s,0.026
11,karachi,0.023
5,13,0.05
18,border,0.022
8,took,0.038
14,kashmir,0.036
1,karachi,0.017
11,seen,0.028
9,wales,0.047
7,mohammed,0.041
16,seen,0.059
6,mohammad,0.045
16,national,0.015
19,diplomatic,0.022
9,groups,0.017
13,kilometers,0.023
6,ramon,0.02
13,roads,0.013
12,rodregiuez,0.011
16,victoria,0.013
11,another,0.012
14,sanctions,0.027
11,troops,0.019
8,crisis,0.029
18,caring,0.011
18,predecessor,0.015
15,tony,0.012
16,came,0.066
10,escalated,0.029
12,died,0.023
10,hafiz,0.037
4,office,0.014
7,deaths,0.062
11,police,0.03
11,period,0.026
4,parliament,0.02
15,launched,0.02
3,organisations,0.033
12,hafiz,0.068
7,groups,0.029
13,seen,0.017
4,lending,0.013
15,dead,0.014
19,pakistan,0.019
7,toll,0.018
11,shot,0.024
16,1971,0.011
2,work,0.013
3,karachi,0.068
2,action,0.01
1,came,0.015
13,accused,0.011
5,dead,0.036
16,eight,0.025
0,shootout,0.041
6,failed,0.019
3,leaving,0.012
15,along,0.044
1,12,0.028
7,sides,0.031
13,place,0.018
13,deaths,0.059
3,remain,0.018
0,kashmir,0.013
14,lashkar,0.037
16,dozen,0.028
6,crisis,0.015
2,chief,0.033
2,mohammed,0.031
10,office,0.01
9,failed,0.015
9,sydney,0.012
12,security,0.045
15,long,0.017
19,dead,0.022
4,southern,0.022
10,took,0.025
13,militant,0.024
19,saeed,0.027
18,raid,0.028
6,since,0.014
15,police,0.043
6,three,0.03
3,raids,0.04
15,india,0.031
18,fewer,0.014
8,saeed,0.018
6,13,0.057
14,take,0.013
12,20,0.026
11,india,0.011
13,toll,0.013
13,behaviour,0.013
1,key,0.011
2,kashmiri,0.018
3,southern,0.025
19,wales,0.022
17,shot,0.018
12,staging,0.019
3,northern,0.027
12,assumes,0.015
17,march,0.01
19,resignation,0.01
11,tat,0.022
11,australia,0.02
5,road,0.018
11,carrying,0.059
1,pakistani,0.019
1,assume,0.01
14,end,0.031
5,intelligence,0.015
8,srinagar,0.023
10,deepened,0.012
5,trading,0.02
11,night,0.081
5,jaish,0.013
1,years,0.026
8,kashmiri,0.023
9,road,0.02
5,ago,0.013
0,arrested,0.032
1,village,0.013
12,carrying,0.028
0,accused,0.076
7,targetting,0.051
16,week,0.017
19,srinagar,0.028
2,eight,0.015
4,ll,0.016
13,diplomatic,0.015
10,encounter,0.021
15,march,0.017
7,accused,0.017
7,shot,0.046
11,pakistani,0.031
6,saeed,0.024
5,stands,0.029
17,presidency,0.013
