Topic,Term,Value
13,senate,0.02
6,well,0.037
42,security,0.07
48,suspected,0.013
33,intelligence,0.026
23,sides,0.036
38,roads,0.023
13,kilometers,0.027
20,accused,0.036
35,targetting,0.02
22,military,0.02
16,came,0.042
39,capital,0.033
48,organisations,0.024
42,soared,0.015
48,task,0.02
29,series,0.022
31,support,0.022
7,groups,0.028
21,kashmir,0.021
42,work,0.022
3,another,0.021
5,dead,0.036
18,people,0.054
23,border,0.04
20,shootout,0.047
2,chief,0.021
34,areas,0.014
9,repayment,0.016
3,war,0.025
2,intelligence,0.031
44,support,0.015
37,india,0.035
15,police,0.02
3,period,0.014
45,daunting,0.014
26,road,0.024
26,escalated,0.046
31,kashmir,0.028
42,currency,0.013
6,road,0.014
43,rodregiuez,0.016
33,police,0.019
41,since,0.041
46,accused,0.025
44,level,0.023
0,accused,0.048
25,two,0.056
17,raids,0.043
27,seen,0.013
17,military,0.03
35,president,0.03
2,stands,0.015
37,soared,0.019
30,organisations,0.015
15,territory,0.019
13,parliament,0.053
12,last,0.017
48,indian,0.016
41,13,0.028
49,pakistani,0.073
4,road,0.029
49,stunned,0.014
1,women,0.012
47,inappropriate,0.016
26,foreign,0.019
9,congress,0.017
8,tit,0.027
45,fewer,0.029
37,extremist,0.018
1,ramon,0.014
28,war,0.029
31,two,0.022
10,fatalities,0.034
3,carrying,0.03
18,argentina,0.017
38,jaish,0.028
33,srinagar,0.026
5,forces,0.033
0,groups,0.021
23,economic,0.017
30,raids,0.034
30,kashmir,0.028
40,tensions,0.02
17,southern,0.039
2,eight,0.03
43,accused,0.032
45,economic,0.013
39,time,0.017
3,free,0.011
34,task,0.019
41,debt,0.017
23,period,0.025
44,tensions,0.015
34,worst,0.011
0,militants,0.013
40,kilometers,0.032
14,pakistani,0.016
26,quit,0.014
26,eight,0.024
47,yesterday,0.014
22,hafiz,0.036
35,senior,0.019
5,fatality,0.023
16,extremist,0.024
32,saeed,0.023
47,fatalities,0.029
3,default,0.016
49,deaths,0.024
34,failed,0.019
39,eight,0.029
35,war,0.018
25,deaths,0.039
32,roads,0.018
42,wollongong,0.013
23,recorded,0.038
30,senior,0.017
40,will,0.025
5,able,0.02
27,long,0.033
32,groups,0.015
45,parliament,0.028
16,mohammad,0.015
42,jobs,0.017
46,yesterday,0.028
35,suspected,0.034
36,deaths,0.031
3,extremist,0.032
27,raid,0.027
12,peronists,0.03
2,carrying,0.04
16,road,0.016
13,know,0.018
39,s,0.048
36,tit,0.048
11,announced,0.016
36,three,0.023
42,behest,0.057
20,dora,0.014
4,tensions,0.057
31,13,0.072
33,tensions,0.015
13,use,0.017
4,end,0.015
44,new,0.018
1,new,0.053
22,took,0.023
30,escalated,0.038
43,will,0.015
43,indian,0.041
23,service,0.016
42,tit,0.022
9,investigation,0.014
36,announced,0.03
7,70,0.015
8,targetting,0.027
32,dozen,0.038
16,presidency,0.019
28,troops,0.017
26,holiday,0.03
2,week,0.016
11,senate,0.028
23,two,0.044
16,india,0.041
3,people,0.029
13,caretaker,0.022
1,fellow,0.016
18,militants,0.055
8,srinagar,0.026
18,tasmania,0.024
36,government,0.014
15,hafiz,0.015
15,march,0.017
14,likely,0.028
28,december,0.03
49,western,0.029
48,use,0.012
48,summer,0.025
9,forces,0.061
19,military,0.02
38,told,0.019
32,jaish,0.026
32,long,0.033
6,behest,0.059
35,trading,0.038
40,southern,0.034
15,troops,0.029
49,tensions,0.024
40,quit,0.018
24,leaving,0.022
39,involved,0.014
19,announcing,0.015
37,based,0.048
12,year,0.028
8,fresh,0.039
46,seen,0.026
3,security,0.063
46,toll,0.018
22,jobs,0.019
46,told,0.016
24,since,0.029
14,organisations,0.02
4,forces,0.024
24,people,0.015
39,fellow,0.019
20,government,0.015
27,year,0.026
4,dozen,0.031
7,saa,0.025
4,level,0.02
7,resigned,0.014
14,50,0.016
24,announced,0.036
22,sanctions,0.04
9,tit,0.063
32,suspended,0.014
48,groups,0.012
33,accused,0.029
37,sides,0.033
45,three,0.028
16,50,0.022
15,died,0.029
42,time,0.024
8,since,0.023
26,oxide,0.013
45,50,0.028
5,two,0.062
3,border,0.029
30,intelligence,0.036
3,president,0.019
6,saeed,0.034
29,territory,0.023
12,suspected,0.021
0,india,0.087
7,police,0.021
7,massive,0.019
29,accused,0.013
28,extremist,0.022
29,pakistani,0.022
38,re,0.024
24,rescue,0.025
22,holiday,0.016
30,war,0.017
1,international,0.011
31,escalated,0.013
48,political,0.016
26,security,0.051
34,australia,0.05
19,took,0.025
29,leaving,0.02
26,people,0.018
12,raid,0.03
41,just,0.018
39,india,0.011
8,dora,0.052
22,lashkar,0.021
28,india,0.032
37,12,0.022
33,national,0.03
4,troops,0.017
41,behest,0.019
12,soared,0.031
6,dead,0.036
33,security,0.015
23,assumes,0.017
12,pakistani,0.053
21,intelligence,0.034
29,chief,0.02
22,default,0.021
40,summer,0.029
30,december,0.024
3,december,0.045
33,rescue,0.017
19,encounter,0.035
40,saa,0.013
9,indian,0.016
40,say,0.037
23,shot,0.016
8,pakistan,0.016
27,soared,0.05
16,stands,0.02
45,place,0.024
8,say,0.031
34,srinagar,0.053
28,mohammed,0.054
47,worst,0.018
26,organisations,0.031
32,senate,0.018
28,45,0.023
19,summer,0.046
36,along,0.015
38,saa,0.02
11,leader,0.034
21,militants,0.019
32,leaving,0.014
14,war,0.052
29,caretaker,0.015
16,raids,0.031
21,massing,0.024
17,three,0.026
49,e,0.072
40,isolated,0.017
17,whoever,0.015
20,s,0.014
9,years,0.03
37,shot,0.03
32,fresh,0.014
13,chief,0.02
33,lashkar,0.061
24,road,0.04
3,eight,0.012
3,level,0.019
28,tensions,0.027
22,militant,0.052
12,road,0.019
30,place,0.04
34,december,0.028
4,ve,0.014
1,security,0.046
8,accused,0.024
20,rescue,0.02
10,kashmiri,0.023
47,militants,0.081
42,likely,0.031
22,six,0.014
45,war,0.036
19,south,0.028
2,toll,0.02
46,targetting,0.043
20,sides,0.017
24,summer,0.016
29,raid,0.031
33,dozen,0.033
36,saeed,0.019
20,50,0.03
41,tasmania,0.019
38,eight,0.025
38,encounter,0.027
8,december,0.054
24,office,0.013
32,sanctions,0.072
5,congress,0.018
1,quit,0.012
23,tasmania,0.027
24,hafiz,0.033
35,deaths,0.027
6,period,0.022
42,announcing,0.029
24,million,0.026
15,diplomatic,0.034
44,toll,0.02
29,occasions,0.015
3,likely,0.029
45,chief,0.027
19,accused,0.017
9,fewer,0.021
27,1971,0.025
32,free,0.015
13,dozen,0.013
22,stunned,0.015
20,within,0.015
49,saeed,0.045
0,sanctions,0.037
26,last,0.013
40,toll,0.018
26,national,0.015
10,will,0.021
24,quit,0.032
5,arrested,0.026
23,massing,0.027
37,territory,0.017
21,tasmania,0.054
49,announcing,0.012
35,stunned,0.017
9,say,0.028
37,plan,0.017
8,raid,0.053
22,deepened,0.02
40,mohammed,0.013
17,mohammad,0.018
35,four,0.015
15,says,0.013
35,resignation,0.02
18,took,0.014
4,saa,0.017
22,forces,0.021
19,escalated,0.039
24,50,0.029
13,fatality,0.042
37,pakistan,0.027
39,leaving,0.014
4,say,0.048
32,sides,0.033
21,wales,0.021
44,came,0.018
44,troops,0.015
30,well,0.044
49,sides,0.019
40,senate,0.017
34,diplomatic,0.025
42,war,0.024
40,whoever,0.013
36,key,0.018
13,office,0.016
41,e,0.015
41,12,0.015
39,extremist,0.035
9,security,0.05
4,fatality,0.024
8,sydney,0.016
42,wales,0.028
7,mohammad,0.023
35,just,0.012
7,chief,0.028
11,based,0.028
6,presidency,0.018
17,fewer,0.014
7,dora,0.09
14,know,0.016
18,india,0.023
24,1971,0.066
31,extremist,0.02
46,extremist,0.029
46,forces,0.039
13,organisations,0.014
38,fewer,0.018
5,office,0.014
5,military,0.039
44,capital,0.024
9,resignation,0.019
1,behest,0.039
26,kashmir,0.028
48,scheduled,0.017
11,summer,0.022
17,government,0.012
43,presidency,0.017
33,two,0.012
36,dora,0.02
49,targetting,0.035
25,agencies,0.02
46,senate,0.033
5,targetting,0.02
5,night,0.054
20,ramon,0.027
44,chief,0.024
31,fellow,0.014
42,kilometers,0.028
24,12,0.017
10,resigned,0.016
40,forces,0.03
18,presidency,0.02
40,india,0.014
27,raids,0.016
19,fatality,0.015
48,puerta,0.032
10,jaish,0.033
34,village,0.011
6,wales,0.023
2,midwives,0.017
38,extremist,0.033
45,two,0.014
11,will,0.024
2,recorded,0.018
37,southern,0.033
10,say,0.019
14,recorded,0.025
29,militants,0.013
20,march,0.025
0,sides,0.017
49,srinagar,0.059
49,two,0.018
20,national,0.03
14,raid,0.014
10,escalated,0.021
6,militants,0.056
35,national,0.058
42,will,0.024
15,launched,0.021
7,told,0.015
2,staging,0.02
33,massing,0.022
12,attack,0.033
25,along,0.031
2,took,0.03
1,jaish,0.033
16,stunned,0.019
4,december,0.024
3,roads,0.02
6,trading,0.014
0,attack,0.033
29,behest,0.016
1,deepened,0.014
12,parliament,0.017
35,13,0.057
6,will,0.028
22,said,0.018
27,christmas,0.049
37,roads,0.041
13,e,0.03
11,tat,0.034
47,night,0.039
42,escalated,0.034
13,s,0.032
36,behest,0.055
11,night,0.02
19,will,0.035
37,capital,0.022
47,take,0.013
13,massing,0.027
17,announced,0.02
20,chief,0.026
15,s,0.024
45,died,0.025
34,mohammad,0.037
44,resignation,0.018
26,karachi,0.027
31,saeed,0.03
12,southern,0.025
37,sanctions,0.047
3,s,0.025
11,action,0.017
49,1971,0.023
21,two,0.023
33,agencies,0.022
21,india,0.038
20,behest,0.018
9,peronists,0.016
12,territory,0.061
43,launched,0.022
21,roads,0.018
40,lawmaker,0.025
9,two,0.022
32,period,0.014
21,western,0.022
18,massive,0.017
40,year,0.022
14,long,0.016
22,free,0.019
8,organisations,0.034
30,aldolfo,0.012
28,roads,0.037
36,since,0.037
0,staging,0.032
14,well,0.029
16,debt,0.016
27,groups,0.024
17,road,0.035
31,targetting,0.069
12,taiba,0.027
8,groups,0.023
42,another,0.013
9,christmas,0.016
20,congress,0.021
24,well,0.033
18,ve,0.017
45,christmas,0.021
16,time,0.016
13,long,0.037
26,southern,0.039
34,political,0.02
8,next,0.018
2,new,0.024
16,dead,0.017
13,conduct,0.017
14,two,0.037
48,india,0.031
39,quit,0.018
8,rescue,0.023
20,suspected,0.046
35,say,0.028
5,act,0.017
19,territory,0.027
11,assume,0.021
8,series,0.013
32,tit,0.055
6,leaving,0.016
43,based,0.025
22,mohammed,0.055
44,use,0.017
38,executive,0.015
22,crisis,0.02
34,puerta,0.016
40,war,0.018
13,recorded,0.016
1,argentina,0.029
37,organisations,0.035
12,work,0.016
15,sherbon,0.014
1,lashkar,0.013
3,new,0.011
10,shot,0.029
10,seen,0.027
47,isolated,0.016
4,pakistani,0.019
48,kashmiri,0.032
39,war,0.027
0,pakistan,0.053
4,year,0.055
35,daunting,0.023
20,last,0.042
22,likely,0.029
39,last,0.028
23,tensions,0.03
0,police,0.021
27,act,0.022
12,national,0.015
20,default,0.014
43,parliament,0.037
47,encounter,0.026
18,behest,0.035
14,south,0.026
2,seen,0.013
33,packages,0.013
34,intelligence,0.027
47,stunned,0.018
37,kashmiri,0.058
1,deaths,0.024
28,series,0.015
12,13,0.024
6,20,0.033
42,free,0.019
45,attack,0.034
36,another,0.013
37,three,0.032
3,road,0.019
16,december,0.027
9,interim,0.025
4,behest,0.046
18,assumes,0.026
2,deaths,0.032
13,resigned,0.015
6,lending,0.017
37,long,0.018
14,shootout,0.017
8,yesterday,0.04
14,raids,0.031
27,say,0.023
3,hafiz,0.029
13,sides,0.024
13,leader,0.027
18,said,0.016
17,western,0.017
36,isolated,0.024
26,militants,0.084
42,fellow,0.018
48,border,0.029
26,northern,0.023
34,died,0.019
33,days,0.015
38,say,0.018
28,say,0.034
36,died,0.027
34,sides,0.072
27,conduct,0.016
2,tasmania,0.028
13,peronists,0.029
26,daunting,0.012
12,resigned,0.02
22,tit,0.037
32,assume,0.013
36,suspending,0.026
10,interim,0.016
23,e,0.027
14,eight,0.021
24,tat,0.027
48,encounter,0.013
10,deaths,0.075
32,pakistan,0.024
2,southern,0.029
3,intelligence,0.017
41,dora,0.044
46,peronists,0.015
10,died,0.024
6,women,0.022
4,kashmir,0.052
43,packages,0.026
47,dora,0.043
27,recorded,0.014
44,military,0.021
19,security,0.021
20,summer,0.03
17,recorded,0.03
20,kashmiri,0.059
3,year,0.017
31,intelligence,0.031
23,india,0.032
39,resignation,0.015
36,act,0.021
0,kashmiri,0.014
6,took,0.033
24,shootout,0.031
42,road,0.027
0,s,0.021
43,key,0.019
18,resignation,0.016
4,militants,0.022
0,e,0.084
5,tit,0.042
45,intelligence,0.019
23,office,0.025
46,use,0.014
35,village,0.058
5,long,0.028
9,came,0.04
43,lending,0.021
27,pakistan,0.026
38,dora,0.017
1,congress,0.016
3,tackling,0.018
16,troops,0.02
14,13,0.032
14,12,0.017
3,militants,0.029
19,economic,0.022
37,pakistani,0.03
10,act,0.025
30,ve,0.014
15,agencies,0.016
40,extremist,0.049
15,ago,0.031
44,senate,0.021
18,escalated,0.026
2,remain,0.039
29,dozen,0.044
11,chief,0.033
3,summer,0.034
35,kashmiri,0.046
30,police,0.025
27,based,0.015
1,week,0.012
28,carrying,0.018
3,announced,0.022
34,capital,0.031
24,staff,0.017
49,along,0.017
34,relocated,0.016
45,suspected,0.022
11,likely,0.062
29,night,0.033
20,dozen,0.028
8,appoints,0.014
3,india,0.037
6,dozen,0.035
39,year,0.028
17,level,0.016
40,long,0.046
14,trading,0.015
48,people,0.039
31,security,0.018
4,christmas,0.032
24,level,0.023
0,since,0.019
33,50,0.019
16,chief,0.05
33,road,0.03
47,angry,0.02
42,raids,0.017
29,s,0.016
35,diplomatic,0.034
30,presidency,0.017
42,recorded,0.02
22,came,0.027
3,45,0.02
15,wales,0.037
34,70,0.012
43,repayment,0.014
6,extremist,0.034
49,president,0.017
4,died,0.035
10,war,0.026
48,ago,0.018
30,militant,0.014
30,raid,0.019
26,tat,0.026
47,extremist,0.04
46,military,0.029
29,queensland,0.018
37,night,0.023
0,military,0.075
9,based,0.027
38,key,0.029
15,place,0.024
16,soared,0.017
42,senate,0.019
2,forces,0.037
38,shot,0.017
15,six,0.014
11,mohammad,0.053
28,encounter,0.029
44,december,0.066
23,military,0.027
48,parliament,0.027
22,wales,0.022
13,shootout,0.025
21,escalated,0.029
43,jaish,0.07
33,village,0.017
47,india,0.043
27,assumes,0.015
24,plan,0.018
4,holiday,0.021
47,appoints,0.034
4,territory,0.03
15,kashmiri,0.016
47,accused,0.037
1,s,0.024
29,toll,0.032
47,rescue,0.023
48,deaths,0.028
40,e,0.017
1,based,0.04
38,assumes,0.015
23,tackling,0.016
10,appoints,0.026
27,two,0.032
14,series,0.024
23,raids,0.032
22,raid,0.023
26,ll,0.012
18,summer,0.031
22,summer,0.025
27,victoria,0.023
40,involved,0.014
21,puerta,0.015
48,act,0.016
19,seen,0.024
3,saeed,0.054
26,recorded,0.015
30,end,0.021
36,nation,0.022
25,lashkar,0.032
24,massing,0.023
9,sanctions,0.021
27,hafiz,0.016
7,took,0.029
7,attack,0.023
6,encounter,0.021
13,shot,0.022
36,groups,0.029
1,attack,0.02
2,border,0.019
7,1971,0.025
44,whoever,0.022
41,shot,0.073
7,dozen,0.018
9,use,0.013
46,announced,0.019
47,dozen,0.016
10,tony,0.018
28,took,0.058
25,encounter,0.064
19,december,0.035
41,queensland,0.016
4,staging,0.023
46,dozen,0.034
20,war,0.033
16,new,0.036
40,seen,0.029
36,southern,0.048
29,military,0.08
25,launched,0.021
21,since,0.023
40,troops,0.025
11,raids,0.028
43,arrested,0.064
2,nitrous,0.013
16,massing,0.028
22,groups,0.071
37,intelligence,0.024
5,sides,0.038
26,sanctions,0.029
5,village,0.077
15,will,0.033
5,time,0.029
1,20,0.023
