Topic,Term,Value
59,packages,0.024
31,place,0.029
11,yesterday,0.022
57,say,0.026
42,security,0.044
48,suspected,0.019
19,kilometers,0.013
34,suspected,0.032
3,tat,0.027
52,promising,0.014
60,agencies,0.02
69,say,0.025
78,currency,0.026
23,likely,0.018
5,jaish,0.041
9,interim,0.017
19,daunting,0.018
20,accused,0.014
35,targetting,0.034
78,deepened,0.018
58,intelligence,0.027
59,level,0.025
62,leader,0.015
62,mohammed,0.042
63,mohammed,0.047
11,parliament,0.013
64,suspending,0.013
48,task,0.019
47,karachi,0.023
75,tasmania,0.019
74,period,0.025
11,wales,0.026
6,massing,0.031
4,lending,0.015
28,20,0.016
21,kashmir,0.031
46,south,0.042
76,repayment,0.016
14,staff,0.03
50,rescue,0.016
17,said,0.042
69,kashmir,0.021
30,resigned,0.023
18,people,0.015
64,70,0.022
23,border,0.016
33,people,0.016
32,war,0.024
49,militants,0.024
45,will,0.022
13,place,0.06
74,road,0.019
34,dora,0.015
29,packages,0.013
79,since,0.022
27,shot,0.05
51,southern,0.019
60,45,0.017
3,senate,0.019
41,sherbon,0.014
43,13,0.013
47,act,0.038
19,saeed,0.065
58,southern,0.015
2,victoria,0.015
15,police,0.047
35,know,0.013
77,hafiz,0.018
70,border,0.025
49,police,0.026
2,war,0.031
24,eight,0.051
3,period,0.025
35,militant,0.054
2,tensions,0.037
66,forces,0.025
69,sydney,0.012
38,died,0.026
5,road,0.024
29,foreign,0.013
53,national,0.019
10,came,0.032
36,resigned,0.013
6,road,0.015
43,rodregiuez,0.017
73,place,0.049
54,act,0.022
21,tat,0.05
53,western,0.022
65,level,0.043
46,accused,0.027
0,accused,0.04
7,targetting,0.022
13,stunned,0.016
9,quit,0.017
52,saeed,0.05
30,shot,0.044
4,tat,0.025
74,leaving,0.02
25,behest,0.04
54,night,0.021
7,carrying,0.039
54,raids,0.032
22,mohammad,0.02
11,50,0.02
42,resigned,0.019
72,accused,0.031
24,last,0.022
53,whoever,0.019
23,rodregiuez,0.018
39,area,0.019
18,place,0.023
22,aldolfo,0.016
25,groups,0.018
77,escalated,0.016
69,promising,0.046
31,years,0.016
41,13,0.019
63,likely,0.026
46,political,0.015
29,militant,0.02
7,lawmaker,0.031
36,queensland,0.018
63,came,0.034
66,diplomatic,0.016
5,saeed,0.036
26,kashmiri,0.016
66,able,0.015
58,mohammed,0.029
3,carrying,0.016
54,toll,0.022
11,new,0.014
0,behest,0.029
8,seen,0.021
50,village,0.014
33,srinagar,0.026
77,troops,0.07
21,within,0.023
27,four,0.035
5,forces,0.025
0,groups,0.031
61,interim,0.022
57,will,0.027
38,tensions,0.045
52,mohammad,0.037
68,fellow,0.025
6,jaish,0.032
76,military,0.043
64,lending,0.016
4,india,0.019
22,remain,0.028
8,taiba,0.027
19,told,0.031
19,south,0.02
19,know,0.024
18,war,0.015
78,likely,0.041
36,taiba,0.031
40,well,0.028
43,say,0.025
46,targetting,0.03
14,pakistani,0.036
53,level,0.061
2,new,0.054
47,yesterday,0.038
71,two,0.029
69,night,0.069
44,crisis,0.013
79,place,0.022
23,free,0.019
47,since,0.021
25,crisis,0.017
66,troops,0.022
52,territory,0.013
36,assume,0.018
47,indian,0.031
63,northern,0.025
6,kilometers,0.063
71,deaths,0.074
25,aldolfo,0.016
10,peronists,0.024
16,forces,0.039
32,western,0.02
65,time,0.014
67,intelligence,0.017
48,saeed,0.055
49,deaths,0.023
35,long,0.046
39,eight,0.072
47,southern,0.026
2,militant,0.031
17,role,0.025
17,police,0.028
74,encounter,0.03
25,well,0.02
72,behaviour,0.015
36,people,0.019
19,two,0.035
4,night,0.058
70,ramon,0.02
25,pakistani,0.024
46,assumes,0.018
16,mohammad,0.042
10,village,0.022
45,accused,0.014
71,staging,0.033
73,trading,0.026
40,soared,0.029
65,groups,0.013
1,took,0.032
25,stunned,0.014
34,sanctions,0.03
71,died,0.028
67,encounter,0.021
53,hafiz,0.019
13,know,0.017
46,whoever,0.021
73,fatality,0.018
50,capital,0.027
30,encounter,0.027
62,says,0.02
31,arrested,0.023
58,s,0.08
22,executive,0.014
25,shootout,0.03
31,e,0.026
48,seen,0.027
78,soared,0.024
75,new,0.027
55,fresh,0.019
76,rescue,0.016
71,summer,0.02
2,period,0.02
73,mohammad,0.013
3,stands,0.023
42,tit,0.056
49,sanctions,0.03
40,scheduled,0.02
22,areas,0.015
33,organisations,0.015
2,village,0.033
42,australia,0.024
28,troops,0.05
73,last,0.038
47,shot,0.032
43,free,0.037
32,dora,0.035
74,deepened,0.022
54,holiday,0.015
63,encounter,0.047
16,india,0.026
10,series,0.015
43,nation,0.015
13,capital,0.027
58,predecessor,0.013
3,behaviour,0.013
63,jaish,0.02
32,45,0.019
22,accused,0.037
35,announced,0.045
60,50,0.03
57,predecessor,0.015
63,13,0.029
63,12,0.031
59,currency,0.019
61,massing,0.033
25,extremist,0.032
2,tat,0.061
18,tasmania,0.017
56,yesterday,0.027
22,50,0.028
57,extremist,0.029
14,likely,0.055
61,recorded,0.042
71,encounter,0.04
63,organisations,0.019
49,western,0.016
69,tit,0.03
69,within,0.018
48,summer,0.022
9,forces,0.019
2,chief,0.041
52,kashmiri,0.017
41,hafiz,0.013
22,holiday,0.022
32,long,0.041
54,since,0.082
70,since,0.076
68,encounter,0.016
54,south,0.022
77,two,0.023
47,forces,0.03
65,northern,0.03
15,troops,0.04
49,tensions,0.029
50,e,0.031
64,tit,0.024
77,default,0.02
64,massing,0.045
76,massing,0.034
67,diplomatic,0.068
42,following,0.014
62,areas,0.019
20,resignation,0.044
60,india,0.022
42,raid,0.022
47,massive,0.019
28,diplomatic,0.039
12,year,0.014
29,forces,0.017
5,fatalities,0.017
53,sides,0.022
75,kashmir,0.027
56,key,0.023
18,economic,0.022
37,e,0.031
3,will,0.017
64,summer,0.062
40,launched,0.055
53,promising,0.021
9,soared,0.014
7,eight,0.014
19,northern,0.036
52,diplomatic,0.049
58,carrying,0.054
48,diplomatic,0.057
30,dora,0.034
24,people,0.013
55,intelligence,0.024
38,road,0.018
44,march,0.021
64,carrying,0.014
76,massive,0.014
2,soared,0.033
36,india,0.015
60,areas,0.014
66,dead,0.045
27,shootout,0.013
51,encounter,0.062
48,groups,0.027
45,annoyed,0.014
3,pakistani,0.029
5,escalated,0.023
75,long,0.028
51,took,0.025
29,massing,0.04
37,sides,0.02
68,extremist,0.024
52,well,0.028
48,key,0.02
40,accused,0.068
41,kashmiri,0.027
19,ago,0.015
49,came,0.053
59,leaving,0.02
7,sanctions,0.024
25,troops,0.027
32,act,0.02
78,ramon,0.014
36,arrested,0.047
62,groups,0.032
42,put,0.015
47,border,0.026
2,northern,0.017
37,congress,0.017
5,two,0.057
3,border,0.024
37,saeed,0.041
36,village,0.032
53,night,0.037
79,nation,0.013
16,police,0.03
14,level,0.044
65,staging,0.035
45,risk,0.021
40,government,0.016
24,tit,0.015
3,president,0.03
39,indian,0.04
0,india,0.083
49,mohammed,0.032
57,along,0.036
72,well,0.014
1,pakistan,0.05
67,elections,0.015
29,accused,0.024
28,extremist,0.021
27,intelligence,0.046
28,groups,0.078
16,senior,0.018
31,escalated,0.029
78,sanctions,0.014
39,two,0.031
72,free,0.014
58,act,0.032
5,hafiz,0.036
73,border,0.024
74,repayment,0.015
18,taiba,0.063
55,village,0.056
75,sides,0.014
65,leaving,0.025
75,along,0.02
38,midwives,0.022
37,military,0.027
1,announced,0.026
8,dora,0.016
25,targetting,0.024
36,sherbon,0.012
25,health,0.017
36,lashkar,0.027
9,announced,0.015
32,suspected,0.029
12,queensland,0.017
28,staging,0.033
4,troops,0.057
69,13,0.018
67,territory,0.013
12,pakistani,0.02
72,trading,0.034
39,accused,0.022
52,know,0.013
75,sherbon,0.015
67,kashmir,0.053
23,behest,0.031
71,pakistan,0.025
50,dozen,0.092
63,parliament,0.026
0,queensland,0.012
45,45,0.017
72,recession,0.022
72,tasmania,0.02
66,hours,0.016
9,indian,0.032
40,say,0.024
15,night,0.029
35,million,0.024
61,police,0.015
45,trading,0.027
1,seen,0.027
6,srinagar,0.016
24,soared,0.024
56,wales,0.018
29,troops,0.026
69,chief,0.019
73,congress,0.039
66,tensions,0.042
63,ramon,0.015
41,sides,0.039
11,default,0.013
60,south,0.043
56,security,0.013
73,yesterday,0.026
45,hafiz,0.038
16,sanctions,0.075
79,50,0.033
11,shootout,0.038
60,territory,0.023
77,shot,0.032
23,groups,0.04
30,dozen,0.021
44,tit,0.025
63,1971,0.018
66,based,0.022
60,worst,0.017
65,caretaker,0.014
65,within,0.023
19,summer,0.027
75,place,0.036
66,targetting,0.032
21,agencies,0.016
55,recorded,0.023
37,foreign,0.021
48,area,0.013
47,pakistan,0.054
23,village,0.014
0,south,0.015
35,eight,0.05
18,mohammad,0.023
41,militant,0.03
59,trading,0.03
66,occasions,0.015
19,war,0.019
8,tensions,0.052
70,scheduled,0.018
49,s,0.022
43,raid,0.015
39,13,0.023
17,srinagar,0.037
60,area,0.015
15,based,0.022
26,shootout,0.023
