Topic,Term,Value
50,45,0.014
42,security,0.013
17,puerta,0.015
49,lending,0.011
3,tat,0.037
76,support,0.012
69,trading,0.016
73,place,0.018
20,accused,0.011
69,security,0.014
58,intelligence,0.034
31,end,0.014
39,capital,0.043
50,recorded,0.012
47,karachi,0.021
19,troops,0.025
24,escalated,0.029
86,mohammed,0.01
11,wales,0.013
21,kashmir,0.027
46,whoever,0.009
5,dead,0.013
75,rodregiuez,0.014
32,war,0.028
70,likely,0.012
69,national,0.01
41,pakistan,0.012
58,predecessor,0.028
65,mohammed,0.085
16,parliament,0.011
53,trading,0.02
45,security,0.022
2,oxide,0.012
3,war,0.037
2,intelligence,0.015
37,war,0.02
43,13,0.015
44,support,0.019
6,since,0.029
56,along,0.053
71,war,0.01
24,eight,0.011
17,shot,0.013
61,long,0.011
67,capital,0.018
68,shot,0.026
77,kilometers,0.022
47,troops,0.034
86,srinagar,0.04
54,three,0.021
61,police,0.035
58,road,0.018
69,extremist,0.014
0,accused,0.077
66,holiday,0.012
44,dora,0.04
23,leader,0.012
74,leaving,0.009
64,leader,0.02
19,since,0.011
68,groups,0.017
29,holiday,0.01
11,peronists,0.025
51,soared,0.035
50,police,0.057
55,accused,0.03
29,political,0.014
87,troops,0.012
23,week,0.012
76,since,0.017
12,last,0.013
43,massing,0.014
25,international,0.025
48,economic,0.011
18,government,0.008
57,militant,0.095
66,queensland,0.022
5,saeed,0.017
17,place,0.024
67,presidency,0.011
33,nation,0.015
27,relocated,0.01
51,remain,0.023
0,behest,0.015
9,diplomatic,0.012
47,annoyed,0.01
0,groups,0.058
12,parliament,0.016
30,raids,0.025
52,mohammad,0.029
82,national,0.015
64,chief,0.014
17,southern,0.022
4,india,0.032
8,taiba,0.02
11,along,0.015
56,area,0.009
41,promising,0.023
86,assumes,0.011
40,well,0.057
34,worst,0.037
40,kilometers,0.017
57,worst,0.009
78,war,0.019
66,following,0.008
6,following,0.015
47,since,0.019
25,crisis,0.022
16,government,0.01
6,interim,0.023
38,tit,0.043
32,saeed,0.035
73,arrested,0.02
80,kilometers,0.022
38,quit,0.017
63,suspected,0.013
18,extremist,0.065
55,time,0.027
25,deaths,0.009
2,groups,0.027
31,summer,0.043
85,deaths,0.068
0,peronists,0.009
4,night,0.027
27,long,0.022
41,role,0.015
71,staging,0.041
86,militant,0.02
6,likely,0.053
65,territory,0.01
1,staging,0.009
73,50,0.017
78,western,0.037
74,long,0.043
68,assume,0.016
58,behest,0.021
45,toll,0.022
11,announced,0.037
69,saeed,0.016
67,three,0.011
35,march,0.008
58,period,0.014
20,dora,0.01
74,dead,0.058
27,international,0.013
60,australia,0.019
28,summer,0.082
70,western,0.026
69,sides,0.011
44,whoever,0.012
54,tat,0.037
37,tensions,0.032
45,body,0.009
27,since,0.025
36,announced,0.013
30,stands,0.015
16,fewer,0.01
60,trading,0.021
79,toll,0.025
48,mohammed,0.032
56,tit,0.068
16,presidency,0.013
77,northern,0.014
31,said,0.01
32,know,0.02
35,carrying,0.036
40,territory,0.014
35,dora,0.013
11,senate,0.02
47,currency,0.01
40,mohammad,0.026
14,investigation,0.014
63,encounter,0.055
67,stands,0.032
89,road,0.033
14,militants,0.026
13,capital,0.011
44,caretaker,0.014
2,action,0.014
65,national,0.034
22,accused,0.017
67,people,0.013
32,carrying,0.015
8,srinagar,0.012
56,yesterday,0.023
15,march,0.019
54,southern,0.057
13,srinagar,0.013
51,south,0.072
38,toll,0.026
19,week,0.014
47,level,0.043
41,hafiz,0.012
8,territory,0.022
35,trading,0.014
38,put,0.02
49,tensions,0.019
85,1971,0.03
62,70,0.013
46,plan,0.022
54,chief,0.019
12,year,0.012
60,four,0.022
8,fresh,0.01
75,kashmir,0.012
24,just,0.012
70,karachi,0.01
24,two,0.057
19,presidency,0.019
43,victoria,0.009
23,new,0.01
25,ramon,0.011
7,eight,0.025
81,tasmania,0.034
47,took,0.035
46,told,0.015
30,deaths,0.013
69,encounter,0.013
61,officer,0.009
1,political,0.015
39,fellow,0.027
28,deepened,0.009
20,lashkar,0.018
39,president,0.01
22,lending,0.011
32,hafiz,0.013
74,hospital,0.013
23,relocated,0.009
82,yesterday,0.014
24,announced,0.063
61,taiba,0.062
84,extremist,0.013
79,tit,0.052
50,appoints,0.011
26,summer,0.031
33,accused,0.027
45,annoyed,0.012
46,massing,0.024
72,sides,0.018
74,place,0.015
29,massing,0.025
37,sides,0.01
15,act,0.027
16,50,0.015
41,kashmiri,0.029
15,died,0.018
86,western,0.014
60,elections,0.03
59,tasmania,0.017
52,intelligence,0.024
4,national,0.032
8,since,0.027
47,taiba,0.015
88,staging,0.011
36,mohammed,0.038
78,repayment,0.01
18,remain,0.014
20,police,0.06
80,pakistani,0.023
43,seen,0.014
74,kashmir,0.04
53,night,0.013
16,police,0.013
14,level,0.017
80,act,0.011
61,eight,0.015
9,pakistani,0.029
7,parliament,0.043
78,militant,0.023
0,india,0.089
49,mohammed,0.018
75,tit,0.016
4,raid,0.017
32,december,0.04
2,able,0.01
73,soared,0.042
77,three,0.013
19,eight,0.022
5,hafiz,0.009
11,20,0.01
87,kilometers,0.012
53,announcing,0.01
83,will,0.03
48,year,0.012
28,india,0.046
37,12,0.02
37,13,0.018
4,since,0.013
80,tasmania,0.009
72,trading,0.014
11,promising,0.013
26,suspected,0.021
48,december,0.029
84,congress,0.009
32,time,0.023
30,hafiz,0.014
19,fellow,0.016
20,launched,0.027
69,died,0.019
9,indian,0.049
27,tit,0.024
78,concerned,0.019
17,chief,0.018
12,recorded,0.045
24,soared,0.015
75,suspected,0.028
29,troops,0.023
19,taiba,0.01
8,say,0.051
80,relocated,0.009
64,deepened,0.01
69,recorded,0.012
55,roads,0.01
48,failed,0.013
60,territory,0.019
66,tat,0.045
5,march,0.011
38,end,0.013
15,daunting,0.015
56,caretaker,0.008
47,place,0.043
65,caretaker,0.018
68,raid,0.032
28,45,0.024
13,trading,0.027
26,two,0.032
43,said,0.011
66,targetting,0.026
21,agencies,0.009
59,resignation,0.013
55,hours,0.009
34,southern,0.039
45,western,0.013
68,srinagar,0.026
47,pakistan,0.016
49,march,0.013
46,extremist,0.017
88,christmas,0.01
4,chief,0.011
53,chief,0.022
39,13,0.017
87,assume,0.015
45,dozen,0.042
81,took,0.024
0,organisations,0.009
7,stunned,0.011
49,troops,0.018
80,leader,0.013
67,assume,0.023
88,international,0.014
20,organisations,0.014
14,another,0.013
88,long,0.019
65,suspected,0.017
48,southern,0.011
81,australia,0.033
59,people,0.049
9,extremist,0.016
45,based,0.014
23,night,0.037
57,indian,0.022
55,yesterday,0.031
83,resigned,0.011
36,yesterday,0.016
41,northern,0.011
41,resigned,0.012
19,daunting,0.025
58,hours,0.017
10,said,0.01
69,remain,0.022
71,trading,0.013
82,massing,0.011
74,recession,0.012
15,year,0.022
36,queensland,0.035
68,summer,0.031
28,wollongong,0.01
80,ramon,0.01
81,service,0.012
16,well,0.036
27,announced,0.023
35,angry,0.012
74,taiba,0.034
51,eight,0.016
47,militants,0.057
57,accused,0.033
29,government,0.009
11,rodregiuez,0.01
50,summer,0.014
43,president,0.009
74,tasmania,0.021
44,suspected,0.008
57,security,0.009
82,pakistan,0.04
62,organisations,0.053
20,sides,0.03
64,india,0.02
47,war,0.016
60,announced,0.054
60,came,0.025
41,tasmania,0.009
42,predecessor,0.017
10,northern,0.023
1,new,0.048
80,parliament,0.016
11,indian,0.018
3,puerta,0.012
42,assumes,0.01
17,since,0.037
48,troops,0.029
24,northern,0.014
36,lending,0.017
3,recorded,0.011
46,kilometers,0.029
73,northern,0.04
6,pakistani,0.028
54,will,0.017
22,lawmaker,0.01
16,level,0.026
26,e,0.035
5,leader,0.011
26,s,0.012
60,summer,0.056
76,debt,0.009
56,militants,0.012
20,capital,0.01
19,level,0.045
19,accused,0.013
6,involved,0.01
47,four,0.011
54,following,0.011
61,repayment,0.017
60,south,0.044
32,another,0.017
71,s,0.06
76,fatality,0.018
10,area,0.009
0,three,0.016
71,e,0.016
72,took,0.014
41,encounter,0.02
3,intelligence,0.023
49,well,0.016
30,carrying,0.033
45,war,0.016
5,territory,0.027
51,capital,0.023
67,1971,0.028
23,massing,0.023
39,massing,0.012
27,night,0.01
18,hours,0.011
7,raid,0.017
7,foreign,0.009
51,yesterday,0.012
35,four,0.023
89,resignation,0.012
44,appoints,0.009
64,war,0.018
25,concerned,0.009
55,queensland,0.011
51,organisations,0.033
84,shootout,0.018
10,holiday,0.016
56,groups,0.028
63,massing,0.014
59,economic,0.034
54,organisations,0.021
17,put,0.011
72,rodregiuez,0.009
28,eight,0.013
13,well,0.014
53,take,0.019
63,victoria,0.016
34,diplomatic,0.025
59,saa,0.01
31,mohammed,0.034
23,six,0.012
82,recorded,0.024
89,free,0.033
59,say,0.013
29,four,0.021
28,s,0.029
31,pakistani,0.053
15,organisations,0.021
88,tensions,0.056
78,mohammed,0.012
71,following,0.014
13,kashmiri,0.041
67,announced,0.029
20,staging,0.015
51,leaving,0.015
88,eight,0.014
24,fresh,0.008
27,dora,0.032
39,forces,0.052
56,south,0.035
1,stunned,0.019
72,fellow,0.024
87,karachi,0.01
76,came,0.012
9,chief,0.079
50,long,0.025
11,taiba,0.022
5,military,0.083
27,yesterday,0.041
89,jaish,0.041
68,diplomatic,0.012
2,srinagar,0.032
26,kashmir,0.012
40,militants,0.01
73,security,0.03
30,three,0.027
11,summer,0.017
7,karachi,0.012
34,say,0.013
1,march,0.018
85,nitrous,0.012
36,dora,0.017
83,military,0.021
7,tit,0.038
45,tasmania,0.019
59,night,0.035
42,mohammad,0.013
87,three,0.013
31,three,0.033
62,came,0.021
73,series,0.009
64,died,0.034
10,resigned,0.011
88,new,0.017
20,along,0.034
71,shootout,0.062
45,escalated,0.014
64,end,0.022
83,pakistani,0.036
69,week,0.01
13,karachi,0.014
11,health,0.014
88,took,0.034
66,tit,0.034
46,assume,0.02
53,indian,0.022
6,shot,0.027
69,northern,0.013
43,border,0.025
89,dozen,0.01
56,next,0.009
50,militant,0.017
39,along,0.013
68,another,0.013
70,mohammad,0.024
82,hafiz,0.017
37,southern,0.039
36,soared,0.009
37,will,0.025
44,territory,0.019
40,taiba,0.017
32,leader,0.015
20,mohammad,0.015
31,accused,0.013
6,staging,0.028
83,southern,0.03
45,new,0.015
69,suspected,0.01
9,india,0.012
89,war,0.01
19,suspected,0.034
52,period,0.056
6,roads,0.012
10,escalated,0.042
33,million,0.019
25,say,0.015
62,soared,0.051
40,lending,0.026
70,diplomatic,0.012
21,senate,0.02
2,took,0.016
34,security,0.024
0,announced,0.024
60,argentina,0.033
73,next,0.009
71,national,0.026
80,taiba,0.037
13,deaths,0.026
77,kashmir,0.018
6,eight,0.015
30,well,0.012
57,capital,0.034
74,militants,0.011
47,failed,0.011
52,tat,0.01
84,based,0.012
11,45,0.042
75,diplomatic,0.019
55,south,0.022
74,groups,0.029
15,time,0.026
22,said,0.01
36,20,0.012
18,another,0.026
84,eight,0.023
84,australia,0.009
34,likely,0.016
20,lawmaker,0.029
38,dozen,0.009
89,tensions,0.024
34,rescue,0.03
29,tackling,0.012
1,years,0.029
69,three,0.02
13,massing,0.013
67,accused,0.018
4,place,0.021
30,sides,0.028
14,india,0.033
14,six,0.015
17,holiday,0.009
49,tit,0.011
69,1971,0.013
12,tensions,0.015
47,caring,0.015
44,resignation,0.014
74,tensions,0.023
80,people,0.016
19,toll,0.01
8,lawmaker,0.014
86,action,0.009
12,southern,0.014
12,pakistan,0.02
61,place,0.022
44,another,0.009
65,jaish,0.012
85,saeed,0.043
73,indian,0.031
17,lending,0.008
42,hafiz,0.031
74,december,0.012
52,government,0.01
13,dead,0.018
33,worst,0.015
49,territory,0.031
86,mohammad,0.012
1,mohammad,0.027
63,night,0.029
37,chief,0.018
72,eight,0.012
13,free,0.009
0,dora,0.008
69,currency,0.011
88,south,0.013
23,seen,0.032
85,sanctions,0.021
2,support,0.017
83,lashkar,0.014
81,border,0.011
64,task,0.011
37,predecessor,0.011
17,road,0.019
70,seen,0.045
36,e,0.014
7,resignation,0.011
43,sherbon,0.013
52,suspected,0.051
37,leaving,0.011
16,based,0.028
38,border,0.014
48,national,0.045
12,repayment,0.019
76,indian,0.015
72,territory,0.018
80,since,0.035
7,senate,0.009
53,likely,0.049
11,tasmania,0.029
47,promising,0.015
24,well,0.041
89,jobs,0.02
3,tasmania,0.034
58,oxide,0.012
45,christmas,0.025
30,wollongong,0.012
87,sydney,0.013
26,southern,0.019
9,suspected,0.025
23,escalated,0.03
68,police,0.011
14,two,0.039
39,quit,0.015
29,argentina,0.011
81,period,0.011
69,night,0.033
81,organisations,0.016
80,staging,0.031
8,eight,0.03
63,office,0.012
15,trading,0.051
5,caretaker,0.012
8,died,0.011
63,soared,0.028
48,congress,0.009
43,based,0.022
67,leaving,0.02
56,50,0.03
86,territory,0.036
17,came,0.018
16,border,0.019
24,place,0.017
86,debt,0.01
1,argentina,0.031
77,peronists,0.01
37,organisations,0.035
4,peronists,0.01
11,days,0.02
46,agencies,0.01
45,summer,0.03
4,pakistani,0.045
40,behest,0.023
32,million,0.012
19,shootout,0.02
57,hafiz,0.017
29,yesterday,0.013
28,night,0.032
85,deepened,0.014
23,deepened,0.023
89,sanctions,0.032
1,free,0.014
14,groups,0.021
78,failed,0.023
8,escalated,0.025
0,northern,0.014
56,kashmiri,0.015
13,kashmir,0.016
74,south,0.012
46,tensions,0.018
54,queensland,0.014
80,shot,0.012
82,ve,0.01
42,along,0.043
31,place,0.05
3,say,0.019
24,crisis,0.013
75,tasmania,0.038
46,india,0.026
3,behest,0.01
58,came,0.009
62,intelligence,0.054
32,argentina,0.021
48,attack,0.016
12,13,0.011
12,12,0.017
37,troops,0.012
52,suspended,0.01
80,diplomatic,0.017
40,carrying,0.016
65,chief,0.018
59,four,0.015
84,international,0.018
15,came,0.069
18,13,0.012
60,toll,0.013
75,likely,0.023
26,military,0.041
70,ramon,0.009
68,since,0.028
52,staging,0.051
67,failed,0.009
39,stands,0.023
2,deaths,0.012
13,resigned,0.016
37,tat,0.034
89,sides,0.043
37,long,0.026
36,four,0.024
32,agencies,0.01
14,raids,0.031
17,last,0.014
13,sides,0.05
38,tasmania,0.015
47,forces,0.064
89,announced,0.033
32,village,0.034
58,srinagar,0.033
60,following,0.01
75,remain,0.037
78,seen,0.017
52,likely,0.009
1,leaving,0.011
44,aldolfo,0.008
66,know,0.012
48,border,0.032
24,senate,0.019
72,ll,0.01
44,fewer,0.031
59,along,0.035
34,sides,0.014
56,war,0.034
32,roads,0.013
21,e,0.051
75,45,0.029
12,capital,0.031
21,s,0.014
30,queensland,0.014
75,massing,0.017
38,peronists,0.016
84,dora,0.009
6,foreign,0.011
85,raids,0.012
34,arrested,0.015
34,hafiz,0.013
71,mohammad,0.015
63,chief,0.018
26,fewer,0.013
3,scheduled,0.009
15,fatality,0.009
15,million,0.022
22,indian,0.011
30,taiba,0.01
66,lawmaker,0.012
30,new,0.014
50,political,0.01
59,soared,0.033
88,indian,0.017
45,arrested,0.042
20,summer,0.016
20,kashmiri,0.066
3,year,0.027
33,take,0.014
89,kilometers,0.049
46,kashmiri,0.011
50,december,0.02
28,toll,0.025
27,deaths,0.033
46,chief,0.022
76,year,0.025
45,police,0.033
54,rescue,0.026
5,groups,0.02
70,new,0.01
53,capital,0.057
80,said,0.015
80,kashmiri,0.031
76,one,0.011
72,place,0.031
41,tat,0.016
68,daunting,0.009
70,13,0.033
70,12,0.016
29,fewer,0.03
42,sanctions,0.022
82,along,0.028
85,president,0.009
62,queensland,0.027
14,12,0.011
25,arrested,0.012
32,targetting,0.065
33,long,0.023
33,recorded,0.024
62,president,0.012
79,australia,0.027
17,1971,0.012
51,march,0.009
43,came,0.038
37,million,0.014
56,tackling,0.01
80,saa,0.014
88,forces,0.022
80,say,0.025
64,sherbon,0.015
84,took,0.013
83,seen,0.014
87,fatalities,0.018
63,village,0.032
71,india,0.067
51,within,0.008
41,say,0.012
73,will,0.055
29,roads,0.024
41,health,0.01
40,deepened,0.012
64,extremist,0.018
30,rescue,0.014
65,kashmir,0.018
71,resigned,0.015
4,20,0.015
2,suspending,0.014
62,resigned,0.021
30,based,0.009
6,came,0.041
83,shot,0.034
36,roads,0.013
77,likely,0.046
86,leader,0.015
71,shot,0.028
9,caretaker,0.01
67,behest,0.066
53,just,0.012
28,carrying,0.01
73,million,0.011
31,stands,0.026
43,groups,0.022
86,south,0.013
24,saeed,0.038
81,saeed,0.042
16,fatalities,0.021
12,saeed,0.028
75,wales,0.014
34,india,0.012
6,extremist,0.04
82,within,0.018
9,mohammed,0.013
42,extremist,0.014
43,pakistani,0.021
43,three,0.021
31,december,0.01
14,quit,0.016
23,launched,0.034
32,lashkar,0.057
57,escalated,0.057
62,time,0.016
69,political,0.014
59,jaish,0.028
29,queensland,0.012
79,targetting,0.062
73,troops,0.012
18,village,0.027
38,militant,0.052
16,soared,0.065
13,another,0.009
77,days,0.018
38,shot,0.029
78,sides,0.013
28,encounter,0.037
89,launched,0.023
23,military,0.039
78,ramon,0.009
16,rodregiuez,0.015
77,government,0.013
72,arrested,0.016
55,summer,0.028
38,pakistani,0.018
62,border,0.018
50,20,0.021
56,kilometers,0.034
33,australia,0.031
51,place,0.013
71,troops,0.024
50,new,0.012
47,accused,0.012
54,diplomatic,0.029
17,raid,0.036
3,dead,0.049
35,militants,0.02
21,road,0.015
62,summer,0.01
55,soared,0.018
6,based,0.023
73,roads,0.009
15,tit,0.025
37,dead,0.028
4,president,0.011
45,kashmiri,0.02
11,years,0.009
46,20,0.011
37,task,0.008
18,summer,0.038
65,sydney,0.009
53,came,0.013
31,took,0.02
21,recession,0.022
19,argentina,0.016
19,seen,0.036
58,arrested,0.023
19,tasmania,0.04
39,puerta,0.033
28,political,0.023
25,rodregiuez,0.02
0,suspected,0.025
16,wales,0.013
24,accused,0.019
84,came,0.044
77,groups,0.018
68,toll,0.011
21,use,0.016
7,took,0.031
81,years,0.011
23,place,0.034
86,ramon,0.011
35,capital,0.02
13,shot,0.013
16,militants,0.016
59,act,0.024
23,risk,0.012
12,mohammad,0.018
7,1971,0.047
25,quit,0.011
27,stands,0.035
69,e,0.017
14,massing,0.024
74,attack,0.026
85,december,0.045
34,came,0.06
22,security,0.043
8,war,0.033
21,tit,0.029
28,tat,0.038
3,remain,0.015
47,arrested,0.033
53,australia,0.019
83,since,0.036
83,summer,0.032
4,staging,0.05
64,consider,0.017
32,year,0.011
67,dozen,0.018
46,militant,0.034
40,troops,0.02
25,three,0.026
4,village,0.01
41,pakistani,0.029
30,task,0.013
52,1971,0.03
18,new,0.024
1,military,0.037
9,hafiz,0.013
64,holiday,0.012
83,capital,0.017
5,sides,0.011
65,fresh,0.009
71,carrying,0.033
38,groups,0.012
1,period,0.017
23,million,0.01
84,raid,0.051
87,south,0.039
87,predecessor,0.014
33,dead,0.011
8,tat,0.036
56,areas,0.017
23,lending,0.013
24,agencies,0.013
56,seen,0.015
70,next,0.017
14,jobs,0.01
75,targetting,0.009
44,yesterday,0.025
55,well,0.035
16,e,0.016
34,saeed,0.014
77,currency,0.019
50,recession,0.015
86,lashkar,0.019
52,argentina,0.009
29,long,0.014
87,seen,0.016
34,shot,0.033
7,territory,0.011
56,economic,0.014
0,parliament,0.012
45,senate,0.011
7,announced,0.036
82,aldolfo,0.019
18,office,0.011
57,territory,0.047
23,srinagar,0.04
15,suspected,0.011
31,mohammad,0.058
12,took,0.027
56,road,0.018
5,india,0.025
23,inappropriate,0.013
45,free,0.036
77,arrested,0.028
21,occasions,0.011
69,period,0.012
66,took,0.021
61,escalated,0.044
47,say,0.009
77,massing,0.038
45,srinagar,0.021
6,groups,0.018
19,last,0.012
27,militants,0.057
28,last,0.014
4,pakistan,0.024
6,pakistan,0.015
58,will,0.019
48,health,0.01
67,recession,0.009
1,south,0.051
15,forces,0.019
15,behest,0.029
34,international,0.021
