Topic,Term,Value
7,organisations,0.033
33,southern,0.012
11,yesterday,0.039
17,days,0.011
6,well,0.012
13,tasmania,0.017
32,scheduled,0.026
42,security,0.018
48,suspected,0.015
49,currency,0.012
19,kilometers,0.018
33,intelligence,0.056
34,suspected,0.009
46,attack,0.019
38,roads,0.013
3,tat,0.025
18,dead,0.028
35,year,0.035
6,mohammad,0.062
8,jaish,0.024
5,kilometers,0.009
5,jaish,0.015
13,kilometers,0.021
23,western,0.011
5,failed,0.011
9,pakistan,0.026
38,took,0.016
24,suspended,0.02
35,targetting,0.025
45,kashmir,0.02
13,know,0.011
12,fatality,0.025
49,told,0.028
27,worst,0.017
18,government,0.009
16,came,0.017
9,trading,0.014
39,capital,0.013
8,seen,0.016
19,behest,0.025
22,suspended,0.012
17,s,0.009
11,parliament,0.029
45,economic,0.032
6,fresh,0.01
16,yesterday,0.016
31,office,0.018
21,peronists,0.009
14,pakistani,0.013
3,organisations,0.039
14,just,0.011
15,southern,0.032
41,accused,0.013
38,50,0.033
28,leaving,0.024
36,people,0.016
21,remain,0.009
19,pakistan,0.027
46,south,0.014
34,daunting,0.01
16,1971,0.037
17,said,0.016
21,shootout,0.024
5,dead,0.03
34,police,0.012
18,people,0.013
38,dead,0.037
27,arrested,0.027
33,people,0.013
32,war,0.017
29,saeed,0.023
32,well,0.019
42,e,0.013
45,will,0.013
41,pakistan,0.073
3,lending,0.014
8,raids,0.046
34,based,0.016
32,50,0.015
18,million,0.019
2,chief,0.013
27,shot,0.013
45,took,0.017
17,accused,0.021
4,two,0.042
3,war,0.014
2,intelligence,0.055
4,southern,0.012
47,area,0.009
44,two,0.029
19,saeed,0.013
23,70,0.009
32,hafiz,0.012
21,assume,0.012
3,raids,0.015
8,saeed,0.017
5,quit,0.021
41,angry,0.011
9,dead,0.017
12,elections,0.009
22,announcing,0.015
29,along,0.057
19,extremist,0.033
17,shot,0.016
34,caretaker,0.011
9,leader,0.013
45,daunting,0.01
12,seen,0.025
25,elections,0.015
26,road,0.022
47,troops,0.058
7,kashmiri,0.035
38,died,0.012
5,road,0.017
6,take,0.01
2,executive,0.009
26,escalated,0.054
31,kashmir,0.038
14,ago,0.02
29,soared,0.025
3,consider,0.012
6,road,0.013
29,failed,0.012
10,economic,0.01
31,trading,0.043
23,fewer,0.009
6,annoyed,0.01
8,recorded,0.018
41,since,0.012
24,predecessor,0.031
9,based,0.017
30,india,0.029
0,accused,0.064
7,targetting,0.039
36,took,0.008
39,sydney,0.01
37,sides,0.011
17,raids,0.027
30,shot,0.026
24,rodregiuez,0.011
4,tat,0.04
5,know,0.014
49,raid,0.025
27,seen,0.012
17,military,0.016
11,labour,0.01
34,fewer,0.025
44,kashmir,0.042
22,mohammad,0.045
12,will,0.009
0,jaish,0.019
6,free,0.012
8,three,0.025
6,whoever,0.017
42,resigned,0.015
30,say,0.026
27,war,0.017
24,last,0.025
7,encounter,0.032
16,days,0.038
18,hours,0.008
41,village,0.063
26,died,0.037
41,tat,0.009
37,just,0.037
13,parliament,0.021
48,fewer,0.011
18,place,0.032
23,week,0.009
14,nation,0.011
44,isolated,0.017
44,said,0.011
44,sides,0.021
25,lashkar,0.048
22,military,0.011
48,indian,0.02
8,staff,0.021
46,shootout,0.014
49,pakistani,0.023
48,economic,0.011
15,india,0.034
49,stunned,0.016
9,agencies,0.022
20,crisis,0.008
26,foreign,0.015
9,congress,0.012
21,war,0.014
16,know,0.011
33,night,0.031
19,one,0.009
30,support,0.013
5,saeed,0.028
39,extremist,0.013
37,extremist,0.036
14,fewer,0.021
24,raids,0.041
28,war,0.019
21,holiday,0.021
31,series,0.012
22,year,0.014
17,war,0.047
29,police,0.055
10,fewer,0.022
7,tasmania,0.015
20,nation,0.015
38,jaish,0.011
9,diplomatic,0.036
33,srinagar,0.02
42,stands,0.01
20,following,0.009
5,forces,0.026
0,groups,0.028
33,say,0.02
12,parliament,0.024
36,20,0.021
7,along,0.015
30,kashmir,0.013
4,better,0.015
11,tensions,0.028
49,arrested,0.046
40,tensions,0.05
1,tasmania,0.018
2,eight,0.043
41,soared,0.024
43,pakistan,0.024
15,last,0.017
4,india,0.03
43,accused,0.024
8,taiba,0.024
42,yesterday,0.021
19,told,0.013
5,national,0.015
11,along,0.03
18,war,0.011
24,scheduled,0.01
46,since,0.014
4,parliament,0.012
36,taiba,0.023
40,well,0.017
43,say,0.012
14,able,0.008
11,debt,0.012
46,targetting,0.029
40,kilometers,0.015
5,suspended,0.015
46,summer,0.03
2,new,0.032
47,yesterday,0.02
1,fewer,0.016
45,saeed,0.013
5,tony,0.014
26,along,0.015
21,new,0.017
28,fewer,0.014
14,new,0.016
4,dora,0.02
22,hafiz,0.014
22,capital,0.051
4,foreign,0.01
9,senior,0.009
12,australia,0.011
47,indian,0.024
6,kilometers,0.015
6,interim,0.01
38,tit,0.047
31,support,0.012
39,since,0.032
43,extremist,0.024
32,saeed,0.027
47,fatalities,0.013
47,parliament,0.025
48,saeed,0.025
2,night,0.019
18,toll,0.015
37,stands,0.02
4,launched,0.02
9,end,0.01
35,international,0.01
39,eight,0.013
18,extremist,0.031
25,plan,0.014
2,militant,0.021
49,assumes,0.01
17,police,0.014
31,officer,0.018
9,militant,0.029
2,groups,0.023
35,20,0.012
37,period,0.015
5,queensland,0.021
14,caring,0.009
6,act,0.017
24,three,0.01
25,night,0.038
27,long,0.028
31,capital,0.025
32,groups,0.011
30,attack,0.022
44,village,0.022
24,mohammad,0.016
10,village,0.037
17,stands,0.016
24,kashmir,0.028
44,time,0.017
40,soared,0.047
6,likely,0.044
3,militant,0.014
22,two,0.033
36,deaths,0.013
1,staging,0.015
3,extremist,0.044
16,fatality,0.015
31,announced,0.013
4,behest,0.011
2,long,0.029
49,recession,0.009
23,leaving,0.016
25,tasmania,0.023
22,encounter,0.019
25,stunned,0.019
44,since,0.008
41,week,0.01
37,oxide,0.009
1,massing,0.035
5,better,0.012
17,took,0.037
19,50,0.035
36,tit,0.017
38,debt,0.016
11,announced,0.02
4,stunned,0.012
15,announced,0.036
34,remain,0.013
21,pakistani,0.016
36,three,0.017
22,srinagar,0.051
35,south,0.011
31,13,0.048
30,encounter,0.019
48,lawmaker,0.014
15,ramon,0.011
24,staging,0.018
28,summer,0.014
39,trading,0.026
8,intelligence,0.012
16,lashkar,0.014
9,village,0.019
44,new,0.011
31,e,0.012
1,new,0.053
31,southern,0.018
22,taiba,0.017
14,caretaker,0.015
22,took,0.012
10,crisis,0.01
1,involved,0.011
2,period,0.02
43,will,0.014
6,fewer,0.036
37,tensions,0.072
12,targetting,0.025
3,stands,0.011
23,border,0.052
40,troops,0.01
38,know,0.013
29,accused,0.01
36,announced,0.02
2,behest,0.026
30,announced,0.012
4,targetting,0.033
12,support,0.009
18,roads,0.014
32,rescue,0.014
33,raid,0.019
23,lending,0.017
25,stands,0.015
49,interim,0.01
32,fresh,0.011
21,senate,0.026
3,well,0.015
41,assume,0.016
11,south,0.031
47,shot,0.011
35,carrying,0.019
32,dora,0.026
35,dora,0.012
19,last,0.016
4,hours,0.011
48,raids,0.018
15,summer,0.02
40,mohammad,0.036
37,inappropriate,0.009
23,two,0.018
0,mohammad,0.022
46,organisations,0.062
31,fewer,0.015
13,daunting,0.012
38,said,0.035
48,stunned,0.019
24,northern,0.021
13,capital,0.025
44,caretaker,0.009
3,behaviour,0.011
8,india,0.043
14,christmas,0.044
21,groups,0.031
32,45,0.018
14,sanctions,0.017
49,pakistan,0.023
1,fellow,0.018
43,intelligence,0.015
32,carrying,0.024
44,caring,0.008
18,militants,0.035
29,promising,0.01
8,involved,0.014
11,targetting,0.017
22,50,0.016
17,relocated,0.009
28,sanctions,0.011
2,saeed,0.028
15,soared,0.027
44,three,0.041
1,police,0.021
1,western,0.018
21,long,0.028
33,raids,0.029
13,srinagar,0.015
33,shootout,0.028
40,raid,0.012
6,peronists,0.017
42,india,0.043
45,security,0.01
35,parliament,0.013
47,people,0.029
4,seen,0.029
41,hafiz,0.012
32,jaish,0.01
32,long,0.015
43,agencies,0.012
31,kashmiri,0.024
6,behest,0.026
43,congress,0.016
15,taiba,0.025
48,international,0.015
35,trading,0.023
40,southern,0.027
15,troops,0.021
49,tensions,0.027
23,suspected,0.043
29,eight,0.034
1,dozen,0.025
36,packages,0.013
24,leaving,0.01
20,shot,0.039
30,lending,0.014
20,resignation,0.011
4,labour,0.013
6,raid,0.022
22,chief,0.018
34,launched,0.019
28,diplomatic,0.051
38,south,0.014
43,rescue,0.017
46,50,0.047
36,interim,0.015
10,summer,0.016
17,escalated,0.01
37,s,0.013
20,pakistan,0.015
3,launched,0.017
24,two,0.013
18,caretaker,0.012
46,seen,0.012
37,e,0.024
0,level,0.011
3,will,0.022
45,extremist,0.025
3,security,0.02
9,soared,0.019
43,raids,0.056
15,remain,0.013
41,attack,0.025
25,australia,0.022
19,quit,0.01
