Topic,Term,Value
31,place,0.03
6,well,0.012
13,tasmania,0.013
33,intelligence,0.019
34,suspected,0.039
17,attack,0.011
21,northern,0.016
9,stunned,0.012
13,wales,0.033
9,pakistan,0.017
22,military,0.019
38,20,0.021
31,end,0.012
39,capital,0.021
19,behest,0.015
10,said,0.025
6,repayment,0.014
11,parliament,0.022
3,organisations,0.036
15,southern,0.015
24,escalated,0.081
31,support,0.014
38,50,0.02
11,wales,0.014
21,raid,0.025
10,village,0.05
16,1971,0.07
21,shootout,0.113
5,saa,0.015
5,dead,0.018
34,police,0.018
38,dead,0.01
14,ll,0.011
32,well,0.015
24,jaish,0.017
13,place,0.034
34,based,0.015
16,year,0.02
28,caretaker,0.014
27,shot,0.013
17,accused,0.051
1,1971,0.014
31,health,0.013
3,war,0.028
24,relocated,0.014
37,war,0.019
14,tat,0.012
19,saeed,0.022
37,india,0.033
22,45,0.013
12,ve,0.011
8,saeed,0.023
2,war,0.048
29,along,0.035
35,militant,0.04
34,caretaker,0.012
8,says,0.012
19,eight,0.022
26,road,0.018
33,three,0.021
7,kashmiri,0.021
38,died,0.014
5,road,0.015
8,shootout,0.016
29,chief,0.021
22,default,0.013
14,currency,0.011
10,came,0.032
36,resigned,0.015
6,road,0.04
29,failed,0.017
21,tat,0.046
0,daunting,0.012
29,summer,0.016
38,queensland,0.02
0,accused,0.04
7,targetting,0.039
24,resigned,0.013
30,shot,0.018
39,kilometers,0.014
4,tat,0.017
27,seen,0.017
17,military,0.018
14,congress,0.011
25,behest,0.017
7,carrying,0.027
8,accused,0.016
37,soared,0.05
26,caretaker,0.018
6,free,0.018
11,peronists,0.012
27,war,0.015
1,shot,0.022
28,chief,0.015
29,political,0.024
3,seen,0.028
25,groups,0.012
31,peronists,0.016
7,crisis,0.016
22,senior,0.011
8,failed,0.012
14,support,0.022
4,senate,0.031
27,worst,0.011
33,default,0.01
17,christmas,0.011
8,tit,0.024
5,saeed,0.025
17,place,0.032
3,carrying,0.031
11,new,0.027
4,crisis,0.017
13,re,0.016
38,jaish,0.013
33,srinagar,0.025
22,officer,0.029
6,national,0.018
5,forces,0.021
1,well,0.013
0,groups,0.015
33,say,0.024
9,raids,0.022
7,along,0.021
19,staff,0.014
17,southern,0.07
2,eight,0.057
11,police,0.014
4,india,0.021
22,remain,0.042
18,karachi,0.018
9,carrying,0.024
19,south,0.066
38,southern,0.012
26,since,0.021
36,massive,0.017
37,since,0.031
14,able,0.012
15,period,0.03
14,pakistani,0.032
27,ago,0.025
17,long,0.054
10,default,0.013
26,attack,0.025
16,announcing,0.012
38,intelligence,0.012
22,capital,0.019
4,foreign,0.013
19,roads,0.013
18,just,0.017
6,kilometers,0.017
16,forces,0.04
16,extremist,0.032
32,saeed,0.034
24,say,0.015
34,failed,0.021
4,launched,0.024
13,seen,0.019
35,international,0.012
25,massing,0.015
9,told,0.013
35,war,0.017
17,police,0.03
32,roads,0.027
11,forces,0.036
6,act,0.011
21,died,0.013
5,holiday,0.014
25,night,0.016
2,launched,0.013
25,pakistani,0.019
24,mohammad,0.017
16,mohammad,0.015
35,suspected,0.012
4,argentina,0.014
36,deaths,0.017
1,staging,0.021
32,fewer,0.018
4,assume,0.017
31,announced,0.035
2,long,0.024
2,carrying,0.013
19,office,0.012
1,massing,0.018
5,debt,0.01
35,diplomatic,0.015
13,pakistan,0.02
3,12,0.011
11,announced,0.019
34,remain,0.033
22,srinagar,0.013
20,dora,0.025
31,13,0.02
33,tensions,0.026
16,hafiz,0.017
31,arrested,0.03
27,international,0.019
14,hours,0.012
28,summer,0.017
20,escalated,0.046
8,intelligence,0.028
15,militant,0.055
9,village,0.018
31,e,0.016
16,wales,0.022
27,massive,0.011
22,taiba,0.085
31,s,0.021
22,took,0.016
10,crisis,0.015
18,hospital,0.011
30,escalated,0.032
12,targetting,0.018
11,suspected,0.03
30,announced,0.018
30,southern,0.017
