Topic,Term,Value
50,45,0.014
11,yesterday,0.018
3,tat,0.029
32,road,0.014
15,officer,0.01
20,accused,0.011
39,capital,0.014
34,groups,0.013
48,accused,0.02
19,troops,0.012
27,sanctions,0.015
24,escalated,0.051
28,20,0.039
49,international,0.011
5,dead,0.022
22,western,0.047
32,war,0.029
20,shootout,0.019
53,trading,0.018
3,war,0.033
2,intelligence,0.023
37,war,0.012
43,13,0.028
41,following,0.026
6,since,0.015
26,summer,0.021
5,quit,0.014
24,eight,0.013
17,shot,0.009
10,remain,0.014
54,deepened,0.015
19,eight,0.014
57,tony,0.013
47,troops,0.04
46,new,0.02
54,three,0.015
11,shootout,0.029
0,accused,0.061
46,45,0.024
0,leader,0.013
20,act,0.014
19,since,0.026
35,president,0.009
30,currency,0.014
29,holiday,0.012
51,soared,0.036
50,police,0.038
18,place,0.015
49,jaish,0.038
43,massing,0.056
56,13,0.038
41,13,0.04
48,economic,0.013
35,tackling,0.009
17,dora,0.029
14,fewer,0.033
58,just,0.017
29,police,0.012
4,crisis,0.014
9,diplomatic,0.05
0,groups,0.051
12,parliament,0.051
30,raids,0.013
10,sides,0.027
11,along,0.014
41,promising,0.031
44,tensions,0.015
40,well,0.019
7,recorded,0.013
26,attack,0.064
4,deepened,0.016
47,since,0.023
12,australia,0.021
38,tit,0.038
12,occasions,0.009
37,national,0.018
38,quit,0.018
23,capital,0.017
18,extremist,0.02
25,deaths,0.016
2,groups,0.04
31,summer,0.02
36,people,0.01
4,night,0.055
44,time,0.021
22,two,0.038
17,took,0.03
58,behest,0.013
41,better,0.013
36,tit,0.012
11,announced,0.012
24,worst,0.009
50,sanctions,0.017
12,task,0.01
39,trading,0.018
31,taiba,0.027
44,new,0.064
54,tat,0.02
5,militants,0.016
36,announced,0.017
23,lending,0.012
48,mohammed,0.016
56,tit,0.014
16,presidency,0.016
49,support,0.009
40,mohammad,0.013
14,militants,0.012
44,caretaker,0.015
15,dozen,0.043
22,accused,0.034
28,kilometers,0.022
1,fellow,0.012
32,carrying,0.015
15,hafiz,0.039
40,presidency,0.016
32,summer,0.075
51,south,0.025
21,southern,0.015
47,level,0.016
41,hafiz,0.019
25,caretaker,0.01
40,southern,0.02
49,tensions,0.037
23,suspected,0.029
54,chief,0.02
53,sides,0.027
38,national,0.013
24,just,0.009
59,wollongong,0.01
24,two,0.014
43,victoria,0.016
9,soared,0.021
7,eight,0.025
46,toll,0.024
5,launched,0.053
44,national,0.015
14,organisations,0.017
28,deepened,0.013
6,ve,0.008
9,time,0.036
39,currency,0.015
24,announced,0.023
52,wollongong,0.019
6,police,0.018
56,along,0.035
45,annoyed,0.028
3,pakistani,0.02
51,took,0.031
29,massing,0.011
37,sides,0.019
15,act,0.012
16,50,0.027
21,dora,0.059
0,aldolfo,0.012
5,announced,0.02
49,came,0.009
4,national,0.01
8,since,0.012
47,taiba,0.016
49,massing,0.087
47,border,0.015
18,remain,0.014
20,police,0.057
2,pakistani,0.016
51,australia,0.014
53,role,0.018
43,seen,0.015
37,saeed,0.036
57,recession,0.018
53,night,0.046
16,police,0.032
14,level,0.012
9,pakistani,0.012
40,currency,0.022
7,parliament,0.034
0,india,0.083
49,mohammed,0.015
59,plan,0.01
53,ago,0.009
0,victoria,0.011
15,fewer,0.012
32,presidency,0.023
51,international,0.01
53,announcing,0.011
28,india,0.01
37,13,0.037
4,since,0.039
6,dead,0.026
55,staff,0.01
32,time,0.012
30,hafiz,0.024
20,launched,0.011
2,western,0.01
52,war,0.059
9,indian,0.016
27,tit,0.015
36,encounter,0.027
17,chief,0.063
40,indian,0.033
55,role,0.01
27,soared,0.016
12,recorded,0.014
8,say,0.041
55,roads,0.012
38,end,0.011
15,daunting,0.012
1,toll,0.016
28,45,0.027
43,said,0.012
11,leader,0.014
49,march,0.009
21,militants,0.024
59,trading,0.014
8,tensions,0.018
4,chief,0.024
45,dozen,0.015
15,based,0.046
25,two,0.014
49,troops,0.02
39,period,0.029
31,new,0.034
20,organisations,0.034
55,pakistani,0.008
57,told,0.012
48,southern,0.025
57,toll,0.012
9,extremist,0.013
45,based,0.016
23,night,0.011
55,yesterday,0.052
36,yesterday,0.015
19,daunting,0.018
17,raids,0.033
6,indian,0.023
4,ve,0.015
16,well,0.016
27,announced,0.018
8,accused,0.019
51,eight,0.017
47,militants,0.032
50,summer,0.026
15,period,0.013
44,suspected,0.013
57,security,0.027
20,sides,0.012
47,war,0.019
36,saeed,0.015
41,tasmania,0.018
42,predecessor,0.025
1,new,0.049
11,indian,0.028
42,assumes,0.023
48,troops,0.018
24,northern,0.026
40,1971,0.028
46,kilometers,0.036
6,pakistani,0.03
6,queensland,0.009
35,crisis,0.018
22,lawmaker,0.024
16,level,0.014
24,million,0.011
5,leader,0.009
26,s,0.02
29,tit,0.047
56,militants,0.029
9,jaish,0.027
19,level,0.016
19,accused,0.014
47,four,0.025
45,45,0.015
55,interim,0.011
32,another,0.012
46,elections,0.01
34,lashkar,0.022
41,encounter,0.014
30,carrying,0.013
22,will,0.055
45,war,0.026
51,capital,0.016
23,massing,0.048
58,military,0.056
48,hospital,0.012
39,massing,0.023
57,wales,0.039
50,along,0.015
7,foreign,0.016
7,tackling,0.021
44,appoints,0.011
4,saa,0.01
51,organisations,0.026
40,hospital,0.014
56,groups,0.043
29,key,0.013
9,worst,0.022
59,economic,0.015
54,organisations,0.01
32,sides,0.015
21,wales,0.018
12,last,0.01
21,raid,0.042
59,million,0.027
49,sides,0.025
20,debt,0.017
42,war,0.01
34,just,0.013
22,diplomatic,0.052
46,shootout,0.011
39,groups,0.055
37,arrested,0.025
29,four,0.011
28,s,0.084
31,pakistani,0.039
10,behaviour,0.014
28,e,0.031
13,kashmiri,0.021
27,scheduled,0.013
1,hafiz,0.053
27,dora,0.043
39,forces,0.02
56,south,0.036
26,million,0.011
9,chief,0.01
46,forces,0.037
50,long,0.031
11,announcing,0.014
5,military,0.031
28,presidency,0.012
17,leaving,0.01
2,srinagar,0.054
40,militants,0.014
30,consider,0.013
59,tat,0.072
47,dead,0.031
20,unprofessional,0.017
36,dora,0.01
7,tit,0.056
17,security,0.014
29,office,0.011
30,militant,0.026
20,ramon,0.012
10,resigned,0.01
50,officer,0.009
55,one,0.013
45,escalated,0.065
47,south,0.015
21,accused,0.024
13,karachi,0.012
10,fatalities,0.014
14,remain,0.045
59,peronists,0.009
53,indian,0.041
6,shot,0.024
6,stunned,0.014
43,border,0.033
50,militant,0.017
4,just,0.01
36,soared,0.032
44,territory,0.015
31,accused,0.012
18,border,0.037
45,new,0.024
19,suspected,0.033
52,period,0.023
10,escalated,0.017
28,village,0.028
13,argentina,0.009
2,took,0.017
39,tensions,0.029
34,security,0.025
0,announced,0.026
33,militants,0.035
9,since,0.081
6,eight,0.052
22,peronists,0.009
57,capital,0.027
12,indian,0.018
52,tat,0.013
11,45,0.013
28,congress,0.011
55,south,0.036
15,time,0.011
54,village,0.03
38,dozen,0.012
41,took,0.057
5,default,0.013
34,rescue,0.009
37,capital,0.021
13,massing,0.021
18,ramon,0.013
28,able,0.019
30,sides,0.009
14,india,0.012
12,tensions,0.009
38,security,0.028
17,failed,0.01
8,lawmaker,0.023
12,southern,0.022
12,pakistan,0.044
44,another,0.012
13,ago,0.012
11,action,0.009
21,india,0.042
53,government,0.011
42,hafiz,0.023
53,nation,0.011
31,task,0.016
43,carrying,0.03
12,territory,0.012
21,roads,0.016
53,will,0.009
53,taiba,0.045
0,dora,0.011
21,western,0.014
19,inappropriate,0.017
40,year,0.036
55,50,0.038
26,since,0.012
0,staging,0.016
17,road,0.026
32,say,0.055
37,leaving,0.008
55,arrested,0.028
7,senate,0.011
56,role,0.028
21,toll,0.025
42,indian,0.024
45,kilometers,0.02
24,well,0.014
30,free,0.01
4,plan,0.01
11,dozen,0.031
54,role,0.016
5,suspended,0.01
26,southern,0.027
58,massing,0.01
9,suspected,0.016
14,two,0.013
39,quit,0.021
5,caretaker,0.023
51,role,0.014
29,resignation,0.013
56,plan,0.011
43,based,0.028
56,50,0.044
17,came,0.033
57,military,0.049
4,deaths,0.013
24,place,0.036
44,consider,0.011
57,holiday,0.031
27,whoever,0.019
1,argentina,0.03
37,organisations,0.011
25,midwives,0.013
46,agencies,0.013
45,summer,0.008
4,pakistani,0.017
52,leaving,0.009
19,shootout,0.024
57,hafiz,0.022
58,wales,0.028
28,night,0.023
9,ve,0.009
49,unprofessional,0.021
23,deepened,0.017
5,pakistan,0.041
1,free,0.015
14,groups,0.018
8,escalated,0.026
0,northern,0.01
56,kashmiri,0.022
13,kashmir,0.014
46,tensions,0.016
54,queensland,0.024
16,government,0.009
37,say,0.017
53,next,0.01
1,last,0.015
3,say,0.014
46,india,0.024
37,saa,0.04
51,lending,0.021
58,came,0.016
32,argentina,0.02
48,attack,0.029
12,13,0.031
37,troops,0.015
40,carrying,0.027
39,march,0.023
24,angry,0.01
26,military,0.048
18,years,0.01
52,staging,0.038
12,plan,0.01
2,deaths,0.013
13,resigned,0.009
54,lashkar,0.021
55,resignation,0.016
14,raids,0.022
57,fatalities,0.022
38,tasmania,0.021
47,forces,0.029
21,wollongong,0.014
8,period,0.026
32,village,0.024
58,srinagar,0.025
32,jobs,0.01
40,western,0.01
52,likely,0.015
42,put,0.009
48,border,0.017
24,senate,0.01
50,wales,0.011
35,attack,0.017
44,occasions,0.01
59,along,0.017
6,president,0.015
34,sides,0.059
36,economic,0.01
32,roads,0.024
21,e,0.033
9,massive,0.017
12,capital,0.05
21,s,0.013
38,lashkar,0.012
14,eight,0.049
34,arrested,0.018
34,hafiz,0.018
14,kashmiri,0.03
53,attack,0.012
40,mohammed,0.032
15,million,0.03
31,fatality,0.012
30,taiba,0.043
30,new,0.041
50,political,0.013
59,soared,0.034
38,hospital,0.016
27,recorded,0.018
19,security,0.012
5,deaths,0.026
3,year,0.017
33,take,0.01
36,launched,0.037
21,45,0.015
46,kashmiri,0.051
50,december,0.017
48,shootout,0.023
28,told,0.01
23,45,0.031
45,police,0.046
58,senate,0.009
58,taiba,0.01
0,saeed,0.011
53,capital,0.019
33,fatalities,0.015
31,raid,0.049
51,appoints,0.017
41,tat,0.012
18,seen,0.038
6,last,0.014
42,sanctions,0.046
14,13,0.011
14,12,0.019
25,arrested,0.011
4,took,0.021
12,kilometers,0.06
33,recorded,0.021
19,economic,0.02
45,years,0.012
10,act,0.015
43,came,0.01
49,last,0.055
55,angry,0.011
19,lawmaker,0.021
36,police,0.039
2,behaviour,0.013
31,holiday,0.035
41,say,0.016
29,dozen,0.012
49,mohammad,0.052
37,remain,0.018
42,20,0.01
34,leaving,0.017
21,eight,0.011
14,jaish,0.029
13,task,0.012
37,hospital,0.01
50,launched,0.083
2,act,0.01
44,western,0.026
20,dozen,0.027
46,year,0.011
39,year,0.012
51,seen,0.011
28,carrying,0.034
31,stands,0.012
16,trading,0.015
4,area,0.01
29,peronists,0.011
11,service,0.014
6,extremist,0.047
48,south,0.044
34,staging,0.014
43,pakistani,0.015
31,december,0.035
14,quit,0.017
23,launched,0.011
32,lashkar,0.031
57,escalated,0.014
59,jaish,0.025
15,place,0.027
38,militant,0.011
16,soared,0.032
30,long,0.019
21,lashkar,0.025
59,role,0.009
18,two,0.016
11,mohammad,0.014
28,encounter,0.01
55,summer,0.03
41,default,0.015
56,kilometers,0.02
50,new,0.016
47,accused,0.015
54,diplomatic,0.038
3,dead,0.017
35,militants,0.042
41,last,0.014
10,raids,0.022
36,end,0.01
38,assumes,0.011
55,soared,0.013
6,based,0.025
15,tit,0.011
37,dead,0.015
4,president,0.01
45,kashmiri,0.054
37,task,0.012
50,jobs,0.025
18,summer,0.008
33,targetting,0.011
31,took,0.052
14,leader,0.009
19,seen,0.02
19,tasmania,0.014
36,nation,0.01
40,use,0.009
53,resigned,0.013
24,accused,0.031
53,s,0.045
7,based,0.022
53,e,0.01
13,shot,0.033
16,militants,0.03
59,act,0.013
7,1971,0.013
8,war,0.015
21,tit,0.026
52,four,0.011
47,arrested,0.017
16,fellow,0.015
31,pakistan,0.024
4,staging,0.01
42,tit,0.02
15,parliament,0.038
40,troops,0.036
25,three,0.023
4,village,0.032
41,pakistani,0.028
30,task,0.012
3,came,0.047
18,fatalities,0.008
1,military,0.015
5,sides,0.04
38,groups,0.026
15,will,0.011
1,period,0.021
19,worst,0.013
16,caretaker,0.02
19,three,0.01
11,within,0.009
18,default,0.014
57,says,0.009
34,deaths,0.043
8,tat,0.021
6,45,0.021
54,sanctions,0.013
24,agencies,0.011
16,chief,0.025
44,yesterday,0.032
55,well,0.023
16,e,0.018
23,war,0.026
44,war,0.018
29,long,0.023
34,shot,0.033
0,parliament,0.025
7,announced,0.021
47,period,0.021
57,territory,0.037
23,srinagar,0.009
15,suspected,0.009
31,mohammad,0.024
34,days,0.023
5,india,0.009
41,karachi,0.026
50,will,0.047
43,area,0.013
24,key,0.014
6,groups,0.035
27,militants,0.024
28,last,0.02
4,pakistan,0.029
12,jaish,0.024
58,will,0.016
1,south,0.061
15,behest,0.012
31,eight,0.028
18,well,0.014
39,economic,0.011
13,arrested,0.012
29,time,0.011
26,yesterday,0.026
18,lashkar,0.014
51,summer,0.027
4,military,0.049
5,senior,0.018
34,along,0.035
57,sides,0.023
14,economic,0.011
4,parliament,0.038
22,failed,0.011
13,seen,0.037
44,escalated,0.016
37,kilometers,0.019
13,eight,0.047
10,pakistan,0.015
46,holiday,0.009
15,long,0.022
3,said,0.042
34,war,0.034
35,oxide,0.008
23,troops,0.028
13,period,0.02
57,along,0.016
58,launched,0.022
47,last,0.017
41,involved,0.009
31,indian,0.052
32,toll,0.024
37,dora,0.012
0,say,0.009
34,encounter,0.075
7,ramon,0.009
22,since,0.014
12,yesterday,0.046
22,massive,0.013
49,crisis,0.014
4,shootout,0.02
24,50,0.018
30,inappropriate,0.014
6,said,0.01
41,predecessor,0.025
10,dead,0.046
22,troops,0.031
15,targetting,0.012
55,pakistan,0.013
17,deaths,0.025
1,13,0.018
42,said,0.012
48,s,0.02
55,ramon,0.015
10,war,0.049
17,debt,0.011
39,police,0.022
8,encounter,0.015
9,senate,0.01
18,security,0.038
2,million,0.01
17,year,0.018
2,conduct,0.016
14,yesterday,0.045
9,fellow,0.015
41,based,0.023
45,pakistan,0.056
57,kashmiri,0.017
20,raid,0.026
58,currency,0.016
55,chief,0.015
34,illawarra,0.018
15,currency,0.012
33,packages,0.019
14,indian,0.055
47,resignation,0.015
40,better,0.011
14,seen,0.013
43,security,0.038
59,likely,0.051
22,kashmiri,0.02
34,jobs,0.015
11,security,0.063
43,saeed,0.036
1,kashmiri,0.018
20,died,0.016
28,angry,0.019
5,eight,0.013
41,likely,0.034
3,tit,0.037
52,task,0.009
33,saeed,0.03
30,groups,0.01
11,dead,0.048
30,road,0.041
31,war,0.032
14,says,0.01
36,recorded,0.021
34,tat,0.01
57,foreign,0.01
10,stands,0.019
1,mohammed,0.016
29,organisations,0.038
18,long,0.026
55,congress,0.024
10,sanctions,0.018
53,plan,0.01
54,capital,0.014
5,suspected,0.014
16,roads,0.014
31,tat,0.015
14,shot,0.022
58,people,0.009
13,forces,0.019
41,appoints,0.013
13,three,0.027
15,following,0.01
20,year,0.025
7,end,0.012
53,new,0.031
10,scheduled,0.009
36,appoints,0.023
41,staging,0.04
33,predecessor,0.031
47,lashkar,0.015
38,kashmiri,0.032
3,police,0.031
59,accused,0.015
44,behest,0.033
15,seen,0.083
48,took,0.014
13,act,0.036
3,recorded,0.025
59,toll,0.015
21,night,0.008
18,territory,0.023
58,kashmir,0.059
51,since,0.033
14,december,0.045
18,christmas,0.011
48,hafiz,0.03
53,two,0.023
38,escalated,0.014
24,seen,0.027
31,key,0.011
35,indian,0.013
47,victoria,0.024
23,fatality,0.019
54,1971,0.016
47,stands,0.034
45,time,0.019
35,tit,0.019
2,health,0.009
19,fewer,0.04
55,aldolfo,0.036
43,lashkar,0.012
4,sanctions,0.011
27,attack,0.013
54,victoria,0.013
38,tat,0.012
36,hafiz,0.026
9,remain,0.017
46,crisis,0.02
28,police,0.011
8,massing,0.036
48,jobs,0.012
17,south,0.052
53,india,0.013
12,50,0.014
56,dora,0.015
6,long,0.018
28,just,0.012
33,1971,0.035
30,launched,0.017
7,repayment,0.026
25,saeed,0.04
34,know,0.018
54,support,0.018
1,support,0.013
49,dora,0.025
8,pakistani,0.025
55,six,0.009
14,militant,0.015
50,srinagar,0.069
2,hospital,0.018
39,border,0.017
15,recorded,0.021
44,pakistan,0.031
26,toll,0.011
20,queensland,0.022
59,south,0.017
55,militant,0.018
57,road,0.017
48,trading,0.031
19,act,0.012
40,tit,0.029
32,mohammed,0.016
11,nation,0.011
10,since,0.032
33,e,0.026
26,encounter,0.034
33,s,0.03
33,carrying,0.015
1,eight,0.02
54,two,0.029
40,caretaker,0.01
51,series,0.016
26,days,0.034
27,likely,0.05
50,dead,0.017
33,diplomatic,0.061
41,senate,0.017
44,last,0.032
55,support,0.011
23,saeed,0.032
38,raid,0.01
21,international,0.01
47,e,0.016
18,period,0.011
44,free,0.017
39,holiday,0.045
19,night,0.074
45,accused,0.011
18,officer,0.01
51,resignation,0.014
40,free,0.022
46,debt,0.009
2,targetting,0.015
24,currency,0.032
25,time,0.015
54,ll,0.011
24,time,0.027
8,border,0.009
22,relocated,0.01
12,border,0.04
55,year,0.029
25,mohammed,0.012
30,government,0.015
14,puerta,0.013
30,night,0.027
39,new,0.014
12,since,0.037
37,dozen,0.024
7,trading,0.027
53,suspending,0.01
26,soared,0.029
53,isolated,0.01
1,appoints,0.022
49,militants,0.01
19,extremist,0.031
6,southern,0.047
6,government,0.012
8,predecessor,0.023
23,trading,0.033
29,mohammad,0.015
6,stands,0.01
23,eight,0.031
37,srinagar,0.038
51,shot,0.048
16,international,0.014
56,mohammad,0.023
35,yesterday,0.023
51,year,0.016
54,holiday,0.029
54,militants,0.056
49,behest,0.021
20,india,0.019
7,assumes,0.022
59,predecessor,0.041
20,lashkar,0.029
41,holiday,0.015
47,christmas,0.048
58,dead,0.043
53,organisations,0.02
29,recorded,0.01
57,body,0.009
8,tasmania,0.02
33,aldolfo,0.01
46,police,0.059
29,lashkar,0.023
43,attack,0.018
43,executive,0.014
28,act,0.027
28,south,0.013
11,saeed,0.025
47,queensland,0.025
47,roads,0.009
32,escalated,0.017
9,capital,0.012
53,seen,0.043
40,default,0.026
7,yesterday,0.027
17,extremist,0.016
46,encounter,0.014
7,december,0.023
30,elections,0.014
23,will,0.013
10,suspending,0.009
25,dozen,0.025
19,died,0.013
50,two,0.029
9,deepened,0.01
1,since,0.014
42,taiba,0.036
9,parliament,0.014
