Topic,Term,Value
9,leaving,0.013
4,s,0.011
8,took,0.052
1,karachi,0.026
9,wales,0.013
3,raids,0.04
4,office,0.018
9,victoria,0.034
2,last,0.012
4,military,0.037
5,militant,0.021
1,massive,0.015
7,three,0.021
5,tensions,0.03
1,recorded,0.037
6,militants,0.015
6,repayment,0.011
7,deaths,0.059
8,deepened,0.02
4,parliament,0.018
2,border,0.025
8,s,0.062
3,organisations,0.021
6,shootout,0.022
7,groups,0.027
4,massing,0.019
6,saa,0.011
0,yesterday,0.03
1,chief,0.024
2,work,0.013
5,days,0.014
1,appoints,0.009
1,came,0.035
0,announced,0.022
3,crisis,0.018
5,dead,0.051
9,village,0.016
0,shootout,0.017
0,taiba,0.015
6,trading,0.052
0,attack,0.028
2,saeed,0.016
2,mohammed,0.037
2,congress,0.011
8,militant,0.025
3,war,0.036
2,intelligence,0.023
3,parliament,0.028
2,victoria,0.026
8,areas,0.014
6,will,0.027
8,australia,0.015
6,13,0.012
3,assume,0.013
2,kashmiri,0.031
3,northern,0.012
2,tensions,0.047
8,trading,0.015
8,senate,0.014
6,holiday,0.026
2,packages,0.011
3,night,0.015
7,fresh,0.019
5,trading,0.045
9,groups,0.033
1,years,0.011
9,road,0.018
0,arrested,0.042
0,southern,0.025
4,intelligence,0.02
0,accused,0.062
4,place,0.019
6,jaish,0.014
7,southern,0.04
9,quit,0.026
1,militants,0.021
2,economic,0.012
7,accused,0.036
7,shot,0.025
2,queensland,0.018
7,tasmania,0.018
1,place,0.053
2,support,0.015
2,raids,0.034
8,hafiz,0.013
7,carrying,0.01
5,carrying,0.04
9,ramon,0.017
7,kashmir,0.021
3,sanctions,0.023
0,six,0.01
8,police,0.013
6,level,0.033
4,shootout,0.041
1,shootout,0.02
1,interim,0.012
3,holiday,0.027
0,jobs,0.011
3,quit,0.018
3,groups,0.032
1,president,0.021
7,s,0.015
5,promising,0.014
4,remain,0.016
3,senior,0.025
6,launched,0.015
1,dead,0.027
8,tit,0.042
5,saeed,0.017
1,mohammad,0.024
9,international,0.021
2,midwives,0.017
0,behest,0.014
4,organisations,0.042
6,national,0.022
5,forces,0.012
5,stunned,0.017
0,groups,0.041
2,announcing,0.016
4,lawmaker,0.014
1,australia,0.012
7,rescue,0.019
1,tasmania,0.023
