Topic,Term,Value
21,remain,0.015
3,tat,0.02
18,dead,0.015
32,road,0.018
73,place,0.025
20,accused,0.011
69,security,0.022
34,groups,0.015
48,accused,0.058
19,troops,0.017
59,able,0.012
27,sanctions,0.015
24,escalated,0.013
11,wales,0.021
36,people,0.012
21,kashmir,0.072
22,western,0.011
48,role,0.013
32,war,0.031
13,place,0.014
65,mohammed,0.036
53,trading,0.02
27,shot,0.049
2,oxide,0.011
37,war,0.017
11,died,0.01
52,military,0.016
41,following,0.016
6,since,0.036
78,days,0.018
56,along,0.015
71,war,0.062
52,45,0.047
22,default,0.032
58,road,0.017
5,jaish,0.017
11,shootout,0.022
65,level,0.019
0,accused,0.064
46,45,0.046
13,stunned,0.011
76,ago,0.014
68,trading,0.011
71,tat,0.03
50,able,0.013
63,foreign,0.014
76,since,0.014
49,jaish,0.035
43,massing,0.025
41,13,0.015
54,soared,0.015
6,government,0.012
5,saeed,0.046
17,place,0.012
58,just,0.012
29,police,0.014
9,diplomatic,0.041
56,rescue,0.015
0,groups,0.028
12,parliament,0.021
30,raids,0.026
49,arrested,0.019
64,chief,0.03
76,military,0.034
8,taiba,0.027
10,sides,0.019
79,victoria,0.015
44,tensions,0.013
40,kilometers,0.015
78,war,0.027
43,put,0.019
14,new,0.013
66,troops,0.054
6,within,0.014
57,stands,0.029
32,saeed,0.024
37,national,0.013
23,capital,0.012
18,extremist,0.031
25,deaths,0.035
31,summer,0.067
7,suspended,0.013
27,long,0.014
16,mohammad,0.024
58,argentina,0.012
44,time,0.025
6,likely,0.018
56,illawarra,0.018
36,health,0.015
5,better,0.018
36,tit,0.013
45,toll,0.017
58,period,0.026
20,dora,0.027
50,sanctions,0.01
12,assume,0.027
27,international,0.012
44,new,0.017
69,sides,0.016
46,one,0.011
54,tat,0.019
49,time,0.03
38,know,0.013
36,announced,0.012
6,congress,0.028
79,toll,0.011
48,mohammed,0.023
16,presidency,0.016
31,said,0.01
35,carrying,0.02
35,dora,0.016
74,deepened,0.012
11,senate,0.015
79,promising,0.014
14,investigation,0.011
57,act,0.017
28,years,0.02
51,nitrous,0.024
13,capital,0.05
61,pakistan,0.02
2,action,0.012
67,people,0.014
32,carrying,0.02
8,srinagar,0.015
56,yesterday,0.024
15,hafiz,0.009
15,annoyed,0.015
40,presidency,0.012
63,organisations,0.018
51,south,0.015
44,place,0.034
4,seen,0.017
62,based,0.017
35,trading,0.045
49,tensions,0.036
23,suspected,0.032
43,rescue,0.013
53,sides,0.023
43,another,0.014
53,staging,0.02
70,karachi,0.038
59,toll,0.015
9,soared,0.017
7,eight,0.017
46,toll,0.016
5,launched,0.045
46,told,0.012
44,national,0.014
14,organisations,0.018
30,deaths,0.017
69,encounter,0.046
64,suspected,0.017
39,fellow,0.012
68,massing,0.017
43,yesterday,0.046
56,sanctions,0.012
73,lashkar,0.025
22,queensland,0.018
39,currency,0.02
14,50,0.028
24,announced,0.019
61,taiba,0.059
32,labour,0.012
29,massing,0.014
37,sides,0.021
21,dora,0.018
41,kashmiri,0.067
0,aldolfo,0.011
69,taiba,0.062
71,massive,0.016
59,tasmania,0.02
46,rescue,0.013
8,since,0.014
47,taiba,0.009
60,three,0.027
49,massing,0.014
36,mohammed,0.026
37,saeed,0.027
57,recession,0.014
14,level,0.044
9,pakistani,0.069
40,currency,0.014
7,parliament,0.02
0,india,0.079
75,tit,0.027
7,militants,0.031
18,predecessor,0.013
77,three,0.011
61,fellow,0.014
73,well,0.023
32,presidency,0.012
17,following,0.028
5,e,0.02
8,within,0.02
37,13,0.016
72,four,0.017
6,dead,0.019
72,trading,0.013
43,sanctions,0.022
26,suspected,0.064
48,december,0.012
79,risk,0.012
77,years,0.01
69,died,0.016
72,tasmania,0.016
9,indian,0.024
9,mohammad,0.021
36,encounter,0.031
66,remain,0.042
6,told,0.013
17,chief,0.045
73,crisis,0.025
65,investigation,0.011
6,toll,0.012
12,recorded,0.012
24,soared,0.045
75,suspected,0.018
8,saa,0.013
8,say,0.024
13,military,0.015
69,recorded,0.015
43,announced,0.02
41,tackling,0.019
30,dozen,0.027
38,end,0.025
63,1971,0.03
13,trading,0.024
26,two,0.017
21,agencies,0.012
70,recorded,0.014
55,hours,0.015
34,southern,0.025
45,recession,0.017
47,pakistan,0.022
49,march,0.011
9,police,0.033
4,chief,0.042
53,chief,0.035
43,raid,0.036
45,dozen,0.042
19,caretaker,0.012
79,karachi,0.015
67,arrested,0.02
14,another,0.024
65,suspected,0.032
16,scheduled,0.015
45,based,0.022
44,say,0.061
70,relocated,0.01
55,yesterday,0.023
36,yesterday,0.013
78,suspected,0.026
28,tensions,0.019
71,trading,0.022
62,act,0.02
15,year,0.031
67,police,0.022
14,four,0.012
27,announced,0.012
2,stands,0.023
51,eight,0.035
47,militants,0.036
57,accused,0.059
29,government,0.01
50,summer,0.017
74,tasmania,0.026
15,period,0.013
28,western,0.031
35,staging,0.016
10,well,0.055
14,congress,0.037
36,saeed,0.021
1,new,0.029
33,13,0.043
17,since,0.02
48,troops,0.022
73,northern,0.034
6,pakistani,0.019
6,queensland,0.018
22,lawmaker,0.015
5,three,0.018
26,e,0.011
59,taiba,0.015
56,militants,0.025
9,jaish,0.017
47,four,0.017
61,repayment,0.024
60,south,0.013
62,caring,0.014
9,whoever,0.01
43,women,0.016
71,s,0.012
41,encounter,0.025
75,extremist,0.054
23,massing,0.021
9,another,0.017
27,night,0.042
30,labour,0.01
39,recession,0.011
7,raid,0.014
79,worst,0.015
51,yesterday,0.016
64,war,0.01
4,saa,0.013
29,inappropriate,0.015
26,announcing,0.018
63,massing,0.021
54,organisations,0.027
32,sides,0.017
21,wales,0.035
75,worst,0.011
13,well,0.029
53,take,0.012
20,debt,0.013
34,diplomatic,0.022
42,war,0.025
31,mohammed,0.018
39,groups,0.017
37,arrested,0.016
28,s,0.019
46,dead,0.034
7,chief,0.019
10,involved,0.011
6,presidency,0.01
30,executive,0.013
26,million,0.011
76,came,0.018
46,forces,0.106
11,taiba,0.017
5,military,0.02
27,yesterday,0.016
68,diplomatic,0.033
68,1971,0.034
76,senior,0.016
17,leaving,0.031
26,kashmir,0.017
59,tat,0.018
73,security,0.032
30,three,0.015
11,summer,0.027
65,rodregiuez,0.013
69,next,0.013
17,security,0.036
29,office,0.015
77,scheduled,0.014
64,died,0.016
20,along,0.045
15,resigned,0.03
71,shootout,0.015
55,one,0.01
47,south,0.018
21,accused,0.051
31,series,0.016
58,indian,0.03
6,shot,0.019
6,stunned,0.013
43,border,0.057
56,next,0.024
56,police,0.013
68,another,0.018
70,mohammad,0.045
64,aldolfo,0.012
36,soared,0.039
37,will,0.033
44,territory,0.016
18,border,0.024
53,appoints,0.01
31,saa,0.012
73,likely,0.011
42,police,0.026
