Term,Value
suicidal,4.29
hordes,0.5
skynews,0.785
holyrood,3.458
protest,0.154
asian,5.9
erexit,2.521
saved,0.429
3m,0.455
votes,5.436
inlike,0.999
voted,10.324
recycle,3.154
teaching,11.5
sorry,6.106
sinking,0.923
void,0.284
rise,14.245
jacob,0.201
school,2.56
ref,6.437
296,7.512
shows,1.001
kevinpbreslin,0.077
voteleave,7.826
744109418904584192,2.7
leaders,2.49
warns,1.001
271,0.075
second,4.337
decadence,2.4
blue,3.434
brexit,994.915
oldest,1.617
326577,0.385
incompatible,9.185
1vnxyl0,0.143
victoriapeckham,0.335
resilient,11.523
new,61.255
net,6.212
ever,8.357
consisting,1.264
reviving,4.584
viii,6.737
specialist,0.142
never,8.646
reported,5.772
china,1.809
whatthehellareyoutalkingabout,5.369
path,2.184
growing,2.1
leaves,8.113
changed,3.478
military,2.079
heatherwheeler,3.41
golden,0.992
campaign,2.359
29hdktr,0.603
pdsutherlandun,0.992
forums,7.238
spoke,1.491
theordinaryman2,12.0
army,2.279
29fbym8,0.726
century,28.422
reemergence,3.237
kneepads,2.232
call,6.276
telegraph,33.781
recommend,0.848
survive,2.977
tell,0.143
barbarous,0.714
holy,140.854
successful,7.093
adrianople,4.732
warn,1.704
746387871402176512,2.2
lord,1.072
must,16.569
word,0.567
rights,0.067
plunged,1.344
mk,1.772
movies,1.491
era,5.495
ms,7.816
henry,6.427
experts,6.279
give,2.74
dragons,0.084
malign,6.549
want,19.691
christianvoice,1.263
oppressing,0.9
end,30.629
trsresearch,3.953
far,0.756
stupidity,3.905
interview,0.1
turk,1.136
ancestor,5.313
michelledewbs,2.13
less,0.071
assimilated,1.743
insecure,0.201
earlier,0.44
lay,5.9
arch,2.976
thesun,0.215
attempt,1.291
third,3.08
descends,8.625
1lv7wv,0.63
greek,1.079
suggest,0.295
sucessor,3.224
first,22.424
order,3.523
wine,0.571
danhannanmep,1.617
tricked,0.603
whizzing,4.368
london,9.292
nyti,6.539
globalpulsemag,0.154
writing,0.076
destroyed,5.451
wales,3.45
gents,6.9
overcome,3.216
eventually,4.277
killerkai3,2.184
jenit,3.403
break,0.71
sixteen,7.849
bank,3.696
bread,0.867
germanic,2.531
swancom74,44.0
hadrains,5.2
victory,2.175
went,6.734
side,0.071
mean,25.135
financial,0.406
milan,3.696
