Topic,Term,Value
48,juin,0.002
26,plupart,0.001
36,plupart,0.002
28,sortie,0.002
6,trade,0.031
50,article,0.077
49,hisse,0.002
46,seulement,0.002
33,juin,0.002
56,organisme,0.002
55,seulement,0.002
65,trading,0.059
30,pr_vision,0.002
15,blair,0.059
21,manufacturing,0.056
8,europe,0.041
59,sign,0.048
48,hisse,0.002
32,investor,0.091
0,https_www,0.037
27,devolution,0.061
39,plupart,0.002
26,farage,0.091
3,churchill,0.084
62,share,0.059
35,srexit,0.046
64,abuse,0.044
4,bonport,0.002
11,plupart,0.002
1,com,0.019
1,majority,0.038
3,banque,0.001
48,plupart,0.002
21,reasonsexporter,0.056
31,page,0.061
66,pr_vision,0.002
1,referendum,0.019
37,britain,0.072
11,hisse,0.002
52,plupart,0.001
36,organisme,0.002
16,parliament,0.044
60,civilization,0.058
19,pr_vision,0.002
57,plupart,0.002
18,sortie,0.002
57,web,0.125
0,number,0.037
45,sortie,0.001
52,article,0.154
10,end,0.1
15,name,0.059
58,moslem,0.032
38,sortie,0.002
66,juin,0.002
3,inspiration,0.084
29,britain,0.067
29,com,0.067
55,juin,0.002
43,https_www,0.1
12,seulement,0.002
11,juin,0.002
59,insecurity,0.048
25,sortie,0.002
21,standardsand,0.056
7,croissance,0.002
4,sortie,0.002
37,range,0.072
38,bonport,0.002
37,pr_vision,0.001
34,banque,0.002
42,trimestre,0.001
22,sortie,0.002
21,inputsof,0.056
16,hope,0.044
64,article,0.087
41,https_www,0.03
25,seulement,0.002
69,sortie,0.001
25,pr_vision,0.002
42,trade,0.091
15,right,0.059
58,law,0.032
5,london,0.035
28,croissance,0.002
25,croissance,0.002
7,workguyslook,0.125
24,juin,0.002
43,banque,0.001
31,parliament,0.031
17,area,0.037
1,tre,0.02
60,step,0.032
11,pr_vision,0.002
10,market,0.1
17,theirsand,0.037
40,centre,0.063
48,croissance,0.002
50,dutch,0.039
34,croissance,0.002
13,banque,0.002
33,organisme,0.002
23,croissance,0.002
30,royaume,0.002
8,force,0.04
30,plupart,0.002
1,pr_vision,0.029
2,derision,0.048
63,assurance,0.043
43,seulement,0.001
54,government,0.037
6,part,0.091
0,vogue,0.037
46,pr_vision,0.002
6,ruin,0.031
29,union,0.067
10,bonport,0.001
32,country,0.091
8,arm,0.039
41,facebook_com,0.03
8,science,0.037
38,share,0.111
44,blair,0.013
53,father,0.032
2,crap,0.048
8,dit,0.072
61,croissance,0.002
46,sortie,0.002
60,science,0.031
11,organisme,0.002
59,system,0.048
40,importer,0.063
1,gouvernement,0.02
69,banque,0.001
54,past,0.037
10,plupart,0.001
32,space,0.046
6,mean,0.031
31,world,0.031
65,vehicle,0.059
52,form,0.077
19,banque,0.002
66,croissance,0.002
49,juin,0.002
64,set,0.044
35,line,0.046
24,hisse,0.002
1,croissance,0.02
23,banque,0.002
34,plupart,0.002
19,plupart,0.002
31,government,0.031
26,banque,0.001
35,thing,0.046
34,juin,0.002
32,residency,0.091
14,trade,0.036
20,leetle,0.091
42,worker,0.091
33,royaume,0.002
2,slogan,0.048
2,brexiteer,0.054
67,croissance,0.002
60,ancient,0.033
44,abus,0.012
1,conomie,0.023
51,sortie,0.002
38,plupart,0.002
45,churchill,0.067
34,sortie,0.002
9,pr_vision,0.038
42,pr_vision,0.001
33,pr_vision,0.002
12,croissance,0.002
64,nature,0.044
45,parliament,0.067
47,island,0.048
63,commitment,0.043
1,http,0.038
62,croissance,0.002
20,croissance,0.001
53,public,0.032
11,seulement,0.002
17,judgement,0.037
22,juin,0.002
64,judge,0.044
16,blog,0.044
35,hand,0.046
37,gouvernement,0.001
33,croissance,0.002
21,link,0.056
2,march,0.095
5,tax,0.069
18,pr_vision,0.002
35,thank,0.046
49,royaume,0.002
51,pr_vision,0.002
22,pr_vision,0.002
27,change,0.061
61,banque,0.002
8,faith,0.041
41,brexit,0.03
24,pr_vision,0.002
46,organisme,0.002
28,royaume,0.002
40,cebr,0.063
61,royaume,0.002
24,organisme,0.002
60,rome,0.031
53,word,0.032
42,right,0.091
28,plupart,0.002
44,facebook,0.095
44,information,0.095
45,croissance,0.001
27,share_petition,0.061
16,brexit,0.087
12,royaume,0.002
29,exit,0.067
61,pr_vision,0.002
59,method,0.048
0,employment,0.037
13,organisme,0.002
4,email,0.111
20,schwanz,0.091
30,seulement,0.002
27,utm_medium,0.061
45,winston,0.067
31,flight,0.061
10,hisse,0.001
42,article,0.091
64,right,0.087
56,croissance,0.002
44,dispatch,0.012
55,sortie,0.002
57,sortie,0.002
44,agreement,0.012
5,position,0.035
62,plupart,0.002
26,march,0.091
6,good,0.031
17,luximo,0.037
58,influence,0.032
15,dispatch,0.059
20,pr_vision,0.001
13,plupart,0.002
27,recruiter,0.061
36,juin,0.002
10,pr_vision,0.001
61,sortie,0.002
13,hisse,0.002
41,article,0.052
14,rule,0.036
30,juin,0.002
22,plupart,0.002
41,archive,0.03
2,think,0.048
22,croissance,0.002
36,seulement,0.002
22,organisme,0.002
60,sign,0.063
47,honor,0.048
13,croissance,0.002
54,need,0.037
32,family,0.046
56,plupart,0.002
8,world,0.048
28,petition,0.143
26,hisse,0.001
36,sortie,0.002
20,boris,0.091
11,sortie,0.002
13,sortie,0.002
65,drink,0.059
59,country,0.048
1,brexit,0.038
7,hisse,0.002
67,royaume,0.002
65,motor,0.059
0,vicar,0.037
40,economic,0.063
6,peace,0.031
6,consumer,0.031
26,brexit,0.091
14,theresa,0.072
27,utm_source,0.061
61,seulement,0.002
45,inability,0.067
9,conomie,0.021
25,organisme,0.002
67,plupart,0.002
49,croissance,0.002
43,plupart,0.001
38,rush,0.111
32,majority,0.046
18,banque,0.002
35,decision,0.046
31,community,0.031
56,juin,0.002
58,extinction,0.032
52,rightsright,0.077
48,banque,0.002
16,holiday,0.044
33,banque,0.002
18,trimestre,0.002
55,pr_vision,0.002
52,sortie,0.001
19,seulement,0.002
31,residente,0.031
4,supporter,0.111
18,croissance,0.002
54,standard,0.037
68,hisse,0.001
17,house,0.037
24,plupart,0.002
35,racist,0.046
23,trimestre,0.002
65,export,0.059
63,cheque,0.043
51,banque,0.002
3,make,0.084
68,pronostic,0.091
0,luximo,0.037
21,brexiteer,0.056
48,pr_vision,0.002
24,royaume,0.002
69,votary,0.084
44,article,0.026
51,juin,0.002
37,hisse,0.001
5,ally,0.035
17,review,0.037
8,warrior,0.041
56,sortie,0.002
15,list,0.059
57,banque,0.002
54,trading,0.074
20,johnson,0.091
21,click,0.056
41,upr,0.03
3,instigator,0.084
9,croissance,0.051
49,plupart,0.002
60,falla,0.033
64,precedent,0.044
52,remedy,0.077
24,croissance,0.002
8,civilization,0.078
7,britain,0.125
45,issue,0.067
14,market,0.036
65,service,0.059
39,organisme,0.002
23,contempt,0.125
14,britain,0.036
49,sortie,0.002
51,royaume,0.002
50,person,0.039
12,sortie,0.002
9,tre,0.025
56,seulement,0.002
20,zis,0.091
46,banque,0.002
7,trimestre,0.002
51,plupart,0.002
7,juin,0.002
7,seulement,0.002
8,rome,0.037
40,trade,0.063
56,pr_vision,0.002
23,royaume,0.002
59,petition,0.143
19,hisse,0.002
6,help,0.031
41,capx,0.03
29,dpbs,0.067
47,right,0.048
39,hisse,0.002
19,royaume,0.002
24,sortie,0.002
67,gouvernement,0.002
5,choice,0.035
14,briefing,0.036
63,travel,0.043
12,plupart,0.002
48,organisme,0.002
46,plupart,0.002
54,misinformation,0.037
35,somebody,0.046
29,sthash,0.067
14,change,0.036
7,sortie,0.002
68,avec,0.091
12,pr_vision,0.002
69,plupart,0.001
59,rule,0.048
4,pr_vision,0.002
66,seulement,0.002
53,comfort,0.032
52,discrimination,0.077
51,seulement,0.002
22,seulement,0.002
34,seulement,0.002
55,plupart,0.002
17,commons,0.037
38,seulement,0.002
43,facebook_com,0.1
16,history,0.044
26,bowl,0.091
26,seulement,0.001
25,plupart,0.002
14,requirement,0.036
23,democracy,0.125
15,part,0.059
10,estate,0.199
58,slavery,0.032
53,recover,0.032
53,victim,0.032
24,seulement,0.002
62,sortie,0.002
13,royaume,0.002
47,facebook_com,0.048
50,lot,0.039
4,plupart,0.002
63,natos,0.042
34,organisme,0.002
44,right,0.012
43,amorphamedia,0.1
32,frexit,0.046
37,outcome,0.072
20,plupart,0.001
63,deal,0.042
3,gouvernement,0.001
39,croissance,0.002
46,royaume,0.002
9,britannique,0.028
30,hisse,0.002
48,royaume,0.002
27,nation,0.016
47,britishand,0.048
68,plupart,0.001
14,scenario,0.036
2,london,0.048
67,seulement,0.002
41,britain,0.03
48,seulement,0.002
67,trimestre,0.002
19,croissance,0.002
67,pr_vision,0.002
28,pr_vision,0.002
45,sponsor,0.067
48,sortie,0.002
32,track,0.046
65,partner,0.059
40,analysis,0.063
51,hisse,0.002
11,banque,0.002
57,gouvernement,0.002
19,sortie,0.002
52,hisse,0.001
47,guy,0.048
15,quote,0.059
42,croissance,0.001
50,surveymonkey,0.039
62,hisse,0.002
47,wait,0.048
10,sortie,0.001
0,sow,0.074
49,organisme,0.002
68,seulement,0.001
32,visa,0.046
50,anybody,0.039
53,england,0.032
36,croissance,0.002
37,tariff,0.143
9,cas,0.017
40,research,0.063
24,banque,0.002
0,person,0.037
31,sport,0.031
51,organisme,0.002
36,royaume,0.002
52,croissance,0.001
67,sortie,0.002
39,sortie,0.002
20,sortie,0.001
51,croissance,0.002
10,croissance,0.001
44,visit,0.095
47,shame,0.048
43,video,0.1
53,terror,0.032
54,sector,0.069
44,remedy,0.01
33,hisse,0.002
3,arch,0.084
18,bonport,0.002
36,hisse,0.002
58,grace,0.032
59,prophet,0.048
